sample_name	contig	virus	splice_type	virus_brkend_grp	tumor_or_normal	total_rpm	Gene_ID	project	cohort
ZT9W^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~40194~+~chr7~1127256~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.01936967	C7orf50^ENSG00000146540.13	Cells_EBV-transformed_lymphocytes	GTEx
1HCUA^Cells_EBV-transformed_lymphocytes^normal	NC_009334_172764nt_Human_herpesvirus_4_type_2~39264~-~chr16~2752661~+	EBV	GC-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:39264	normal	0.02049446	SRRM2^ENSG00000167978.15	Cells_EBV-transformed_lymphocytes	GTEx
1HCUA^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~35712~+~chr20~3918670~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:35712	normal	0.02049446	PANK2^ENSG00000125779.20	Cells_EBV-transformed_lymphocytes	GTEx
ZT9X^Cells_EBV-transformed_lymphocytes^normal	chr6~31271869~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40160~-	EBV	GC-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40160	normal	0.05917828	HLA-C^ENSG00000204525.13	Cells_EBV-transformed_lymphocytes	GTEx
TKQ1^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~40194~+~chr5~181260000~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.07000508	TRIM52^ENSG00000183718.5	Cells_EBV-transformed_lymphocytes	GTEx
TKQ1^Cells_EBV-transformed_lymphocytes^normal	chr22~49961812~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.04200305	PIM3^ENSG00000198355.4	Cells_EBV-transformed_lymphocytes	GTEx
TKQ1^Cells_EBV-transformed_lymphocytes^normal	NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~+~chr1~156743651~+	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.04200305	HDGF^ENSG00000143321.17	Cells_EBV-transformed_lymphocytes	GTEx
TKQ1^Cells_EBV-transformed_lymphocytes^normal	NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~+~chr7~1127256~+	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.02800203	C7orf50^ENSG00000146540.13	Cells_EBV-transformed_lymphocytes	GTEx
TKQ1^Cells_EBV-transformed_lymphocytes^normal	chr19~2272821~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.02800203	OAZ1^ENSG00000104904.11	Cells_EBV-transformed_lymphocytes	GTEx
XLM4^Cells_EBV-transformed_lymphocytes^normal	chr18~79467583~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.09552055	NFATC1^ENSG00000131196.16	Cells_EBV-transformed_lymphocytes	GTEx
1HKZK^Cells_EBV-transformed_lymphocytes^normal	chr17~7512924~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.01587829	POLR2A^ENSG00000181222.13	Cells_EBV-transformed_lymphocytes	GTEx
WEY5^Cells_EBV-transformed_lymphocytes^normal	chr19~12064877~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.04416042	ZNF844^ENSG00000223547.8	Cells_EBV-transformed_lymphocytes	GTEx
1FIGZ^Cells_EBV-transformed_lymphocytes^normal	chr2~10787440~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39880~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:39880	normal	0.01749222	PDIA6^ENSG00000143870.11	Cells_EBV-transformed_lymphocytes	GTEx
12WSL^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~35712~+~chr5~43122038~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:35712	normal	0.015933	ZNF131^ENSG00000172262.10	Cells_EBV-transformed_lymphocytes	GTEx
1HC8U^Cells_EBV-transformed_lymphocytes^normal	chr13~21301619~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.02037099	MIPEPP3^ENSG00000233325.3	Cells_EBV-transformed_lymphocytes	GTEx
1HC8U^Cells_EBV-transformed_lymphocytes^normal	NC_009334_172764nt_Human_herpesvirus_4_type_2~39917~+~chr7~5529160~+	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:39917	normal	0.02037099	ACTB^ENSG00000075624.12	Cells_EBV-transformed_lymphocytes	GTEx
12C56^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~40194~+~chr10~60181328~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.03039467	ANK3^ENSG00000151150.19	Cells_EBV-transformed_lymphocytes	GTEx
U3ZG^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~143206~+~chr5~140436103~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:143206	normal	0.02388223	ANKHD1^ENSG00000131503.19	Cells_EBV-transformed_lymphocytes	GTEx
1HSGN^Cells_EBV-transformed_lymphocytes^normal	chr4~75516980~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.01459404	THAP6^ENSG00000174796.11	Cells_EBV-transformed_lymphocytes	GTEx
ZPCL^Cells_EBV-transformed_lymphocytes^normal	chr22~49961812~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.1690803	PIM3^ENSG00000198355.4	Cells_EBV-transformed_lymphocytes	GTEx
ZPCL^Cells_EBV-transformed_lymphocytes^normal	NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~+~chr19~2040133~+	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.1690803	MKNK2^ENSG00000099875.13	Cells_EBV-transformed_lymphocytes	GTEx
ZPCL^Cells_EBV-transformed_lymphocytes^normal	chr19~2269745~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.09661734	OAZ1^ENSG00000104904.11	Cells_EBV-transformed_lymphocytes	GTEx
ZPCL^Cells_EBV-transformed_lymphocytes^normal	chr2~85543035~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.09661734	MAT2A^ENSG00000168906.11	Cells_EBV-transformed_lymphocytes	GTEx
ZPCL^Cells_EBV-transformed_lymphocytes^normal	NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~+~chr8~56074059~+	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.09661734	RPS20^ENSG00000008988.8	Cells_EBV-transformed_lymphocytes	GTEx
ZPCL^Cells_EBV-transformed_lymphocytes^normal	NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~+~chr15~65300198~+	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.09661734	PARP16^ENSG00000138617.13	Cells_EBV-transformed_lymphocytes	GTEx
ZPCL^Cells_EBV-transformed_lymphocytes^normal	NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~+~chr17~75778809~+	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.072463	H3F3B^ENSG00000132475.7	Cells_EBV-transformed_lymphocytes	GTEx
ZPCL^Cells_EBV-transformed_lymphocytes^normal	NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~+~chr19~19147035~+	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.02415433	MEF2B^ENSG00000213999.14	Cells_EBV-transformed_lymphocytes	GTEx
X585^Cells_EBV-transformed_lymphocytes^normal	chr11~62635001~+~NC_007605_171823nt_Human_gammaherpesvirus_4~33052~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:33052	normal	0.02536295	GANAB^ENSG00000089597.15	Cells_EBV-transformed_lymphocytes	GTEx
1I1GT^Cells_EBV-transformed_lymphocytes^normal	NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~+~chr17~75778809~+	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.07476102	H3F3B^ENSG00000132475.7	Cells_EBV-transformed_lymphocytes	GTEx
1I1GT^Cells_EBV-transformed_lymphocytes^normal	chr19~2272821~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.04485661	OAZ1^ENSG00000104904.11	Cells_EBV-transformed_lymphocytes	GTEx
ZDTT^Cells_EBV-transformed_lymphocytes^normal	chr22~49961812~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.08352518	PIM3^ENSG00000198355.4	Cells_EBV-transformed_lymphocytes	GTEx
V1D1^Cells_EBV-transformed_lymphocytes^normal	chr19~2272821~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.0720641	OAZ1^ENSG00000104904.11	Cells_EBV-transformed_lymphocytes	GTEx
V1D1^Cells_EBV-transformed_lymphocytes^normal	chr22~49961812~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.04323846	PIM3^ENSG00000198355.4	Cells_EBV-transformed_lymphocytes	GTEx
V1D1^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~40194~+~chr19~2040133~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.02882564	MKNK2^ENSG00000099875.13	Cells_EBV-transformed_lymphocytes	GTEx
X4EP^Cells_EBV-transformed_lymphocytes^normal	chr2~85543035~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.08291764	MAT2A^ENSG00000168906.11	Cells_EBV-transformed_lymphocytes	GTEx
X4EP^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~40194~+~chr17~75778809~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.08291764	H3F3B^ENSG00000132475.7	Cells_EBV-transformed_lymphocytes	GTEx
X4EP^Cells_EBV-transformed_lymphocytes^normal	chr22~49961812~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.05922689	PIM3^ENSG00000198355.4	Cells_EBV-transformed_lymphocytes	GTEx
X4EP^Cells_EBV-transformed_lymphocytes^normal	chr19~2272821~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.05922689	OAZ1^ENSG00000104904.11	Cells_EBV-transformed_lymphocytes	GTEx
X4EP^Cells_EBV-transformed_lymphocytes^normal	chr11~2390527~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.04738151	CD81^ENSG00000110651.10	Cells_EBV-transformed_lymphocytes	GTEx
X4EP^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~40194~+~chr17~64500548~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.03553613	DDX5^ENSG00000108654.10	Cells_EBV-transformed_lymphocytes	GTEx
X4EP^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~40194~+~chr19~2040133~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.02369076	MKNK2^ENSG00000099875.13	Cells_EBV-transformed_lymphocytes	GTEx
X4EP^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~40194~+~chr8~143718782~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.01184538	RP11-429J17.5^ENSG00000254548.1	Cells_EBV-transformed_lymphocytes	GTEx
X4EP^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~40194~+~chr22~50447521~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.01184538	SBF1^ENSG00000100241.19	Cells_EBV-transformed_lymphocytes	GTEx
HELA_CERVIX^CCLE^tumor_cell_line	HPV18~23~-~chr8~127218809~+	HPV18	GT-AG	HPV18:23	tumor_cell_line	9.746332	CCAT1^ENSG00000247844.1	CCLE	CCLE
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE^CCLE^tumor_cell_line	NC_007605_171823nt_Human_gammaherpesvirus_4~14553~-~chr6~90296479~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:14553	tumor_cell_line	1.38484	BACH2^ENSG00000112182.13	CCLE	CCLE
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE^CCLE^tumor_cell_line	chr6~90206682~+~NC_007605_171823nt_Human_gammaherpesvirus_4~117125~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:117125	tumor_cell_line	0.04467225	BACH2^ENSG00000112182.13	CCLE	CCLE
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE^CCLE^tumor_cell_line	chr6~90271942~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~117952~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:117952	tumor_cell_line	0.0357378	BACH2^ENSG00000112182.13	CCLE	CCLE
LU65_LUNG^CCLE^tumor_cell_line	chr9~122383756~+~NC_001702_8135nt_Murine_type_C_retrovirus~5507~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.7213468	PTGS1^ENSG00000095303.13	CCLE	CCLE
LU65_LUNG^CCLE^tumor_cell_line	NC_001702_8135nt_Murine_type_C_retrovirus~5792~+~chr9~122386445~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5792	tumor_cell_line	0.6919041	PTGS1^ENSG00000095303.13	CCLE	CCLE
BHY_UPPER_AERODIGESTIVE_TRACT^CCLE^tumor_cell_line	chr17~69175514~+~NC_001702_8135nt_Murine_type_C_retrovirus~4338~-	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:4338	tumor_cell_line	2.650905	ABCA10^ENSG00000154263.16	CCLE	CCLE
BHY_UPPER_AERODIGESTIVE_TRACT^CCLE^tumor_cell_line	NC_001702_8135nt_Murine_type_C_retrovirus~4338~+~chr11~61337940~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:4338	tumor_cell_line	1.000536	DAK^ENSG00000149476.13	CCLE	CCLE
BHY_UPPER_AERODIGESTIVE_TRACT^CCLE^tumor_cell_line	chr11~32836822~+~NC_001702_8135nt_Murine_type_C_retrovirus~5507~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.3610182	PRRG4^ENSG00000135378.3	CCLE	CCLE
BHY_UPPER_AERODIGESTIVE_TRACT^CCLE^tumor_cell_line	NC_001702_8135nt_Murine_type_C_retrovirus~5507~-~chr10~104085722~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.09283326	COL17A1^ENSG00000065618.15	CCLE	CCLE
BHY_UPPER_AERODIGESTIVE_TRACT^CCLE^tumor_cell_line	chr11~32830633~+~NC_001702_8135nt_Murine_type_C_retrovirus~5507~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.06188884	PRRG4^ENSG00000135378.3	CCLE	CCLE
NB1_AUTONOMIC_GANGLIA^CCLE^tumor_cell_line	chr19~10654488~+~NC_007815_8197nt_PreXMRV_1~5489~+	NC_007815_8197nt_PreXMRV_1	GT-AG	NC_007815_8197nt_PreXMRV_1:5489	tumor_cell_line	0.03093966	ILF3^ENSG00000129351.16	CCLE	CCLE
VCAP_PROSTATE^CCLE^tumor_cell_line	NC_001702_8135nt_Murine_type_C_retrovirus~5792~+~chr6~129507488~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5792	tumor_cell_line	0.1835788	LAMA2^ENSG00000196569.10	CCLE	CCLE
VCAP_PROSTATE^CCLE^tumor_cell_line	NC_001702_8135nt_Murine_type_C_retrovirus~5507~-~chr21~41508080~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.1615493	TMPRSS2^ENSG00000184012.10	CCLE	CCLE
VCAP_PROSTATE^CCLE^tumor_cell_line	chr1~244970444~+~NC_001702_8135nt_Murine_type_C_retrovirus~5507~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.1542062	EFCAB2^ENSG00000203666.11	CCLE	CCLE
VCAP_PROSTATE^CCLE^tumor_cell_line	chr11~75399578~+~NC_001702_8135nt_Murine_type_C_retrovirus~5507~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.1248336	RPS3^ENSG00000149273.13	CCLE	CCLE
VCAP_PROSTATE^CCLE^tumor_cell_line	NC_001702_8135nt_Murine_type_C_retrovirus~5507~-~chr19~50802216~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.0881178	C19orf48^ENSG00000167747.12	CCLE	CCLE
VCAP_PROSTATE^CCLE^tumor_cell_line	NC_001702_8135nt_Murine_type_C_retrovirus~5507~-~chr19~27792999~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.0734315	LINC00662^ENSG00000261824.5	CCLE	CCLE
VCAP_PROSTATE^CCLE^tumor_cell_line	chr10~102152531~+~NC_001702_8135nt_Murine_type_C_retrovirus~5507~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.0734315	NOLC1^ENSG00000166197.15	CCLE	CCLE
VCAP_PROSTATE^CCLE^tumor_cell_line	NC_001702_8135nt_Murine_type_C_retrovirus~5507~-~chr2~238299801~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.0440589	AC012485.2^ENSG00000232306.1	CCLE	CCLE
VCAP_PROSTATE^CCLE^tumor_cell_line	chr17~18781306~+~NC_001702_8135nt_Murine_type_C_retrovirus~5507~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.0293726	TVP23B^ENSG00000171928.12	CCLE	CCLE
VCAP_PROSTATE^CCLE^tumor_cell_line	chr14~37596009~+~NC_001702_8135nt_Murine_type_C_retrovirus~5507~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.0293726	TTC6^ENSG00000139865.15	CCLE	CCLE
VCAP_PROSTATE^CCLE^tumor_cell_line	chr1~8865483~+~NC_001702_8135nt_Murine_type_C_retrovirus~7235~+	NC_001702_8135nt_Murine_type_C_retrovirus	GC-AG	NC_001702_8135nt_Murine_type_C_retrovirus:7235	tumor_cell_line	0.02202945	ENO1^ENSG00000074800.12	CCLE	CCLE
VCAP_PROSTATE^CCLE^tumor_cell_line	chr9~133349701~+~NC_001702_8135nt_Murine_type_C_retrovirus~7668~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:7668	tumor_cell_line	0.02202945	RPL7A^ENSG00000148303.15	CCLE	CCLE
VCAP_PROSTATE^CCLE^tumor_cell_line	chr8~133259231~+~NC_001702_8135nt_Murine_type_C_retrovirus~5660~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5660	tumor_cell_line	0.0146863	NDRG1^ENSG00000104419.13	CCLE	CCLE
VCAP_PROSTATE^CCLE^tumor_cell_line	NC_001702_8135nt_Murine_type_C_retrovirus~5507~-~chr11~63613999~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.0146863	PLA2G16^ENSG00000176485.9	CCLE	CCLE
KELLY_AUTONOMIC_GANGLIA^CCLE^tumor_cell_line	NC_001702_8135nt_Murine_type_C_retrovirus~5507~-~chr17~7687376~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.8768709	TP53^ENSG00000141510.14	CCLE	CCLE
SCLC21H_LUNG^CCLE^tumor_cell_line	NC_007815_8197nt_PreXMRV_1~206~+~chr7~76054829~+	NC_007815_8197nt_PreXMRV_1	GT-AG	NC_007815_8197nt_PreXMRV_1:206	tumor_cell_line	0.06814765	MDH2^ENSG00000146701.10	CCLE	CCLE
SCLC21H_LUNG^CCLE^tumor_cell_line	chr14~102593326~+~NC_001702_8135nt_Murine_type_C_retrovirus~5507~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.05678971	RCOR1^ENSG00000089902.9	CCLE	CCLE
QGP1_PANCREAS^CCLE^tumor_cell_line	NC_001702_8135nt_Murine_type_C_retrovirus~5507~-~chr8~70296743~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.437079	NCOA2^ENSG00000140396.11	CCLE	CCLE
QGP1_PANCREAS^CCLE^tumor_cell_line	NC_001702_8135nt_Murine_type_C_retrovirus~5507~-~chr1~64966332~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.1321402	JAK1^ENSG00000162434.10	CCLE	CCLE
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE^CCLE^tumor_cell_line	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I~8398~+~chr4~141719365~+	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	GT-AG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I:8398	tumor_cell_line	13.92395	IL15^ENSG00000164136.15	CCLE	CCLE
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE^CCLE^tumor_cell_line	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I~8398~+~chr2~120797290~+	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	GT-AG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I:8398	tumor_cell_line	6.791873	GLI2^ENSG00000074047.19	CCLE	CCLE
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE^CCLE^tumor_cell_line	chr5~55982812~+~NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I~8398~-	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	GT-AG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I:8398	tumor_cell_line	1.664556	IL6ST^ENSG00000134352.18	CCLE	CCLE
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE^CCLE^tumor_cell_line	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I~8398~+~chr4~141720468~+	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	GT-AG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I:8398	tumor_cell_line	1.591655	IL15^ENSG00000164136.15	CCLE	CCLE
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE^CCLE^tumor_cell_line	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I~4658~-~chr5~55994783~+	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	GT-AG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I:4658	tumor_cell_line	0.1944007	IL6ST^ENSG00000134352.18	CCLE	CCLE
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE^CCLE^tumor_cell_line	chr16~46971956~+~NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I~4833~-	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	GT-AG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I:4833	tumor_cell_line	0.1458005	DNAJA2^ENSG00000069345.10	CCLE	CCLE
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE^CCLE^tumor_cell_line	chr5~55982812~+~NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I~4833~-	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	GT-AG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I:4833	tumor_cell_line	0.1093504	IL6ST^ENSG00000134352.18	CCLE	CCLE
PLCPRF5_LIVER^CCLE^tumor_cell_line	NC_003977_3182nt_Hepatitis_B_virus~461~+~chr12~109574808~+	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:461	tumor_cell_line	0.7983635	MVK^ENSG00000110921.10	CCLE	CCLE
PLCPRF5_LIVER^CCLE^tumor_cell_line	chr17~82101867~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:461	tumor_cell_line	0.3649662	CCDC57^ENSG00000176155.17	CCLE	CCLE
PLCPRF5_LIVER^CCLE^tumor_cell_line	NC_003977_3182nt_Hepatitis_B_virus~461~+~chr12~109575997~+	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:461	tumor_cell_line	0.1938883	MVK^ENSG00000110921.10	CCLE	CCLE
