sample_name	Number.of.input.reads	Average.input.read.length	Uniquely.mapped.reads.number	Uniquely.mapped.reads..	Average.mapped.length	Number.of.splices..Total	Number.of.splices..Annotated..sjdb.	Number.of.splices..GT.AG	Number.of.splices..GC.AG	Number.of.splices..AT.AC	Number.of.splices..Non.canonical	Mismatch.rate.per.base...	Deletion.rate.per.base	Deletion.average.length	Insertion.rate.per.base	Insertion.average.length	Number.of.reads.mapped.to.multiple.loci	X..of.reads.mapped.to.multiple.loci	Number.of.reads.mapped.to.too.many.loci	X..of.reads.mapped.to.too.many.loci	Number.of.reads.unmapped..too.many.mismatches	X..of.reads.unmapped..too.many.mismatches	Number.of.reads.unmapped..too.short	X..of.reads.unmapped..too.short	Number.of.reads.unmapped..other	X..of.reads.unmapped..other	num_fq_sets
BRCA-BH-A0B8-TP	59070487	100	52826128	89.43%	99.17	13031386	12929359	12912583	96905	9779	12119	0.24%	0.00%	1.38	0.00%	1.27	3428959	5.80%	18547	0.03%	385	0.00%	2775733	4.70%	20735	0.04%	2
STAD-B7-A5TK-TP	119118340	150	88569259	74.35%	147.94	29111761	28504649	28840797	194551	21159	55254	0.82%	0.01%	1.85	0.01%	1.35	5922030	4.97%	38490	0.03%	38247	0.03%	24529844	20.59%	20470	0.02%	2
STAD-BR-8588-TP	75254031	150	59281831	78.78%	148.37	21931071	21463896	21715184	145511	16834	53542	0.38%	0.00%	1.46	0.01%	1.42	8713201	11.58%	98103	0.13%	24957	0.03%	7097894	9.43%	38045	0.05%	2
BRCA-E2-A10F-TP	70155993	100	64388669	91.78%	99.08	15426166	15281832	15296489	103694	11470	14513	0.32%	0.00%	1.44	0.01%	1.25	3333654	4.75%	33149	0.05%	684	0.00%	2370234	3.38%	29603	0.04%	2
BLCA-ZF-AA4X-TP	61109502	96	56312233	92.15%	95.27	10212730	10090323	10118877	74500	9785	9568	0.21%	0.00%	1.42	0.01%	1.21	3154850	5.16%	35311	0.06%	514	0.00%	1563017	2.56%	43577	0.07%	2
KIRC-B0-5106-TP	76528568	100	67503430	88.21%	99.23	11863027	11704261	11751240	92535	9178	10074	0.23%	0.00%	1.45	0.01%	1.23	6313246	8.25%	42205	0.06%	1228	0.00%	2622384	3.43%	46075	0.06%	2
BLCA-K4-A3WS-TP	59966341	96	54122530	90.25%	95.12	9921333	9775898	9845287	60037	7750	8259	0.39%	0.00%	1.55	0.01%	1.21	3527304	5.88%	31049	0.05%	622	0.00%	2234799	3.73%	50037	0.08%	2
UCEC-AX-A1CF-TP	31158210	76	27903647	89.55%	74.63	5754870	5647671	5705679	38951	5374	4866	0.37%	0.01%	1.62	0.01%	1.32	2217142	7.12%	30907	0.10%	0	0.00%	981174	3.15%	25340	0.08%	1
THCA-DJ-A13R-TP	90682470	96	64568462	71.20%	95.45	5614080	5483945	5572256	28581	4153	9090	0.30%	0.01%	1.25	0.01%	1.19	16298246	17.97%	23124	0.03%	466	0.00%	9778960	10.78%	13212	0.01%	2
PCPG-QR-A700-TP	67305078	96	60072489	89.25%	95.17	10549724	10442731	10462138	66939	9311	11336	0.25%	0.00%	1.46	0.01%	1.2	3153168	4.68%	15808	0.02%	839	0.00%	4045335	6.01%	17439	0.03%	2
LUSC-34-8454-NT	59019884	96	52973963	89.76%	95.15	10571912	10292725	10493675	62651	6857	8729	0.22%	0.00%	1.43	0.01%	1.21	3569260	6.05%	17710	0.03%	486	0.00%	2436379	4.13%	22086	0.04%	2
LIHC-GJ-A9DB-TP	58295541	96	52397853	89.88%	95.04	12441100	12292578	12341121	87279	6840	5860	0.28%	0.00%	1.43	0.00%	1.19	2901634	4.98%	28217	0.05%	511	0.00%	2944292	5.05%	23034	0.04%	2
COAD-AA-3502-TP	24673743	76	20497259	83.07%	74.83	5458474	5409324	5416109	33215	4182	4968	1.24%	0.00%	1.58	0.00%	1.26	2995576	12.14%	20320	0.08%	0	0.00%	1152165	4.67%	8423	0.03%	1
LIHC-DD-A39W-TP	65252928	96	59299093	90.88%	95.12	13495780	13374411	13393974	86804	7425	7577	0.25%	0.00%	1.46	0.00%	1.18	3621396	5.55%	7762	0.01%	1044	0.00%	2311571	3.54%	12062	0.02%	2
SKCM-EE-A2MH-TM	76661819	96	69684798	90.90%	94.87	14101359	13934785	13985269	94261	12533	9296	0.53%	0.00%	1.42	0.00%	1.2	4322577	5.64%	20576	0.03%	687	0.00%	2610441	3.41%	22740	0.03%	2
BRCA-A8-A06T-TP	94279104	100	85315086	90.49%	99.14	18462616	18188319	18282330	144852	16196	19238	0.29%	0.00%	1.46	0.01%	1.27	4338691	4.60%	33176	0.04%	1009	0.00%	4548699	4.82%	42443	0.05%	2
STAD-BR-4367-TP	79644693	100	64680470	81.21%	98.83	14562379	14210106	14408182	110619	13120	30458	0.35%	0.00%	1.48	0.00%	1.34	4707906	5.91%	15826	0.02%	409	0.00%	8698535	10.92%	1541547	1.94%	2
KIRC-B2-5636-NT	80457722	100	72723526	90.39%	99.17	14245793	14098919	14126407	98605	10609	10172	0.32%	0.00%	1.37	0.01%	1.2	4248279	5.28%	17520	0.02%	656	0.00%	3443371	4.28%	24370	0.03%	2
LUAD-75-5126-TP	36482319	96	33118618	90.78%	94.71	7848737	7781500	7787923	49753	5811	5250	0.64%	0.00%	1.43	0.01%	1.2	2281931	6.25%	8991	0.02%	262	0.00%	1063340	2.91%	9177	0.03%	2
COAD-5M-AATA-TP	66871756	96	60612712	90.64%	95.29	12532328	12399656	12425581	86923	10713	9111	0.15%	0.00%	1.45	0.01%	1.2	4206333	6.29%	28583	0.04%	615	0.00%	1990310	2.98%	33203	0.05%	2
UCEC-A5-A0GU-TP	37555802	76	32712064	87.10%	74.7	7075376	7001697	7017220	43543	5205	9408	0.91%	0.01%	1.63	0.01%	1.3	3422786	9.11%	27537	0.07%	0	0.00%	1379974	3.67%	13441	0.04%	1
HNSC-BB-A5HY-TP	61844597	96	56117786	90.74%	95.15	12481031	12365731	12372424	90354	10478	7775	0.37%	0.00%	1.44	0.00%	1.19	3743719	6.05%	26656	0.04%	381	0.00%	1889848	3.06%	66207	0.11%	2
UCEC-A5-A0GX-TP	30388251	76	23302680	76.68%	74.9	5983214	5918797	5950401	25173	3846	3794	0.30%	0.01%	2.44	0.00%	1.67	6130543	20.17%	51848	0.17%	0	0.00%	897775	2.95%	5405	0.02%	1
THCA-EL-A3GO-TP	73885250	96	67753261	91.70%	95.18	11636288	11522019	11536845	81052	9986	8405	0.20%	0.00%	1.45	0.00%	1.25	3961525	5.36%	27788	0.04%	474	0.00%	2104589	2.85%	37613	0.05%	2
BRCA-BH-A1EV-NT	111833330	100	100532670	89.90%	99.17	19344284	19134886	19182811	133154	14969	13350	0.26%	0.00%	1.43	0.01%	1.22	6873081	6.15%	45018	0.04%	950	0.00%	4324163	3.87%	57448	0.05%	2
KICH-KN-8422-NT	82410646	96	75306178	91.38%	95.13	15151423	14987656	15016286	110797	12715	11625	0.21%	0.00%	1.41	0.01%	1.2	4316115	5.24%	22782	0.03%	545	0.00%	2738399	3.32%	26627	0.03%	2
CESC-JW-A5VH-TP	62638204	96	56441227	90.11%	95.14	11531037	11433111	11430875	81095	11408	7659	0.28%	0.00%	1.48	0.01%	1.22	3778119	6.03%	22861	0.04%	332	0.00%	2365148	3.78%	30517	0.05%	2
SKCM-WE-A8K1-TM	65548352	96	58486303	89.23%	95.12	12287478	12110822	12187955	83214	8948	7361	0.27%	0.00%	1.45	0.01%	1.22	3853133	5.88%	38340	0.06%	590	0.00%	3139430	4.79%	30556	0.05%	2
PCPG-S7-A7WO-TP	53964987	96	47909224	88.78%	95.17	9184101	9095378	9107364	61473	8886	6378	0.24%	0.00%	1.32	0.01%	1.2	3919195	7.26%	13063	0.02%	449	0.00%	2108768	3.91%	14288	0.03%	2
LIHC-FV-A4ZP-TP	56540673	96	46255503	81.81%	94.96	9146678	9043818	9109804	27064	2241	7569	0.30%	0.00%	1.49	0.00%	1.2	4698675	8.31%	14837	0.03%	416	0.00%	5544844	9.81%	26398	0.05%	2
THCA-FE-A231-TP	110670462	96	98536525	89.04%	94.97	22512125	22336788	22319871	153195	17030	22029	0.26%	0.00%	1.41	0.00%	1.22	9213346	8.33%	29917	0.03%	942	0.00%	2864915	2.59%	24817	0.02%	2
LGG-HW-8320-TP	76615367	96	69974258	91.33%	95.18	13262047	13126398	13149171	93054	10526	9296	0.39%	0.00%	1.41	0.01%	1.21	3984074	5.20%	34318	0.04%	610	0.00%	2591781	3.38%	30326	0.04%	2
BRCA-GM-A2DO-TP	28941898	96	25646122	88.61%	95.23	4266164	4131999	4232559	26820	2841	3944	0.24%	0.01%	1.42	0.01%	1.2	2317890	8.01%	17388	0.06%	311	0.00%	943906	3.26%	16281	0.06%	2
ACC-OR-A5L5-TP	72290147	96	64127681	88.71%	95.16	9263533	9189433	9184613	65102	7434	6384	0.47%	0.01%	1.33	0.01%	1.19	4974563	6.88%	17222	0.02%	562	0.00%	3159134	4.37%	10985	0.02%	2
LUAD-69-8254-TP	120012510	96	105718780	88.09%	95.02	22061521	21030922	21868813	155754	16483	20471	0.30%	0.00%	1.46	0.00%	1.21	8069000	6.72%	62100	0.05%	1889	0.00%	6110899	5.09%	49842	0.04%	2
KIRC-BP-4163-TP	54406293	100	48797213	89.69%	99.26	10956176	10840252	10846417	94501	8216	7042	0.25%	0.00%	1.43	0.00%	1.24	3299197	6.06%	20014	0.04%	379	0.00%	2263620	4.16%	25870	0.05%	2
PAAD-IB-7897-TP	71710753	96	65291839	91.05%	95.12	13800261	13629927	13685830	93527	10045	10859	0.28%	0.00%	1.46	0.01%	1.21	3666467	5.11%	27014	0.04%	623	0.00%	2691536	3.75%	33274	0.05%	2
OV-61-2003-TP	99798056	150	82064935	82.23%	148.24	37789827	37131557	37296066	321723	31960	140078	0.51%	0.01%	1.22	0.01%	1.47	12587958	12.61%	50414	0.05%	48106	0.05%	5007380	5.02%	39263	0.04%	2
HNSC-BA-A6DE-TP	74436770	96	67618201	90.84%	95.07	15111243	14925312	14989654	100146	12202	9241	0.29%	0.00%	1.51	0.00%	1.21	3793589	5.10%	38049	0.05%	715	0.00%	2916199	3.92%	70017	0.09%	2
LGG-DH-A669-TR	62713894	96	56597990	90.25%	95.18	10513497	10417048	10428275	69608	9455	6159	0.26%	0.00%	1.46	0.01%	1.19	3965385	6.32%	17511	0.03%	521	0.00%	2117841	3.38%	14646	0.02%	2
BRCA-A2-A0YC-TP	89992804	100	82438459	91.61%	99.18	18223820	18023021	18059634	132100	14646	17440	0.24%	0.00%	1.4	0.01%	1.23	4511298	5.01%	36953	0.04%	827	0.00%	2962269	3.29%	42998	0.05%	2
SARC-FX-A3TO-TP	64072309	96	58499196	91.30%	95.11	12762457	12634327	12663752	79594	9188	9923	0.21%	0.00%	1.53	0.01%	1.23	3359200	5.24%	20928	0.03%	736	0.00%	2164712	3.38%	27537	0.04%	2
BRCA-A8-A09I-TP	130701071	100	119278333	91.26%	99.06	28678020	28376086	28428693	200519	24886	23922	0.37%	0.00%	1.43	0.01%	1.21	6034440	4.62%	40169	0.03%	1038	0.00%	5283997	4.04%	63094	0.05%	2
HNSC-BA-A8YP-TP	64004207	96	58292640	91.08%	95.14	13740305	13504716	13634139	87328	10198	8640	0.17%	0.00%	1.47	0.01%	1.28	3600569	5.63%	33170	0.05%	572	0.00%	2005767	3.13%	71489	0.11%	2
COAD-AY-4071-TP	30120644	76	25957615	86.18%	74.79	5277108	5146683	5236813	31750	3997	4548	0.34%	0.01%	1.48	0.00%	1.65	3265608	10.84%	23935	0.08%	0	0.00%	863900	2.87%	9586	0.03%	1
LUAD-05-4390-TP	41612565	96	37436286	89.96%	94.86	8897271	8688736	8829184	53305	7117	7665	0.17%	0.00%	1.4	0.00%	1.18	2571538	6.18%	12761	0.03%	464	0.00%	1576340	3.79%	15176	0.04%	2
HNSC-P3-A6T0-TP	84227954	96	77001354	91.42%	95.07	17736551	17598553	17579080	134032	14017	9422	0.28%	0.00%	1.41	0.00%	1.21	4489232	5.33%	31693	0.04%	722	0.00%	2642886	3.14%	62067	0.07%	2
HNSC-UF-A7JF-TP	53034590	96	45146364	85.13%	95.13	9041385	8916039	8979945	48955	6362	6123	0.34%	0.00%	1.4	0.00%	1.21	3431018	6.47%	35514	0.07%	830	0.00%	4377135	8.25%	43729	0.08%	2
THCA-DJ-A2PT-TP	73041687	96	65883797	90.20%	94.99	13597246	13502391	13500975	76584	9238	10449	0.31%	0.00%	1.42	0.01%	1.2	5119853	7.01%	13295	0.02%	363	0.00%	2010874	2.75%	13505	0.02%	2
LUSC-85-8071-TP	36075937	96	31819582	88.20%	95.12	6402480	6312710	6347128	45155	5032	5165	0.20%	0.00%	1.5	0.01%	1.2	2269656	6.29%	29021	0.08%	280	0.00%	1902612	5.27%	54786	0.15%	2
LUAD-44-2665-NT	83126640	96	76115527	91.57%	95.12	16677016	16538622	16562422	90208	10470	13916	0.26%	0.00%	1.45	0.01%	1.2	4084859	4.91%	27646	0.03%	751	0.00%	2869559	3.45%	28298	0.03%	2
LGG-HT-A5RA-TP	61245142	96	56875981	92.87%	95.2	11648390	11524189	11549902	81395	9808	7285	0.18%	0.00%	1.48	0.01%	1.2	2267780	3.70%	21873	0.04%	366	0.00%	2056720	3.36%	22422	0.04%	2
KIRC-BP-5184-TP	60116855	96	54823064	91.19%	95.25	10867137	10762689	10772856	78511	7967	7803	0.19%	0.00%	1.4	0.01%	1.21	3852933	6.41%	16250	0.03%	380	0.00%	1401374	2.33%	22854	0.04%	2
LGG-QH-A6XC-TP	68229133	96	59793965	87.64%	94.77	9694001	9584105	9608415	68734	8224	8628	0.28%	0.00%	1.41	0.01%	1.2	3178202	4.66%	28232	0.04%	942	0.00%	5206463	7.63%	21329	0.03%	2
PAAD-2J-AABH-TP	70539871	96	64297548	91.15%	95.26	13342990	13207303	13214928	90556	9402	28104	0.20%	0.00%	1.4	0.01%	1.22	4009298	5.68%	39334	0.06%	566	0.00%	2158472	3.06%	34653	0.05%	2
OV-24-1557-TP	55491170	150	45876207	82.67%	148.28	16878674	16648248	16706549	122109	17540	32476	0.41%	0.02%	1.41	0.01%	1.42	6604494	11.90%	31459	0.06%	8983	0.02%	2951426	5.32%	18601	0.03%	2
LUSC-77-6845-TP	85315785	100	75738458	88.77%	99.1	18279406	18098864	18106813	143178	15677	13738	0.27%	0.00%	1.45	0.01%	1.22	5541543	6.50%	43027	0.05%	1164	0.00%	3876843	4.54%	114750	0.13%	2
OV-24-1847-TP	94289633	150	76841097	81.49%	148.02	32291544	31678802	31900432	263511	29301	98300	0.52%	0.01%	1.38	0.01%	1.42	10591446	11.23%	38434	0.04%	42908	0.05%	6720597	7.13%	55151	0.06%	2
SKCM-D3-A51T-TM	56519036	96	50261812	88.93%	94.73	10183519	10037690	10101791	66153	9488	6087	0.67%	0.00%	1.43	0.00%	1.21	2917934	5.16%	37697	0.07%	494	0.00%	3285069	5.81%	16030	0.03%	2
BRCA-AC-A6IX-TM	88764622	96	81058476	91.32%	95.14	16753925	16458243	16602875	122242	13992	14816	0.28%	0.00%	1.42	0.01%	1.22	4900842	5.52%	45588	0.05%	1082	0.00%	2703854	3.05%	54780	0.06%	2
UCEC-BG-A0LW-TP	33444021	76	29595782	88.49%	75.02	5831188	5781569	5785271	36152	4685	5080	0.66%	0.01%	1.7	0.01%	1.32	2831238	8.47%	27462	0.08%	0	0.00%	978800	2.93%	10739	0.03%	1
BRCA-A2-A0EV-TP	74045357	100	67875505	91.67%	99.08	15898593	15653029	15751441	119967	12213	14972	0.24%	0.00%	1.45	0.01%	1.24	3485350	4.71%	26100	0.04%	776	0.00%	2615843	3.53%	41783	0.06%	2
OV-13-0730-TP	78553247	150	38936405	49.57%	147.58	14651893	14458802	14514344	96051	13534	27964	0.58%	0.01%	1.32	0.01%	1.44	33952772	43.22%	60616	0.08%	26547	0.03%	5566159	7.09%	10748	0.01%	2
BRCA-PL-A8LV-TP	70903350	96	63539201	89.61%	95.27	11094850	10670997	11006782	68088	8223	11757	0.23%	0.01%	1.34	0.01%	1.25	5133528	7.24%	44087	0.06%	624	0.00%	2149725	3.03%	36185	0.05%	2
LUAD-55-6968-NT	38027801	96	34124849	89.74%	95.11	6962242	6860006	6912272	39566	4327	6077	0.21%	0.00%	1.43	0.01%	1.2	2265793	5.96%	14950	0.04%	435	0.00%	1608258	4.23%	13516	0.04%	2
UCEC-EY-A1GH-TP	34054256	76	30106324	88.41%	75.29	6126496	6060953	6075623	40227	4964	5682	0.48%	0.01%	1.53	0.01%	1.29	3284569	9.65%	33687	0.10%	0	0.00%	609424	1.79%	20252	0.06%	1
STAD-D7-8573-TP	112483482	150	84134696	74.80%	148.36	30683340	30223842	30378489	233501	27409	43941	0.64%	0.01%	1.41	0.01%	1.43	14532494	12.92%	46661	0.04%	46322	0.04%	13694753	12.17%	28556	0.03%	2
PRAD-ZG-A9L0-TP	55777164	96	50506614	90.55%	95.32	9826914	9714095	9739220	66163	11853	9678	0.17%	0.00%	1.52	0.01%	1.21	3646129	6.54%	19987	0.04%	301	0.00%	1580909	2.83%	23224	0.04%	2
UCEC-AJ-A3EM-TP	63895887	96	56874573	89.01%	95.08	13017099	12913440	12914551	82280	11892	8376	0.28%	0.00%	1.42	0.01%	1.21	4043669	6.33%	17409	0.03%	426	0.00%	2937442	4.60%	22368	0.04%	2
PRAD-YL-A8HJ-TP	69515344	96	61044523	87.81%	95.14	12439317	12323031	12337059	83390	9726	9142	0.31%	0.00%	1.37	0.01%	1.16	5446833	7.84%	28596	0.04%	584	0.00%	2968111	4.27%	26697	0.04%	2
LUAD-86-A4P7-TP	62156224	96	53609324	86.25%	95.13	9259404	8867704	9183560	58754	7178	9912	0.31%	0.00%	1.39	0.01%	1.21	4297729	6.91%	40444	0.07%	809	0.00%	4165877	6.70%	42041	0.07%	2
BLCA-GD-A3OQ-NT	83808316	96	75567009	90.17%	95.23	15005121	14865399	14879387	104512	10099	11123	0.20%	0.00%	1.43	0.01%	1.21	4649256	5.55%	37506	0.04%	618	0.00%	3504979	4.18%	48948	0.06%	2
BRCA-A8-A092-TP	87172988	100	79373913	91.05%	98.97	19127889	18968972	18958259	134408	18181	17041	0.37%	0.00%	1.43	0.01%	1.24	4310427	4.94%	31084	0.04%	1084	0.00%	3414624	3.92%	41856	0.05%	2
LIHC-RC-A6M4-TP	76900811	96	70433853	91.59%	95.07	16737535	16523627	16622943	97087	9189	8316	0.23%	0.00%	1.4	0.00%	1.18	4651948	6.05%	13590	0.02%	398	0.00%	1784722	2.32%	16300	0.02%	2
UCEC-AX-A2IO-TP	33488267	76	28402800	84.81%	75	4293568	4235828	4262516	23128	3101	4823	0.43%	0.01%	1.51	0.01%	1.28	4128074	12.33%	46732	0.14%	0	0.00%	885640	2.64%	25021	0.07%	1
PRAD-KC-A7FE-TP	63214502	96	56486969	89.36%	95.11	11703815	11604304	11609382	74736	10472	9225	0.33%	0.00%	1.43	0.00%	1.21	3885722	6.15%	17214	0.03%	482	0.00%	2805041	4.44%	19074	0.03%	2
THCA-EL-A3ZN-TP	73964192	96	66021590	89.26%	95.27	10897402	10769346	10811404	65133	8067	12798	0.22%	0.00%	1.48	0.01%	1.2	4708808	6.37%	37610	0.05%	555	0.00%	3161968	4.27%	33661	0.05%	2
PRAD-CH-5769-NT	73952251	96	65465144	88.52%	95.13	14227957	14103590	14101080	102945	12123	11809	0.25%	0.00%	1.44	0.01%	1.19	4756758	6.43%	19290	0.03%	407	0.00%	3685115	4.98%	25537	0.03%	2
KIRP-A4-7286-TP	20901900	96	18148711	86.83%	95.08	3490721	3461391	3459803	25246	3159	2513	0.21%	0.00%	1.29	0.00%	1.19	1471328	7.04%	5823	0.03%	179	0.00%	1269809	6.08%	6050	0.03%	2
BRCA-BH-A202-TP	108454575	100	98645751	90.96%	99.14	22967679	22778126	22765573	168342	19134	14630	0.22%	0.00%	1.46	0.01%	1.21	4843362	4.47%	25573	0.02%	840	0.00%	4907849	4.53%	31200	0.03%	2
PRAD-EJ-7123-TP	90986075	96	82944697	91.16%	95.16	18267204	18117173	18090280	143132	19352	14440	0.17%	0.00%	1.43	0.01%	1.19	5107738	5.61%	22851	0.03%	554	0.00%	2877966	3.16%	32269	0.04%	2
LUSC-22-5482-NT	110385137	100	99882060	90.49%	99.12	23135818	22890478	22962593	140973	16159	16093	0.30%	0.00%	1.42	0.01%	1.22	5831884	5.28%	26733	0.02%	1169	0.00%	4610935	4.18%	32356	0.03%	2
LGG-HT-8012-TP	87533100	96	79429647	90.74%	95.3	12700155	12543799	12590092	91380	10307	8376	0.21%	0.00%	1.43	0.01%	1.22	4323570	4.94%	38092	0.04%	782	0.00%	3683531	4.21%	57478	0.07%	2
KIRC-BP-4973-TP	116260882	100	102777036	88.40%	99.13	19401931	19143148	19213578	158372	15211	14770	0.34%	0.00%	1.42	0.01%	1.22	7028892	6.05%	64785	0.06%	2893	0.00%	6321187	5.44%	66089	0.06%	2
ESCA-LN-A49K-TP	146747503	150	126089120	85.92%	148.11	40106435	39158459	39695170	304632	34440	72193	0.40%	0.01%	1.44	0.01%	1.47	10470892	7.14%	203446	0.14%	58995	0.04%	9738250	6.64%	186800	0.13%	2
BRCA-AR-A256-TP	85077444	100	76535162	89.96%	99.15	18499295	18318443	18340154	130176	16835	12130	0.21%	0.00%	1.43	0.01%	1.21	5037642	5.92%	33049	0.04%	669	0.00%	3419948	4.02%	50974	0.06%	2
UCEC-EY-A1GK-TP	34253098	76	27977319	81.68%	75.19	4814852	4715127	4774956	31141	3410	5345	0.75%	0.01%	1.8	0.01%	1.34	4562494	13.32%	45750	0.13%	0	0.00%	1640461	4.79%	27074	0.08%	1
STAD-BR-7715-NT	83212200	150	58971512	70.87%	148.16	24973297	23117095	24743869	146477	15817	67134	0.45%	0.01%	1.17	0.01%	1.43	17572180	21.12%	31537	0.04%	289370	0.35%	6336525	7.61%	11076	0.01%	2
BRCA-E2-A1L7-NT	64035529	100	57234193	89.38%	99.05	13038352	12844269	12932898	85282	9585	10587	0.36%	0.00%	1.43	0.01%	1.22	3499638	5.47%	25236	0.04%	740	0.00%	3254329	5.08%	21393	0.03%	2
PAAD-RB-A7B8-TP	56253761	96	48767859	86.69%	95.1	9072461	8966756	9004525	53849	5616	8471	0.33%	0.01%	1.31	0.01%	1.21	3417545	6.08%	23880	0.04%	547	0.00%	4023486	7.15%	20444	0.04%	2
OV-29-2414-TR	80435690	150	62954830	78.27%	148.58	27285772	26739680	26963678	219029	20978	82087	0.45%	0.01%	1.1	0.01%	1.52	12820862	15.94%	79230	0.10%	78460	0.10%	4469505	5.56%	32803	0.04%	2
BRCA-BH-A0H9-TP	64036534	100	56318033	87.95%	99	13618975	13513526	13494589	96722	13522	14142	0.22%	0.00%	1.44	0.01%	1.24	3499349	5.46%	22742	0.04%	869	0.00%	4143913	6.47%	51628	0.08%	2
LUSC-63-7020-TP	47512201	100	42504167	89.46%	99.01	10231361	10041503	10138122	76996	7838	8405	0.58%	0.00%	1.4	0.00%	1.22	2488343	5.24%	23535	0.05%	657	0.00%	2464186	5.19%	31313	0.07%	2
GBM-02-2485-TP	60797283	152	51890614	85.35%	150.75	21200120	20942057	21015074	148179	19025	17842	0.53%	0.01%	1.39	0.01%	1.56	2962896	4.87%	11981	0.02%	29900	0.05%	5871107	9.66%	30785	0.05%	2
PRAD-EJ-5512-TP	47871542	96	42516576	88.81%	94.98	8391073	8319681	8316540	59658	7156	7719	0.17%	0.00%	1.43	0.01%	1.21	3168856	6.62%	14738	0.03%	434	0.00%	2146965	4.48%	23973	0.05%	2
MESO-SC-A6LM-TP	54762916	96	48911297	89.31%	95.05	10823767	10711216	10736059	71887	8550	7271	0.37%	0.00%	1.44	0.00%	1.21	3312593	6.05%	24080	0.04%	568	0.00%	2475070	4.52%	39308	0.07%	2
KIRP-J7-8537-TP	65980455	96	59269566	89.83%	95.09	13585862	13288313	13456620	109098	10918	9226	0.23%	0.00%	1.49	0.00%	1.18	4084315	6.19%	29990	0.05%	552	0.00%	2562983	3.88%	33049	0.05%	2
ESCA-LN-A5U5-TP	105826955	150	87526017	82.71%	147.79	33265769	32794465	32900315	265567	29878	70009	0.53%	0.01%	1.87	0.01%	1.46	7703190	7.28%	92497	0.09%	32445	0.03%	10419670	9.85%	53136	0.05%	2
CESC-VS-A8EH-TP	67752795	96	59952943	88.49%	95.2	11535059	11398652	11435142	83046	8998	7873	0.29%	0.00%	1.36	0.01%	1.23	4185942	6.18%	49896	0.07%	600	0.00%	3491356	5.15%	72058	0.11%	2
COAD-CM-6167-TP	49027312	96	44079685	89.91%	94.77	9198877	9081459	9128890	56097	7178	6712	0.37%	0.00%	1.45	0.01%	1.22	3093295	6.31%	20762	0.04%	549	0.00%	1815190	3.70%	17831	0.04%	2
PAAD-IB-AAUM-TP	65944968	96	57317185	86.92%	94.96	16102721	15821390	16032494	54102	4980	11145	0.25%	0.00%	1.44	0.00%	1.22	5243685	7.95%	22387	0.03%	556	0.00%	3339346	5.06%	21809	0.03%	2
BRCA-D8-A1Y1-TP	97924105	100	88798502	90.68%	98.93	20956713	20806831	20790714	130729	17406	17864	0.38%	0.00%	1.42	0.01%	1.26	5469274	5.59%	28361	0.03%	862	0.00%	3602823	3.68%	24283	0.02%	2
GBM-32-1970-TP	72197070	152	52446274	72.64%	150.53	19606041	19378072	19440718	131193	17792	16338	0.74%	0.01%	1.41	0.00%	1.53	3207128	4.44%	17956	0.02%	43413	0.06%	16471962	22.82%	10337	0.01%	2
LUSC-22-1017-TP	70531935	100	61982381	87.88%	99.05	15303263	15031028	15174530	103114	13626	11993	0.47%	0.00%	1.43	0.01%	1.21	4631656	6.57%	21426	0.03%	557	0.00%	3849233	5.46%	46682	0.07%	2
SARC-DX-A48O-TP	70809585	96	63591289	89.81%	95.18	11284937	11181840	11206136	60485	10247	8069	0.34%	0.00%	1.38	0.01%	1.2	4498475	6.35%	21152	0.03%	315	0.00%	2681394	3.79%	16960	0.02%	2
OV-24-2035-TP	73525406	150	54336224	73.90%	148.35	22064214	21647770	21825687	155848	17372	65307	0.49%	0.01%	1.22	0.01%	1.5	14012005	19.06%	45725	0.06%	54412	0.07%	5060153	6.88%	16887	0.02%	2
PRAD-EJ-7321-TP	63865428	96	56894518	89.09%	95.11	13082171	12960628	12971051	89487	10563	11070	0.17%	0.00%	1.34	0.01%	1.21	4732832	7.41%	18013	0.03%	339	0.00%	2192463	3.43%	27263	0.04%	2
OV-59-2348-TP	108317456	150	89793660	82.90%	148.31	39447472	38531722	38926369	324610	38653	157840	0.46%	0.01%	1.31	0.01%	1.43	12439097	11.48%	45652	0.04%	64571	0.06%	5934227	5.48%	40249	0.04%	2
STAD-CD-8530-TP	121599366	150	84520396	69.51%	148.14	26026460	25649585	25785172	172709	18945	49634	0.72%	0.01%	1.44	0.01%	1.41	11430599	9.40%	83922	0.07%	58153	0.05%	25463561	20.94%	42735	0.04%	2
COAD-AA-3852-TP	24614625	76	21086240	85.67%	74.74	5229085	5150061	5190830	30369	4065	3821	0.25%	0.01%	1.76	0.00%	1.61	2643268	10.74%	16436	0.07%	0	0.00%	860171	3.49%	8510	0.03%	1
LIHC-CC-A7IK-TP	65888764	96	59939844	90.97%	95.02	14718210	14566232	14612348	89377	9697	6788	0.32%	0.00%	1.41	0.00%	1.19	3954962	6.00%	41935	0.06%	413	0.00%	1919631	2.91%	31979	0.05%	2
CESC-VS-A8QM-TP	66788171	96	57958279	86.78%	95.09	11782844	11508426	11689670	74744	9061	9369	0.28%	0.00%	1.37	0.01%	1.2	4211234	6.31%	30147	0.05%	726	0.00%	4554143	6.82%	33642	0.05%	2
