fusion_name	Annots
ASH1L::RUSC1-AS1	NA
ANK1::AC090774.3	NA
ERI1::AC022784.7	NA
CGGBP1::PRICKLE2	NA
TBC1D22B::ISM1	NA
ZNF559-ZNF177::CCDC105	NA
ZNF177::CCDC105	NA
FN1::MT2A	NA
PKM::FN1	NA
EIF5A::ASNSP4	NA
ITCH::MAK16	NA
FLNA::FN1	NA
VIM::FN1	NA
FN1::PKM	NA
ZGPAT::TPD52L2	NA
AL121845.3::TPD52L2	NA
CUX1::GTF2I	NA
RPL3::FN1	NA
SERPINE1::FN1	NA
PLXNB2::MT2A	NA
VIM::PKM	NA
GNPTAB::NUP37	NA
FAM102A::SLC25A25-AS1	NA
PPP1R10::MDC1	NA
ZCCHC14::DOCK3	NA
SLCO3A1::AC068831.1	NA
SIPA1L3::ZNF569	NA
PPA1::NPFFR1	NA
BIN3::AC105046.1	NA
TNIP1::SLC36A2	NA
GMCL1::ANXA4	NA
CAP1::AL365277.2	NA
SMG5::IGSF9	NA
CCND3::TRERF1	NA
RN7SL734P::AC078820.1	NA
ZNRF3::EMID1	NA
NKD1::ADCY7	NA
PSKH1::NFATC3	NA
H19::FTL	NA
EIF1::RPL5	NA
FAM90A1::FAM86FP	NA
BIN3::EGR3	NA
RPS3::H19	NA
SLCO3A1::SV2B	NA
LINC02505::AC104078.2	NA
RPS3::EEF1A1P5	NA
ARSG::PRKAR1A	NA
AL357054.2::EXOC2	NA
AP001025.3::MYL12B	NA
CDC37::PDE4C	NA
CU633904.1::DIAPH3	NA
SIRT6::TARM1	NA
ACVR1::CYTIP	NA
OCA2::HERC2	NA
ZNF699::SIRT6	NA
KDM4B::PLEKHF1	NA
CRCP::TPST1	NA
AC068533.4::TPST1	NA
STEAP1::RAPGEF5	NA
AC092681.1::ACTR3C	NA
SLC7A1::FP236383.1	NA
NPM1::ZFP62	NA
EML1::SETD3	NA
SETD3::EML1	NA
FTL::FN1	NA
SSH2::STK11	NA
EFL1::AC023034.1	NA
TBL1X::WWC3	NA
HDGFL3::GOLGA2P10	NA
ADGRE5::NOL6	NA
AL138694.1::MYO16	NA
TMEM104::PPP2R3B	NA
POLDIP2::BRIP1	NA
USP32::NLK	NA
INTS2::ZNF652	NA
LRRC59::NEUROD2	NA
INTS2::VMP1	NA
AC099314.1::AC126773.2	NA
SSH2::USP32	NA
NDRG3::AL512328.1	NA
INTS2::RPS6KB1	NA
GRB7::PGAP3	NA
PGAP3::PPM1D	NA
AC093001.1::TM4SF1-AS1	NA
AC025048.2::RPS6KB1	NA
RAPGEF4::PDK1	NA
GRB7::MED13	NA
DENND4B::SLC39A1	NA
PHB::EEF2	NA
SSH2::RPL12P38	NA
HID1::RPS12	NA
ERBB2::RPS2P55	NA
CNOT7::VPS13B	NA
AC090735.1::PRKCA	NA
CDK13::SUGCT	NA
PCM1::FGL1	NA
MYO10::RICTOR	NA
PKM::KRT5	NA
KRT5::HNRNPA1	NA
PLXND1::TFDP2	NA
ERV3-1::PDE1A	NA
ZNF117::PDE1A	NA
MYH9::APOL4	NA
DNASE1L1::KIF1C	NA
KCNJ14::CABP5	NA
DGKZ::HIPK3	NA
SETD5::ATP2B2	NA
MINDY2::SLTM	NA
AC005702.2::VMP1	NA
AL355490.2::PGAM1	NA
ZC3H15::ITGAV	NA
AP000344.1::ARHGAP35	NA
EPB41L4A::FBXL17	NA
LMNA::KRT8	NA
EIF3H::AC025366.1	NA
NOL9::DNAJC11	NA
WDR60::NCAPG2	NA
ZFYVE9::BTF3L4	NA
RBM14-RBM4::CCS	NA
RBM4::CCS	NA
NCOA7::HINT3	NA
RBM14::CCS	NA
FLOT2::SEZ6	NA
POU2F1::PLEKHO1	NA
TGFBI::FBXL21	NA
KIF1C::MINK1	NA
HIF1A-AS2::IMPG2	NA
RB1CC1::LINC01299	NA
FAM60A::DENND5B	NA
ARID1A::ATPIF1	NA
HNRNPR::TCEA3	NA
ARID3A::TMEM259	NA
YWHAE::PITPNA	NA
VIM::FTH1	NA
NDST1::SYNPO	NA
CDK8::LATS2	NA
AC006064.4::FTH1	NA
VIM::RPS18	NA
RPS5::VIM	NA
FTH1::FTL	NA
BEST1::VIM-AS1	NA
PHF12::GRB7	NA
DDX23::LINC02406	NA
PHF12::MYO18A	NA
SREBF2::DBF4B	NA
HAP1::FKBP10	NA
EIF1::JUP	NA
ERBB2::EIF1	NA
WDTC1::DYM	NA
PGAP3::NT5C3B	NA
PPM1D::BCAS3	NA
ERBB2::PIPOX	NA
MED15::CCND2	NA
PGAP3::PIPOX	NA
DDX23::AC018448.1	NA
ERBB2::PGAP3	NA
ARL13B::FRMD4B	NA
BBX::LINC00636	NA
ACBD5::AC018980.1	NA
TRAK1::ARL13B	NA
TSEN15::RGL1	NA
BBX::FRMD4B	NA
CDKAL1::MOB3B	NA
CEP89::SLC7A9	NA
NSMF::PNPLA7	NA
SLC34A2::ROS1	NA
PPL::SEC14L5	NA
GMEB1::SNHG3	NA
GMEB1::RCC1	NA
NIPA1::UBE3A	NA
PEX3::AIG1	NA
CUL4B::TMEM255A	NA
EWSR1::ERG	NA
STARD13-AS::URAD	NA
AC131392.1::SERF1A	NA
COL5A2::AC092598.1	NA
TNPO2::ZNF490	NA
IQCE::EIF3B	NA
XRCC5::AC064799.1	NA
ARHGEF2::SMG5	NA
PTPN1::CYP1B1	NA
LPP::AC022498.1	NA
AC008687.6::CGB5	NA
ZFAND3::GAB2	NA
KLHL20::SRGAP2	NA
DUSP22::STMND1	NA
AC125603.2::AC125603.1	NA
KARS::RPS11	NA
RPLP0P6::EEF1A1	NA
EEF2::EEF1A1P5	NA
EEF1A1::EEF2	NA
HIF1A::FLJ22447	NA
PHLDB1::ARCN1	NA
SEC14L2::UQCR10	NA
AC004832.3::UQCR10	NA
SEC14L2::HORMAD2	NA
FAM228B::UBXN2A	NA
APP::MTND2P28	NA
SLC25A25-AS1::CIZ1	NA
TKT::DCP1A	NA
CENPH::CCNB1	NA
PHTF2::DPYD	NA
MSH2::AC023157.1	NA
AL929472.4::RPS2	NA
HAT1::AC009646.1	NA
ZDHHC14::TGFBR3	NA
EIF3J::TRIM69	NA
PAFAH1B2::FOXR1	NA
CAMSAP1::PI4KA	NA
USP12::AC106886.5	NA
USP12::SRCAP	NA
KRT8::TKT	NA
KRT8::RPS3	NA
HUWE1::XAGE1A	NA
RARA::TMEM94	NA
EZR::RSPH3	NA
LLGL2::RECQL5	NA
CCDC6::ANK3	NA
FBXL20::CDK12	NA
ZFAND2A::C7orf50	NA
GRB7::PPP1R1B	NA
MED1::IKZF3	NA
SIAH1::ABCC11	NA
BAIAP2::PSMD12	NA
PDE7A::ARMC1	NA
ITGB6::RBMS1	NA
CCSER1::HERC6	NA
UBE2K::UGDH-AS1	NA
GSK3B::GPR156	NA
FEM1B::KCNG3	NA
ZNF710::WDR93	NA
EIF2AK3::PRKD3	NA
SNHG3::EYA3	NA
RCC1::EYA3	NA
GAREM1::AC018552.2	NA
CHKA::CASC3	NA
SEC63::REV3L	NA
DHX30::SMARCC1	NA
PLA2G6::EIF4ENIF1	NA
ACTN4::CDH13	NA
EYA3::RCC1	NA
LONP2::ABCC11	NA
MAP4::DHX30	NA
TVP23B::MAP2K3	NA
KRT8::ERBB2	NA
MRRF::ELP1	NA
DPP8::HACD3	NA
GRWD1::GRIN2D	NA
ELP1::MRRF	NA
AKR1C3::AKR1C8P	NA
GLI3::MRPL48	NA
HSPBP1::GRK5	NA
AC138932.1::NOMO1	NA
LINC01344::ZNF648	NA
AC139769.2::RPS5	NA
RPLP0::EEF1A1	NA
AC005884.2::RPL14	NA
ADNP2::NSF	NA
AURKB::AP000944.1	NA
C6orf106::SPDEF	NA
PHF20L1::SAMD12	NA
STRADB::NOP58	NA
GALNT7::ORC4	NA
GSDMC::PVT1	NA
OXR1::CASC19	NA
CCDC57::LINC00511	NA
HARBI1::AMBRA1	NA
INTS1::PRKAR1B	NA
ATRN::VPS16	NA
URB1::BAGE2	NA
CNST::SCCPDH	NA
ITSN1::AF127577.3	NA
BRWD1::HLCS	NA
PDCD6::LINC02163	NA
NDUFC1::ARL14EPL	NA
RBM6::FAM212A	NA
UHRF1BP1L::ANKS1B	NA
PUS7::ATXN7L1	NA
SUGP2::CARM1	NA
PDCD1LG2::TPGS2	NA
IL10RB::AP001596.1	NA
VPS53::NAA38	NA
NAA15::AC010275.1	NA
AC008443.1::LINC00964	NA
OXR1::ZNF346	NA
MTSS1::AC100858.3	NA
PTPRN2::CADM2	NA
AC084880.1::SEL1L2	NA
USP32::DHX40P1	NA
USP32::TBC1D3P1-DHX40P1	NA
C4BPA::C4BPB	NA
RPN2::ENTPD4	NA
MEMO1::KCNB1	NA
MACF1::RPS27A	NA
R3HDM2::PPP6R3	NA
SMG1::ANKS4B	NA
RPH3AL::TENM1	NA
MTO1::KCNQ5	NA
MET::CAV1	NA
WTAPP1::C11orf70	NA
WTAPP1::YAP1	NA
RHOT2::PIGQ	NA
RHOT2::Z98883.1	NA
AF279873.3::RP1	NA
USP32::RNFT1	NA
ZMAT4::LINC01111	NA
PRKD3::LINC01714	NA
TTF2::PTGFRN	NA
SLC7A11::AC093903.1	NA
AC010280.1::AC010280.2	NA
ST3GAL3::FAM76A	NA
DRAIC::PCAT29	NA
PTMS::NCL	NA
CSE1L::ARFGEF2	NA
CABIN1::VSTM2A	NA
CCT6A::PSPH	NA
PGS1::KRT17P1	NA
AKT3::CEP170	NA
MTMR4::SEPT4	NA
PITPNA::SLC43A2	NA
SS18L1::MYH15	NA
TNS3::INTS1	NA
SH3PXD2A::STN1	NA
CUX1::GINS3	NA
TUBGCP3::HCN1	NA
CDC42EP3::LINC01381	NA
HIP1::MIB2	NA
MAP3K13::ETV5-AS1	NA
NCOA2::PRDM14	NA
SUPT20H::RPLP1	NA
PPP1R12A::AC027288.3	NA
NDUFS1::GPR1	NA
UNC119::PIGS	NA
RBM47::APBB2	NA
RPLP1::SUPT20H	NA
MYCBP2::N4BP2L2	NA
UBXN7::DLG1	NA
CRKL::SNAP29	NA
GRAMD4::GTSE1	NA
LPCAT2::COQ9	NA
SRRM2-AS1::ELOB	NA
VWA8::ARHGEF7	NA
GPR89A::AC239799.1	NA
PTPA::IFIH1	NA
IPO8::ASPSCR1	NA
ARID1B::RPS20	NA
CAPN15::RAB11FIP3	NA
OSBPL2::RPS21	NA
SYNJ2::TMEM181	NA
ANKHD1::RICTOR	NA
ANKHD1-EIF4EBP3::RICTOR	NA
SYNRG::AC243571.1	NA
MRPS28::AC036214.1	NA
ADAM9::ANKFY1	NA
RBM4::ADAM18	NA
RBM14-RBM4::ADAM18	NA
AC016907.2::ALK	NA
FRS2::WASHC4	NA
DHX16::FLOT1	NA
C18orf8::AC090912.2	NA
MTND2P28::MTND2P5	NA
SMG9::LYPD5	NA
HNRNPA2B1::KRT13	NA
GRB14::CSRNP3	NA
GRB14::IFIH1	NA
PLEKHG2::MED29	NA
ELOVL5::PKHD1	NA
DPM2::FAM102A	NA
AKR1C2::AKR1C6P	NA
ATOX1::ARSI	NA
ATOX1::CAMK2A	NA
EMP2::TEKT5	NA
PBK::MTUS1	NA
LNPEP::CAST	NA
IPO7::MYH9	NA
FAM171A2::MYL4	NA
TSPAN4::RPLP2	NA
CIZ1::SPTAN1	NA
FRYL::GABRA4	NA
UBE2E1::RPL15	NA
RGS17::MTRF1L	NA
PLCL2::ITPR1	NA
SLC30A7::AC104506.1	NA
FCGRT::RPL13AP5	NA
BDNF::LGR4	NA
ARID2::KCTD16	NA
PPP4R1::LINC02104	NA
CAPRIN2::RASSF8	NA
GORASP2::CDADC1	NA
NUTF2::PRMT7	NA
CLIC5::AC010883.1	NA
PTBP2::MYSM1	NA
ZNF605::TWF1	NA
MPHOSPH9::CFAP54	NA
CCNK::HHIPL1	NA
C17orf62::CENPX	NA
TTC28::AP000357.2	NA
TRAPPC8::DSC1	NA
LMBRD1::AL080284.1	NA
CHFR::AC005412.1	NA
FRY::CYBRD1	NA
MFHAS1::AL353152.1	NA
ARID2::ITGA5	NA
DCAF8::NCKAP1	NA
HDAC2::AK9	NA
TRA2B::EHHADH	NA
TTC6::MIPOL1	NA
LINC02170::CDYL2	NA
C8orf31::LY6E	NA
AC010547.5::SLC26A8	NA
ZNF19::SLC26A8	NA
KMT2C::LINC02476	NA
AC091390.4::AC091390.2	NA
PRKRIP1::AC091390.2	NA
NOL9::GNB1	NA
IKZF1::ROBO2	NA
PAM16::NLRC3	NA
GTF3C2::GPN1	NA
GTF3C2::AC074091.1	NA
AL136531.2::BORA	NA
FKBP1A::BORA	NA
GPN1::GTF3C2	NA
ZNF292::POPDC3	NA
KRT13::KRT4	NA
LRP6::ATP8A2	NA
AC244472.3::AC245427.1	NA
ACTG1::CAMTA2	NA
USP14::C9orf40	NA
SMC4::HARS	NA
CFL1::SCD	NA
GNE::RNF38	NA
PEX3::POC1B	NA
TUBB::PSMC3IP	NA
ATF6::ABRACL	NA
ATF6B::AL139352.1	NA
ATF6B::LINC01260	NA
BCL2L1::RNF114	NA
CD38::IMMP2L	NA
FUS::FUT4	NA
FYTTD1::AC010186.2	NA
LEPROTL1::SET	NA
MYBL2::EIF4EBP1	NA
TJP3::RPL13A	NA
E2F2::PFKL	NA
BRD4::EXOC7	NA
COIL::IDH3B	NA
DBN1::ZC3H7B	NA
TFAP4::RPS15	NA
AC004224.2::CCND3	NA
AC073508.2::CHD7	NA
AC079250.1::LIN28B	NA
AL031727.1::LEF1	NA
CTBP1::TGOLN2	NA
DBN1::KLHDC3	NA
E4F1::IL32	NA
FAU::DNAJC2	NA
FBXW8::ZFP62	NA
HNRNPDL::VPS51	NA
NAA60::CCND3	NA
RNF121::LRTOMT	NA
RTN3::SAMD4B	NA
SEMA4D::IRF2BPL	NA
SEPT9::UBALD2	NA
SMARCE1::CHD7	NA
SMIM10L1::TBC1D14	NA
TLN1::AC005520.1	NA
TLN1::ZNF410	NA
TUBB::STAG3L5P	NA
ZBTB20::TBC1D5	NA
ZFAND3::ARHGAP45	NA
FAM168B::C1orf35	NA
HNRNPD::SON	NA
HNRNPUL2::H1F0	NA
HNRNPUL2-BSCL2::H1F0	NA
INCENP::GNA15	NA
NOS3::EVL	NA
PASK::SLC1A5	NA
SF3A1::SNRNP200	NA
BRD3::ESYT1	NA
DCAF7::RPS6KA1	NA
DDX60::ATPAF1	NA
DRG1::RSPRY1	NA
GNS::SSR1	NA
HERC1::HNRNPM	NA
SIRT3::ACIN1	NA
SLC9A8::CAP1	NA
TRAM2::INO80B-WBP1	NA
TRAM2::WBP1	NA
ZNF777::OST4	NA
AC093484.4::HNRNPA0	NA
RPL13::AC024940.2	NA
SREBF2::PLEC	NA
DTX1::ABCA7	NA
FP236383.2::NLK	NA
KCTD5::REPIN1	NA
KIF1B::EPHB6	NA
MED15::HNRNPUL1	NA
PFKL::AL161787.1	NA
PRKCH::SEC14L1	NA
ZBTB20::FOXP1	NA
SLC7A5::SMG1P5	NA
MADD::WAPL	NA
IKBKB::ETV6	NA
RAD51-AS1::INO80	NA
KIAA1958::HSDL2	NA
LINC00934::AC084880.3	NA
WASH5P::AJ271736.1	NA
LDLR::SMARCA4	NA
MFNG::CARD10	NA
PAN3::AC135050.2	NA
PAN3::PRSS53	NA
FLOT1::LINC00243	NA
SSH1::SVOP	NA
ZNF571::AHSP	NA
MIR6886::SMARCA4	NA
RYR2::BRINP3	NA
PIAS1::DPP6	NA
ADCY1::HECW1	NA
DCPS::NAP1L1P1	NA
PGP::TBC1D24	NA
KIF1A::C2orf54	NA
TATDN1::DEPTOR	NA
CDC6::AC024610.2	NA
TMEM50A::RHD	NA
LINC01036::LCE5A	NA
EIF2AK2::PRKD3	NA
MTAP::CDKN2B-AS_3	NA
APIP::SLC1A2	NA
ITPR1::PDHX	NA
CYFIP1::USP3	NA
CEMIP::AC015712.1	NA
CEMIP::AC015712.6	NA
RAB14::C5	NA
FAN1::CHRFAM7A	NA
PAQR5::IQCH	NA
LMNTD2::SLC1A2	NA
ATAD5::LRRC37BP1	NA
STK24::RNF113B	NA
ATAD5::AC005562.1	NA
SPG11::DAPK2	NA
SLC33A1::PLCH1	NA
PAQR5::FAM169B	NA
POLB::PLAT	NA
ATAD2::ANXA13	NA
AL611929.1::AFDN	NA
TPX2::DEFB123	NA
KDM4C::TPD52L3	NA
PRKD2::ZNF28	NA
PRKD2::ZNF468	NA
TNK2::XXYLT1	NA
ASAP1::TRPS1	NA
CD22::GAPDHS	NA
LYRM7::CDC42SE2	NA
NFYC::ZFP69B	NA
RPL14::CASK	NA
MFSD2A::AL033527.4	NA
RLF::RIMS3	NA
EXO5::NFYC-AS1	NA
TRIT1::BMP8B	NA
MFSD2A::BMP8A	NA
CAP1::ZNF684	NA
CAP1::ZMPSTE24	NA
ZMPSTE24::TRIT1	NA
ZNF684::AL031289.1	NA
ZNF684::PPIE	NA
HPCAL4::NFYC-AS1	NA
C8orf44-SGK3::MCMDC2	NA
C8orf44::MCMDC2	NA
TRIT1::AL033527.2	NA
SMAP2::TRIT1	NA
SLC38A11::COBLL1	NA
LDB3::BMPR1A	NA
TRIT1::COL9A2	NA
AC004066.2::PPA2	NA
THOC2::MTSS1	NA
SERF2::RPL10P9	NA
SERF2::AC010422.3	NA
ACTR10::KIAA0586	NA
TPT1P5::TPT1P3	NA
SCAF4::TIAM1	NA
MBOAT7::FXYD5	NA
LINC00977::CCDC26	NA
ZFP90::CDH3	NA
AP001347.1::ANKRD20A11P	NA
KIAA0556::EME2	NA
PARN::ANKS3	NA
MAPK8IP3::ABAT	NA
ADGRG5::SCNN1B	NA
DGCR2::RAC2	NA
GSN::CAPG	NA
KIFC3::SCNN1B	NA
EXOC4::LRGUK	NA
MACF1::HEYL	NA
TWSG1::PIK3C3	NA
PPP4R3A::HEATR3	NA
RAP2A::PCDH9-AS1	NA
PTK2::PKHD1L1	NA
JADE2::UBE2B	NA
CAPZB::LINC02241	NA
HDAC2::BEND3	NA
NFE2L1::SKAP1	NA
BAZ1A::SFTA3	NA
PKHD1L1::ESRP1	NA
R3HDM2::DCTN2	NA
XRCC6::ACO2	NA
PDXDC2P::AC009060.1	NA
PDXDC2P-NPIPB14P::AC009060.1	NA
FBXL3::TRPC4	NA
ELOVL6::ENPEP	NA
ARHGAP23::MRPL45	NA
TRIO::LINC02142	NA
AL365277.1::INPP5B	NA
PPIEL::INPP5B	NA
AC006453.1::FAM230C	NA
PLXND1::TMCC1	NA
VPS8::AGRN	NA
UNC45A::DYRK1A	NA
CYLD::KLF3	NA
CU104787.1::KMT2C	NA
OXR1::PTK2	NA
AP3D1::JSRP1	NA
NFIX::DNASE2	NA
GIPC1::DNAJB1	NA
DEPDC1B::ELOVL7	NA
COPA::AL139011.2	NA
TAOK2::ABCA4	NA
RABEP2::KCNB2	NA
ITPR2::SSPN	NA
ATF6::PBX1	NA
KIAA0556::SH2B1	NA
CCDC18::LUZP2	NA
RC3H1::CENPL	NA
AC239868.1::HIST2H4A	NA
MTATP6P1::FN1	NA
KIFC3::CNGB1	NA
FN1::RPL10P9	NA
ELFN2::NF2	NA
RABL6::CDC16	NA
ATG16L1::INPP5D	NA
CLK1::TRAK2	NA
ZNF106::TMEM87A	NA
SEC24A::LINC01024	NA
JAK2::PTPRD	NA
P4HA1::SACM1L	NA
RAB31::MYOM1	NA
NR6A1::GOLGA1	NA
LINC00973::COPB2	NA
AL355987.2::CDC16	NA
IAH1::ASAP2	NA
OSBPL2::CDH4	NA
TRIQK::AC104248.1	NA
DNM1::TRIO	NA
RSPRY1::NLRC5	NA
FAM234B::GPRC5A	NA
R3HCC1L::HTRA1	NA
POU2F1::ETV7	NA
PRR4::TMEM117	NA
IKZF2::AC093865.1	NA
IMPDH1::IMPDH2	NA
RGS22::IQCJ	NA
RGS22::IQCJ-SCHIP1	NA
RPL7::RPL7P53	NA
AC025437.4::AC091979.2	NA
EZH2::ZCCHC8	NA
CCDC91::ASIC2	NA
NCK1::IL20RB	NA
SFSWAP::EP400	NA
MIR4300HG::AC008011.2	NA
ACACA::MYO1D	NA
DNM1L::MIR4300HG	NA
AC005670.2::EYA2	NA
GOSR2::EYA2	NA
SUZ12P1::TMEM98	NA
SNRPD1::NDC80	NA
INTS13::TADA2A	NA
MED24::MEIOC	NA
LINC00941::DLG2	NA
TMED3::KIAA1024	NA
MYEOV::VWCE	NA
TUBD1::CLTC	NA
CPSF7::BCAM	NA
FAM102A::SCD	NA
TBC1D13::AGRN	NA
AL669831.3::MANF	NA
CDH3::EEF2	NA
MIR205HG::C14orf166	NA
RAF1::MKRN2	NA
AC009133.4::IL1B	NA
DAP3::IQANK1	NA
DVL3::DHRS1	NA
PPIB::MTCO3P12	NA
SSH3::POLR2A	NA
AC245033.1::FADS3	NA
ACTN4::CASC3	NA
AL354733.3::AC025165.2	NA
AP003396.1::C6orf62	NA
BCAM::KRT17	NA
FP236383.2::NCOA2	NA
GDI2::FAM192A	NA
GLG1::LINC01572	NA
GMPPB::AC015712.5	NA
GMPPB::ALDH1A3	NA
INPP5E::NUDCD3	NA
MGST2::SCOC	NA
NOC2L::KRT14	NA
OS9::HNRNPK	NA
PPP6R3::ASRGL1	NA
RPS17::FADS3	NA
SH2B1::RPL8	NA
SLC38A5::FAM129B	NA
SMC1A::CREBZF	NA
SSFA2::MARK3	NA
TINAGL1::MSN	NA
TOB2::HOXB-AS1	NA
TOB2::HOXB-AS3	NA
EWSR1::ATP2B4	NA
ENO1::VCL	NA
FAM166A::SREBF1	NA
LAMA5::INF2	NA
LAMB3::PAPSS2	NA
MCM8::TBC1D16	NA
PLOD3::NDUFB9	NA
RPL28::HYOU1	NA
RUSC1::ZBTB45P1	NA
RUVBL1::PRDX1	NA
TRPM4::SNRNP70	NA
ADCY7::GPR107	NA
AC008038.1::RPS5	NA
CALM1::SEC23A	NA
CU639417.2::DDIT4	NA
FAM83C::EIF3F	NA
SFN::UCHL1	NA
HEG1::CLSTN2	NA
DCBLD2::AC092902.2	NA
DNMT1::KEAP1	NA
PSMD3::PPP1R1B	NA
RANBP1::TANGO2	NA
SMYD3::ZNF670-ZNF695	NA
SMYD3::ZNF695	NA
CDCA4::JAG2	NA
RBM14::PACS1	NA
PRRC2B::PLPP7	NA
ASCC1::MICU1	NA
PSPC1::TOGARAM2	NA
PCBP2::PRR13P5	NA
PRLR::AGXT2	NA
PRMT7::SLC7A6	NA
NAP1L4::GPBP1	NA
RASA2::PXYLP1	NA
AXIN1::LMF1	NA
NUDT3::BRPF3	NA
LHFPL2::ARSB	NA
SLC7A5P2::NPIPB3	NA
SMG1P3::NPIPB3	NA
RRBP1::OVOL2	NA
THRAP3::AGO3	NA
RAB11FIP3::TUBB3	NA
RAB11FIP3::AC092143.1	NA
MEGF6::AL136528.2	NA
GRHL2::NCALD	NA
CORO7::VPS13D	NA
CORO7-PAM16::VPS13D	NA
FRYL::OCIAD2	NA
C6orf203::CRYBG1	NA
ARFIP1::FHDC1	NA
GNAI2::RBM6	NA
INTS4::GAB2	NA
RGS3::SLC31A2	NA
EZH2::PSD3	NA
TTC39A::NRDC	NA
RNF19B::AK2	NA
FBXO25::FP236383.1	NA
STYXL1::GTF2IP7	NA
IL6R::ATP8B2	NA
NAA40::C11orf84	NA
RNF2::LINC01633	NA
CENPI::TMEM35A	NA
C11orf80::CCS	NA
PAK4::LEUTX	NA
RHPN2::CPNE8	NA
MRPS10::DIP2B	NA
FOCAD::CDKN2B-AS1	NA
ZNF461::CLIP3	NA
EGLN2::C12orf60	NA
RAB4B-EGLN2::C12orf60	NA
TEAD4::AMN1	NA
AC008537.1::C12orf60	NA
NR1H2::CYP2A7	NA
AC025539.1::AC005699.1	NA
PAK4::FCGBP	NA
ZNF473::SPTBN4	NA
KIF21A::INTS13	NA
DTX2P1-UPK3BP1-PMS2P11::CCDC146	NA
PMS2P9::CCDC146	NA
AC007000.3::CCDC146	NA
AP001528.1::TMEM135	NA
EGLN2::NAPSB	NA
RAB4B-EGLN2::NAPSB	NA
AC008537.1::NAPSB	NA
ETNK1::AC022335.1	NA
RICTOR::FYB1	NA
AL669831.5::PSPH	NA
NFIC::CELF5	NA
ATAD2B::UBXN2A	NA
IGF2BP2::RPL23A	NA
GPI::CATSPERG	NA
RSRC1::MLF1	NA
CCDC9::YARS	NA
ATP2A2::ZDHHC11B	NA
CREBBP::TRAP1	NA
FYCO1::ZNF589	NA
CACNG8::ATP2A2	NA
SRGAP1::AC012158.1	NA
PALM2-AKAP2::AC027419.2	NA
NFE2L1::CCDC9	NA
YIPF4::TTC27	NA
ZNF589::FYCO1	NA
AC016876.1::PHF23	NA
RSF1::CLNS1A	NA
DRAM1::KCNAB1	NA
ADAP1::PRKAR1B	NA
COX19::PRKAR1B	NA
FZR1::CREB3L3	NA
NOL9::ACOT7	NA
XRCC2::AC091987.1	NA
CRAT37::SLCO3A1	NA
GRHL2::MAP2K2	NA
SLC25A6::IGF2	NA
SLC25A6::INS-IGF2	NA
ABR::VPS53	NA
NIPBL::WDR70	NA
PSAP::GAPDH	NA
SLC7A5::ACTG1	NA
ZNF251::CHL1	NA
AC098590.1::AC099789.1	NA
BMPR2::TIPRL	NA
DCAF6::TADA1	NA
RIPOR1::NUTF2	NA
CTNNA1::MATR3	NA
CREBBP::USP7	NA
DMXL1::TNFAIP8	NA
TC2N::FBLN5	NA
MFSD14B::ZNF367	NA
RAB1A::PELI1	NA
COL6A2::DIP2A	NA
KBTBD2::DPY19L1P1	NA
KMT5B::CHKA	NA
SPIRE1::AC079466.1	NA
OTULIN::AC103810.1	NA
CORO2B::AC027088.1	NA
CORO2B::NOX5	NA
TVP23C::AC005703.4	NA
TVP23C-CDRT4::AC005703.4	NA
RSU1::AC006115.3	NA
RSU1::ZIM2-AS1	NA
ACAT1::RAB39A	NA
CDC16::ARPC3P1	NA
ANKRD46::SNX31	NA
MLLT10::PICALM	NA
TNS3::H2AFV	NA
PICALM::MLLT10	NA
RABGEF1::DYNC1I1	NA
LINC-PINT::STEAP4	NA
GTF2IRD2::AC006013.1	NA
PRKCZ::CAMTA1	NA
NCOA2::LYN	NA
FGFR1::NSD3	NA
MSC-AS1::PPP1R42	NA
EMG1::SLC4A8	NA
SIK2::C11orf88	NA
SPECC1::NTN1	NA
PRPF3::RPRD2	NA
POLR3GL::AL449106.1	NA
RALGPS2::LIX1L	NA
MIB1::BAGE2	NA
METTL13::FCRL4	NA
LYN::NCOA2	NA
FTL::FTLP17	NA
CLPTM1L::PLEKHG4B	NA
PCMTD1::CACNA1E	NA
GPR180::GPC6	NA
PTPRH::HSPBP1	NA
ASPH::EIF4EBP1	NA
SIL1::MZB1	NA
ERGIC2::CHRNA6	NA
ADCY9::FP236383.1	NA
AL109613.1::MGC27382	NA
HEXDC::SLC16A3	NA
ICE1::MARCH11	NA
LPCAT1::SKP2	NA
THSD4::LRRC49	NA
GPR132::JAG2	NA
SNAPC3::ADAMTSL1	NA
ZDHHC11B::CEP72	NA
LRRC8B::SRGAP2	NA
RARA::TCAP	NA
RARA::STARD3	NA
IKZF3::WIPF2	NA
PVT1::PNMT	NA
PVT1_1::PNMT	NA
RARA::PNMT	NA
CSDE1::SF3B3	NA
ZNF91::AC078899.2	NA
AL121594.3::ARHGAP5	NA
KIAA0391::ARHGAP5	NA
WIPF2::PVT1	NA
RBMS1::AC009299.3	NA
COG5::MIPOL1	NA
MIR1204::PNMT	NA
COMP::THBS1	NA
MARK4::AC139769.2	NA
ELAVL1::FBN3	NA
LINC00547::POSTN	NA
GRK5::FAM45A	NA
C21orf58::PCNT	NA
PCNT::C21orf58	NA
MICAL2::TUBB	NA
ELF1::C4orf45	NA
FABP3::AC209007.1	NA
KIAA1217::RNF17	NA
TMEM259::SBNO2	NA
PARP4::CNTNAP2	NA
