cohort	project	sample_id	seqtype	chrom	virus	contig	sample_region_expr	mean_region_expr	log2_fold_change	expr_quantile	region_gene_list
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-YEC4-0002-SM-4W1Z6	RNA	chr8	Eppstein-Barr	chr8~11838472~+~NC_007605_171823nt_Human_gammaherpesvirus_4~14575~+	216.28	197.43	0.13	0.74	FDFT1^ENSG00000079459.12,CTSB^ENSG00000164733.20,RP11-589N15.2^ENSG00000269899.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-YEC4-0002-SM-4W1Z6	RNA	chr5	Eppstein-Barr	chr5~41803150~+~NC_007605_171823nt_Human_gammaherpesvirus_4~14581~+	91.93	70.20	0.39	0.87	OXCT1^ENSG00000083720.12
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-YEC4-0002-SM-4W1Z6	RNA	chr20	Eppstein-Barr	chr20~35003104~+~NC_007605_171823nt_Human_gammaherpesvirus_4~33155~-	85.72	83.83	0.03	0.60	MYH7B^ENSG00000078814.15,TRPC4AP^ENSG00000100991.11
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-YEC4-0002-SM-4W1Z6	RNA	chr1	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~33167~+~chr1~93154693~+	24.75	28.45	-0.20	0.29	TMED5^ENSG00000117500.12
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-YEC4-0002-SM-4W1Z6	RNA	chr5	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~14575~-~chr5~150392016~+	3233.94	4683.21	-0.53	0.14	TCOF1^ENSG00000070814.17,CD74^ENSG00000019582.14
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-YEC4-0002-SM-4W1Z6	RNA	chr5	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~14573~-~chr5~134579525~+	32.39	30.21	0.10	0.67	JADE2^ENSG00000043143.20
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-YEC4-0002-SM-4W1Z6	RNA	chr14	Eppstein-Barr	chr14~105854603~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39825~-	5.28	3.93	0.42	0.74	MIR4539^ENSG00000265612.1,MIR4537^ENSG00000264781.1,IGHJ3P^ENSG00000237111.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-YEC4-0002-SM-4W1Z6	RNA	chr20	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~79215~-~chr20~62813191~+	43.55	38.95	0.16	0.77	OGFR-AS1^ENSG00000229873.1,OGFR^ENSG00000060491.16,COL9A3^ENSG00000092758.15
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-YEC4-0002-SM-4W1Z6	RNA	chr2	Eppstein-Barr	chr2~74460473~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39845~-	209.79	178.80	0.23	0.87	INO80B^ENSG00000115274.14,WBP1^ENSG00000239779.6,MOGS^ENSG00000115275.11
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-YEC4-0002-SM-4W1Z6	RNA	chr17	Eppstein-Barr	chr17~64486952~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39873~+	20.50	19.62	0.06	0.62	POLG2^ENSG00000256525.6
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-1HKZK-0001-SM-EZ6M1	RNA	chr12	Eppstein-Barr	chr12~128814323~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~-	106.26	108.78	-0.03	0.55	SLC15A4^ENSG00000139370.11,RP11-21K12.2^ENSG00000279500.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-1HKZK-0001-SM-EZ6M1	RNA	chr17	Eppstein-Barr	chr17~7512924~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~-	122.10	124.84	-0.03	0.49	POLR2A^ENSG00000181222.15
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-1HKZK-0001-SM-EZ6M1	RNA	chr22	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~39859~+~chr22~29769747~+	197.05	188.22	0.07	0.63	ZMAT5^ENSG00000100319.12,UQCR10^ENSG00000184076.13
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-1HKZK-0001-SM-EZ6M1	RNA	chr9	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~35025~+~chr9~130884619~+	34.12	30.71	0.15	0.72	ABL1^ENSG00000097007.17,QRFP^ENSG00000188710.2
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-1HKZK-0001-SM-EZ6M1	RNA	chrX	Eppstein-Barr	chrX~64917114~+~NC_007605_171823nt_Human_gammaherpesvirus_4~14576~+	4.91	5.32	-0.12	0.40	ZC4H2^ENSG00000126970.15
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-1HKZK-0001-SM-EZ6M1	RNA	chr13	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~14586~-~chr13~27925667~+	0.13	1.33	-3.26	0.24	PDX1^ENSG00000139515.5
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-1HKZK-0001-SM-EZ6M1	RNA	chr4	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~14576~-~chr4~7031854~+	25.87	23.09	0.16	0.72	TBC1D14^ENSG00000132405.18,RP11-367J11.2^ENSG00000245748.1,CCDC96^ENSG00000173013.5
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-1HKZK-0001-SM-EZ6M1	RNA	chr9	Eppstein-Barr	chr9~120904164~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39168~-	147.65	171.39	-0.22	0.31	PHF19^ENSG00000119403.13,TRAF1^ENSG00000056558.10
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-1HKZK-0001-SM-EZ6M1	RNA	chr7	Eppstein-Barr	chr7~133035161~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39803~+	77.88	74.58	0.06	0.64	CHCHD3^ENSG00000106554.11
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-1HKZK-0001-SM-EZ6M1	RNA	chr4	Eppstein-Barr	chr4~82373644~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39863~+	252.05	264.95	-0.07	0.46	HNRNPD^ENSG00000138668.18,RP11-127B20.3^ENSG00000272677.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-1HKZK-0001-SM-EZ6M1	RNA	chr14	Eppstein-Barr	chr14~105856064~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39750~+	8.86	4.37	1.02	0.86	MIR4539^ENSG00000265612.1,MIR4537^ENSG00000264781.1,IGHJ3P^ENSG00000237111.1,IGHJ2P^ENSG00000237547.1,IGHJ1P^ENSG00000227335.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-1HKZK-0001-SM-EZ6M1	RNA	chr19	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~39445~+~chr19~58387320~+	989.98	1113.00	-0.17	0.34	ZNF837^ENSG00000152475.6,RPS5^ENSG00000083845.8,MIR4754^ENSG00000266640.1,RNF225^ENSG00000269855.2
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-1HKZK-0001-SM-EZ6M1	RNA	chr18	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~39671~-~chr18~75286481~+	9.82	9.25	0.09	0.67	TSHZ1^ENSG00000179981.9
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-1HKZK-0001-SM-EZ6M1	RNA	chr11	Eppstein-Barr	chr11~62566903~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39803~+	2981.28	2987.58	-0.00	0.57	EEF1G^ENSG00000254772.9,MIR6747^ENSG00000276102.1,TUT1^ENSG00000149016.15
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-13111-0002-SM-5TDBU	RNA	chr17	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~40045~+~chr17~1153362~+	39.83	34.74	0.20	0.80	ABR^ENSG00000159842.14,RP11-216P6.2^ENSG00000275997.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-13111-0002-SM-5TDBU	RNA	chr17	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~38249~-~chr17~58003905~+	348.41	317.78	0.13	0.72	RP11-159D12.2^ENSG00000264112.1,SRSF1^ENSG00000136450.12,RP11-159D12.6^ENSG00000279069.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-13111-0002-SM-5TDBU	RNA	chr6	Eppstein-Barr	chr6~158767429~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39005~+	428.01	312.57	0.45	0.93	SYTL3^ENSG00000164674.15,EZR^ENSG00000092820.17
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-13111-0002-SM-5TDBU	RNA	chr5	Eppstein-Barr	chr5~150114466~+~NC_007605_171823nt_Human_gammaherpesvirus_4~33167~-	3.31	2.85	0.22	0.70	CSF1R^ENSG00000182578.13,PDGFRB^ENSG00000113721.13
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-13111-0002-SM-5TDBU	RNA	chr6	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~39889~+~chr6~31815786~+	244.85	193.86	0.34	0.87	LSM2^ENSG00000204392.10,HSPA1L^ENSG00000204390.9,HSPA1A^ENSG00000204389.9
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-13111-0002-SM-5TDBU	RNA	chr7	Eppstein-Barr	chr7~74779367~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39880~-	187.98	173.10	0.12	0.64	NCF1^ENSG00000158517.13
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-13111-0002-SM-5TDBU	RNA	chr19	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~39923~+~chr19~3632760~+	54.67	44.81	0.29	0.83	CACTIN^ENSG00000105298.13,PIP5K1C^ENSG00000186111.9
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-13111-0002-SM-5TDBU	RNA	chr19	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~39878~+~chr19~2477527~+	312.92	226.12	0.47	0.83	GADD45B^ENSG00000099860.8
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-13111-0002-SM-5TDBU	RNA	chr2	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~39863~+~chr2~219286676~+	187.92	214.04	-0.19	0.35	TUBA4A^ENSG00000127824.13,DNAJB2^ENSG00000135924.15,PTPRN^ENSG00000054356.13,MIR153-1^ENSG00000207647.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-13111-0002-SM-5TDBU	RNA	chr6	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~39889~+~chr6~31827980~+	247.92	201.68	0.30	0.84	HSPA1B^ENSG00000204388.6,C6orf48^ENSG00000204387.12,SNORD48^ENSG00000201823.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr19	Eppstein-Barr	chr19~2269745~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~73~+	1405.21	1203.97	0.22	0.82	JSRP1^ENSG00000167476.10,OAZ1^ENSG00000104904.12,C19orf35^ENSG00000188305.5
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr17	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~40194~+~chr17~7226420~+	273.61	291.44	-0.09	0.36	DLG4^ENSG00000132535.18,ACADVL^ENSG00000072778.19,MIR324^ENSG00000199053.3,DVL2^ENSG00000004975.11,PHF23^ENSG00000040633.12
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr1	Eppstein-Barr	chr1~160635016~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~38253~+	235.02	182.31	0.37	0.78	SLAMF1^ENSG00000117090.14
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr17	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~39258~-~chr17~82235978~+	193.10	136.38	0.50	0.94	SLC16A3^ENSG00000141526.16,MIR6787^ENSG00000284574.1,CSNK1D^ENSG00000141551.14,RP13-516M14.10^ENSG00000275888.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr19	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~14577~-~chr19~41532283~+	35.74	26.48	0.43	0.79	AC006129.1^ENSG00000268355.1,LINC01480^ENSG00000270164.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr10	Eppstein-Barr	chr10~133265229~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~38222~-	206.85	89.90	1.20	0.99	RP13-49I15.6^ENSG00000273980.1,ADAM8^ENSG00000151651.15
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr7	Eppstein-Barr	chr7~5593473~+~NC_007605_171823nt_Human_gammaherpesvirus_4~39328~-	229.22	294.33	-0.36	0.38	FSCN1^ENSG00000075618.17
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr3	Eppstein-Barr	chr3~69066001~+~NC_007605_171823nt_Human_gammaherpesvirus_4~143289~-	84.13	78.96	0.09	0.70	CTD-2013N24.2^ENSG00000244513.6,UBA3^ENSG00000144744.16
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr2	Eppstein-Barr	chr2~3377705~+~NC_007605_171823nt_Human_gammaherpesvirus_4~143227~-	33.62	40.84	-0.28	0.11	TSSC1^ENSG00000032389.12,TRAPPC12^ENSG00000171853.15
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr19	Eppstein-Barr	chr19~4658072~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39866~+	112.06	129.57	-0.21	0.34	TNFAIP8L1^ENSG00000185361.8,MYDGF^ENSG00000074842.7
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr19	Eppstein-Barr	chr19~12643902~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39869~-	131.55	138.46	-0.07	0.41	ZNF490^ENSG00000188033.9,MAN2B1^ENSG00000104774.12
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr17	Eppstein-Barr	chr17~49405006~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39802~+	171.80	277.58	-0.69	0.03	RP11-81K2.1^ENSG00000262039.1,RP11-1079K10.1^ENSG00000186244.7,PHB^ENSG00000167085.11
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr10	Eppstein-Barr	chr10~73398229~+~NC_007605_171823nt_Human_gammaherpesvirus_4~143221~-	177.50	137.11	0.37	0.94	ANXA7^ENSG00000138279.15
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr16	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~39912~+~chr16~2766685~+	418.10	266.28	0.65	0.98	SRRM2^ENSG00000167978.16
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr20	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~39859~+~chr20~61975935~+	14.06	13.28	0.08	0.68	TAF4^ENSG00000130699.18
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr1	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~39855~+~chr1~161749870~+	32.52	32.93	-0.02	0.51	DUSP12^ENSG00000081721.11
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr17	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~39815~-~chr17~81510133~+	3036.64	4114.88	-0.44	0.14	ACTG1^ENSG00000184009.9,RP13-766D20.1^ENSG00000229947.1,RP13-766D20.2^ENSG00000229848.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr11	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~144641~-~chr11~18289219~+	26.20	25.48	0.04	0.60	HPS5^ENSG00000110756.17
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr20	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~39746~-~chr20~63932331~+	99.20	78.61	0.34	0.95	DNAJC5^ENSG00000101152.10,UCKL1^ENSG00000198276.15
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr17	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~39663~-~chr17~7462640~+	44.56	36.51	0.29	0.84	CHRNB1^ENSG00000170175.10,ZBTB4^ENSG00000174282.11
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr1	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~39328~+~chr1~90923015~+	18.76	14.40	0.38	0.94	ZNF644^ENSG00000122482.20
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr19	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~39328~+~chr19~49497971~+	13473.42	9631.48	0.48	0.95	RPL13A^ENSG00000142541.16,SNORD34^ENSG00000202503.1,SNORD35A^ENSG00000200259.1,RPS11^ENSG00000142534.6,SNORD35B^ENSG00000200530.1,MIR150^ENSG00000207782.3,COX6CP7^ENSG00000268681.1,FCGRT^ENSG00000104870.12
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr18	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~143289~+~chr18~8394475~+	6.61	0.43	3.90	1.00	PTPRM^ENSG00000173482.16,RP11-789C17.1^ENSG00000265413.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr16	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~143170~-~chr16~15033298~+	153.49	135.80	0.18	0.82	PDXDC1^ENSG00000179889.18,NTAN1^ENSG00000157045.8
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr12	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~142725~+~chr12~53461033~+	407.90	297.03	0.46	0.96	PCBP2^ENSG00000197111.15,PCBP2-OT1^ENSG00000282977.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-ZF29-0002-SM-4WKF2	RNA	chr11	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~142720~+~chr11~75401665~+	1275.87	969.95	0.40	0.93	RPS3^ENSG00000149273.14,SNORD15A^ENSG00000206941.1,SNORD15B^ENSG00000207445.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-11TT1-0004-SM-5S2NT	RNA	chr1	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~39879~-~chr1~160542426~+	18.31	19.83	-0.12	0.50	RP11-528G1.2^ENSG00000234425.1,CD84^ENSG00000066294.14
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-11TT1-0004-SM-5S2NT	RNA	chr1	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~39845~+~chr1~114705132~+	67.20	78.67	-0.23	0.18	AMPD1^ENSG00000116748.21,RN7SL432P^ENSG00000242769.3,NRAS^ENSG00000213281.4
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-SN8G-0001-SM-3NM8L	RNA	chr17	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~41488~-~chr17~6758342~+	40.75	36.40	0.16	0.63	CTC-281F24.2^ENSG00000262990.1,RPL23AP73^ENSG00000244283.1,XAF1^ENSG00000132530.16
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-SN8G-0001-SM-3NM8L	RNA	chr19	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~168103~+~chr19~49497970~+	10054.62	9631.48	0.06	0.69	RPL13A^ENSG00000142541.16,SNORD34^ENSG00000202503.1,SNORD35A^ENSG00000200259.1,RPS11^ENSG00000142534.6,SNORD35B^ENSG00000200530.1,MIR150^ENSG00000207782.3,COX6CP7^ENSG00000268681.1,FCGRT^ENSG00000104870.12
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-SN8G-0001-SM-3NM8L	RNA	chr11	Eppstein-Barr	chr11~62566990~+~NC_007605_171823nt_Human_gammaherpesvirus_4~34710~-	3276.79	2987.58	0.13	0.74	EEF1G^ENSG00000254772.9,MIR6747^ENSG00000276102.1,TUT1^ENSG00000149016.15
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-SN8G-0001-SM-3NM8L	RNA	chr18	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~34733~+~chr18~49490525~+	2206.38	2200.26	0.00	0.60	C18orf32^ENSG00000177576.11,RP11-110H1.4^ENSG00000263916.1,RPL17^ENSG00000265681.7,SNORD58C^ENSG00000202093.1,SNORD58A^ENSG00000206602.1,SRP72P1^ENSG00000265182.1,RP11-110H1.8^ENSG00000264464.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-SN8G-0001-SM-3NM8L	RNA	chr3	Eppstein-Barr	chr3~101682902~+~NC_007605_171823nt_Human_gammaherpesvirus_4~14576~+	2027.69	1723.21	0.23	0.87	ZBTB11^ENSG00000066422.4,ZBTB11-AS1^ENSG00000256628.3,RPL24^ENSG00000114391.12
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-SN8G-0001-SM-3NM8L	RNA	chr14	Eppstein-Barr	chr14~45206817~+~NC_007605_171823nt_Human_gammaherpesvirus_4~14483~+	52.48	44.16	0.25	0.84	FANCM^ENSG00000187790.10,MIS18BP1^ENSG00000129534.13
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-WEY5-0001-SM-3P61Z	RNA	chr21	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~40116~+~chr21~8437714~+	0.24	1.65	-2.73	0.38	CH507-513H4.3^ENSG00000281181.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-WEY5-0001-SM-3P61Z	RNA	chr21	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~40116~+~chr21~8393504~+	0.53	0.10	2.36	0.97	CH507-528H12.1^ENSG00000280441.2,CH507-513H4.4^ENSG00000280614.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-WEY5-0001-SM-3P61Z	RNA	chr21	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~40116~+~chr21~8254677~+	98.37	2.73	5.16	1.00	MIR6724-2^ENSG00000274060.1,CH507-513H4.5^ENSG00000281383.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-WEY5-0001-SM-3P61Z	RNA	chr21	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~40116~+~chr21~8210469~+	0.41	3.10	-2.89	0.69	CH507-513H4.1^ENSG00000278996.1,MIR3648-2^ENSG00000264462.1,MIR3687-2^ENSG00000264063.1,CH507-513H4.6^ENSG00000280800.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-WEY5-0001-SM-3P61Z	RNA	chr19	Eppstein-Barr	chr19~12064877~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~-	4.44	4.16	0.10	0.65	ZNF844^ENSG00000223547.9,RNA5SP466^ENSG00000252546.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-WEY5-0001-SM-3P61Z	RNA	chr14	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~14576~-~chr14~105855492~+	12.64	4.32	1.55	0.96	MIR4539^ENSG00000265612.1,MIR4537^ENSG00000264781.1,IGHJ3P^ENSG00000237111.1,IGHJ2P^ENSG00000237547.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-WEY5-0001-SM-3P61Z	RNA	chr14	Eppstein-Barr	chr14~106268869~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40275~-	0.12	0.76	-2.56	0.76	IGHVII-22-1^ENSG00000253345.1,IGHVIII-22-2^ENSG00000254045.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-WEY5-0001-SM-3P61Z	RNA	chr11	Eppstein-Barr	chr11~77774024~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	14.23	13.79	0.05	0.57	RSF1^ENSG00000048649.13
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-WEY5-0001-SM-3P61Z	RNA	chr17	Eppstein-Barr	chr17~81510357~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39255~-	4262.46	4114.88	0.05	0.62	ACTG1^ENSG00000184009.9,RP13-766D20.1^ENSG00000229947.1,RP13-766D20.2^ENSG00000229848.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-WEY5-0001-SM-3P61Z	RNA	chr3	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~39256~+~chr3~127619099~+	151.82	139.08	0.13	0.70	MCM2^ENSG00000073111.13
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-WEY5-0001-SM-3P61Z	RNA	chr5	Eppstein-Barr	chr5~140645540~+~NC_007605_171823nt_Human_gammaherpesvirus_4~13083~+	303.15	249.01	0.28	0.91	NDUFA2^ENSG00000131495.8,TMCO6^ENSG00000113119.12,IK^ENSG00000113141.17,MIR3655^ENSG00000284325.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-WEY5-0001-SM-3P61Z	RNA	chr19	Eppstein-Barr	NC_009334_172764nt_Human_herpesvirus_4_type_2~39267~-~chr19~34400044~+	464.33	444.35	0.06	0.60	GPI^ENSG00000105220.14,PDCD2L^ENSG00000126249.7
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-WEY5-0001-SM-3P61Z	RNA	chr14	Eppstein-Barr	chr14~103341470~+~NC_007605_171823nt_Human_gammaherpesvirus_4~14575~+	78.21	81.66	-0.06	0.45	RP11-45P15.4^ENSG00000259775.1,EIF5^ENSG00000100664.10,SNORA28^ENSG00000272533.1
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-WEY5-0001-SM-3P61Z	RNA	chr11	Eppstein-Barr	NC_007605_171823nt_Human_gammaherpesvirus_4~14584~-~chr11~67401758~+	383.30	339.30	0.18	0.74	RAD9A^ENSG00000172613.7,RNU6-1238P^ENSG00000253024.1,PPP1CA^ENSG00000172531.14,TBC1D10C^ENSG00000175463.11
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-WEY5-0001-SM-3P61Z	RNA	chr1	Eppstein-Barr	chr1~9717555~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39787~+	154.32	116.42	0.41	0.86	PIK3CD^ENSG00000171608.15
GTEx	Cells_EBV-transformed_lymphocytes	GTEX-WEY5-0001-SM-3P61Z	RNA	chr16	Eppstein-Barr	chr16~69756705~+~NC_007605_171823nt_Human_gammaherpesvirus_4~39671~+	155.18	161.01	-0.05	0.41	NOB1^ENSG00000141101.12,CTD-2033A16.2^ENSG00000260290.2,WWP2^ENSG00000198373.12
