sample_name	virus	seqlen	mapped	chim_reads	n_bases_covered	frac_covered	tissue_id
G402_SOFT_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	218	0	3527	0.43	SOFT_TISSUE
G402_SOFT_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	160	0	1626	0.195	SOFT_TISSUE
ABC1_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	435	0	7446	0.915	LUNG
ABC1_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	57	0	3470	0.228	LUNG
COLO201_LARGE_INTESTINE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	242	0	3946	0.485	LARGE_INTESTINE
COLO201_LARGE_INTESTINE	NC_007815_8197nt_PreXMRV_1	8197	83	0	2518	0.307	LARGE_INTESTINE
ECC12_STOMACH	NC_001702_8135nt_Murine_type_C_retrovirus	8135	427	0	4840	0.595	STOMACH
ECC12_STOMACH	NC_007815_8197nt_PreXMRV_1	8197	123	0	2612	0.319	STOMACH
ECC12_STOMACH	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	94	0	1462	0.175	STOMACH
UO31_KIDNEY	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	89	0	4034	0.484	KIDNEY
NUGC4_STOMACH	NC_001702_8135nt_Murine_type_C_retrovirus	8135	275	0	7185	0.883	STOMACH
BHT101_THYROID	NC_001702_8135nt_Murine_type_C_retrovirus	8135	282	0	4413	0.542	THYROID
BHT101_THYROID	NC_007815_8197nt_PreXMRV_1	8197	72	0	2130	0.26	THYROID
BHT101_THYROID	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	74	0	1549	0.186	THYROID
NCIH28_PLEURA	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	50	0	2458	0.289	PLEURA
NCIH2444_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	61	0	2349	0.276	LUNG
U178_CENTRAL_NERVOUS_SYSTEM	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	110	0	3797	0.446	CENTRAL_NERVOUS_SYSTEM
U178_CENTRAL_NERVOUS_SYSTEM	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	91	0	5110	0.335	CENTRAL_NERVOUS_SYSTEM
YKG1_CENTRAL_NERVOUS_SYSTEM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	243	0	7073	0.869	CENTRAL_NERVOUS_SYSTEM
D341MED_CENTRAL_NERVOUS_SYSTEM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	242	0	4392	0.54	CENTRAL_NERVOUS_SYSTEM
D341MED_CENTRAL_NERVOUS_SYSTEM	NC_007815_8197nt_PreXMRV_1	8197	66	0	1909	0.233	CENTRAL_NERVOUS_SYSTEM
D341MED_CENTRAL_NERVOUS_SYSTEM	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	54	0	1433	0.172	CENTRAL_NERVOUS_SYSTEM
PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	120	0	3613	0.425	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	114	0	5873	0.385	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TCCPAN2_PANCREAS	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	184	0	5246	0.63	PANCREAS
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	92355	705	120364	0.701	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	42549	1010	104344	0.604	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	274	0	4078	0.501	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	77	0	2425	0.296	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	60	0	1319	0.158	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
T84_LARGE_INTESTINE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	102	0	4069	0.488	LARGE_INTESTINE
SKNEP1_BONE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	123	0	4035	0.474	BONE
BICR6_UPPER_AERODIGESTIVE_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	439	0	5265	0.647	UPPER_AERODIGESTIVE_TRACT
BICR6_UPPER_AERODIGESTIVE_TRACT	NC_007815_8197nt_PreXMRV_1	8197	129	0	3177	0.388	UPPER_AERODIGESTIVE_TRACT
BICR6_UPPER_AERODIGESTIVE_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	66	0	1591	0.191	UPPER_AERODIGESTIVE_TRACT
TE14_OESOPHAGUS	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	147	0	4472	0.537	OESOPHAGUS
SKMEL5_SKIN	NC_001702_8135nt_Murine_type_C_retrovirus	8135	298	0	7089	0.871	SKIN
JHESOAD1_OESOPHAGUS	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	1226899	3495	15247	1	OESOPHAGUS
JHESOAD1_OESOPHAGUS	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	390	0	5771	0.678	OESOPHAGUS
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	238	0	4924	0.601	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	114	0	5749	0.377	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SW1710_URINARY_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	105	0	3860	0.463	URINARY_TRACT
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	47150	1057	87802	0.511	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	22558	114	77916	0.451	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MEWO_SKIN	NC_001702_8135nt_Murine_type_C_retrovirus	8135	148	0	5072	0.623	SKIN
MDAMB468_BREAST	NC_001702_8135nt_Murine_type_C_retrovirus	8135	442	0	7745	0.952	BREAST
MDAMB468_BREAST	NC_007815_8197nt_PreXMRV_1	8197	66	0	3198	0.39	BREAST
LS1034_LARGE_INTESTINE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	175	0	5222	0.642	LARGE_INTESTINE
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	212604	459	132503	0.771	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	313	0	4654	0.572	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	63907	310	97881	0.567	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	99	0	2540	0.31	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	53	0	1200	0.144	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
YH13_CENTRAL_NERVOUS_SYSTEM	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	278	0	5562	0.668	CENTRAL_NERVOUS_SYSTEM
ISTMES2_PLEURA	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	120	0	4605	0.541	PLEURA
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	292	0	6727	0.827	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
OELE_OVARY	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	178973	2867	2853	0.544	OVARY
OELE_OVARY	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	98	0	3420	0.402	OVARY
OELE_OVARY	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	124	0	5532	0.363	OVARY
OELE_OVARY	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	57840	3661	2128	0.255	OVARY
OELE_OVARY	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	454	0	645	0.077	OVARY
LC1F_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	138	0	5499	0.676	LUNG
GSU_STOMACH	NC_001702_8135nt_Murine_type_C_retrovirus	8135	281	0	6937	0.853	STOMACH
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	50	0	2976	0.366	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JHUEM2_ENDOMETRIUM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	177	0	6156	0.757	ENDOMETRIUM
JHOS2_OVARY	NC_007815_8197nt_PreXMRV_1	8197	354	0	5148	0.628	OVARY
JHOS2_OVARY	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	98	0	5216	0.342	OVARY
JHOS2_OVARY	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	72	0	1892	0.227	OVARY
JHOS2_OVARY	NC_001702_8135nt_Murine_type_C_retrovirus	8135	82	0	1373	0.169	OVARY
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	122	0	3854	0.453	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	124	0	5388	0.353	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	61	0	2270	0.267	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MDAMB157_BREAST	NC_001702_8135nt_Murine_type_C_retrovirus	8135	209	0	6245	0.768	BREAST
DMS114_LUNG	NC_007815_8197nt_PreXMRV_1	8197	416	0	5832	0.711	LUNG
DMS114_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	84	0	5269	0.346	LUNG
DMS114_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	98	0	1538	0.189	LUNG
DMS114_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	76	0	1480	0.178	LUNG
DMS53_LUNG	NC_007815_8197nt_PreXMRV_1	8197	257	0	5137	0.627	LUNG
DMS53_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	58	0	3719	0.244	LUNG
NCIH1341_LUNG	HPV18	7857	153514	52652	3428	0.436	LUNG
GCIY_STOMACH	NC_001702_8135nt_Murine_type_C_retrovirus	8135	377	0	7272	0.894	STOMACH
GCIY_STOMACH	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	89	0	4308	0.283	STOMACH
GCIY_STOMACH	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	58	0	1580	0.19	STOMACH
LU99_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	144	0	5407	0.665	LUNG
EFO27_OVARY	NC_007815_8197nt_PreXMRV_1	8197	206	0	5146	0.628	OVARY
EFO27_OVARY	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	53	0	3997	0.262	OVARY
DANG_PANCREAS	NC_001702_8135nt_Murine_type_C_retrovirus	8135	309	0	6817	0.838	PANCREAS
DANG_PANCREAS	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	54	0	3035	0.199	PANCREAS
M059K_CENTRAL_NERVOUS_SYSTEM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	126	0	4808	0.591	CENTRAL_NERVOUS_SYSTEM
M059K_CENTRAL_NERVOUS_SYSTEM	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	82	0	511	0.097	CENTRAL_NERVOUS_SYSTEM
42MGBA_CENTRAL_NERVOUS_SYSTEM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	54	0	2934	0.361	CENTRAL_NERVOUS_SYSTEM
CALU3_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	222	0	4153	0.511	LUNG
CALU3_LUNG	NC_007815_8197nt_PreXMRV_1	8197	69	0	2410	0.294	LUNG
CALU3_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	60	0	1380	0.166	LUNG
BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_009333_137969nt_Human_gammaherpesvirus_8	137969	446048	13223	136228	0.987	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	317	0	4397	0.541	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	98	0	2641	0.322	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	68	0	1264	0.152	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HCC1171_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	241	0	4178	0.514	LUNG
HCC1171_LUNG	NC_007815_8197nt_PreXMRV_1	8197	52	0	2123	0.259	LUNG
TTC642_SOFT_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	100	0	3234	0.38	SOFT_TISSUE
CL14_LARGE_INTESTINE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	1020	0	5227	0.643	LARGE_INTESTINE
CL14_LARGE_INTESTINE	NC_007815_8197nt_PreXMRV_1	8197	242	0	3608	0.44	LARGE_INTESTINE
CL14_LARGE_INTESTINE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	200	0	1742	0.209	LARGE_INTESTINE
CL14_LARGE_INTESTINE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	52	0	3625	0.021	LARGE_INTESTINE
NH6_AUTONOMIC_GANGLIA	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	50	0	2296	0.27	AUTONOMIC_GANGLIA
FTC133_THYROID	NC_001702_8135nt_Murine_type_C_retrovirus	8135	239	0	4281	0.526	THYROID
FTC133_THYROID	NC_007815_8197nt_PreXMRV_1	8197	81	0	2491	0.304	THYROID
L33_PANCREAS	NC_001702_8135nt_Murine_type_C_retrovirus	8135	267488	3127	7681	0.944	PANCREAS
L33_PANCREAS	NC_007815_8197nt_PreXMRV_1	8197	61328	390	7351	0.897	PANCREAS
L33_PANCREAS	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	45780	0	3312	0.398	PANCREAS
L33_PANCREAS	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	13942	421	2733	0.328	PANCREAS
JIMT1_BREAST	NC_001702_8135nt_Murine_type_C_retrovirus	8135	152	0	5550	0.682	BREAST
G401_SOFT_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	306	0	5447	0.665	SOFT_TISSUE
G401_SOFT_TISSUE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	120	0	5615	0.368	SOFT_TISSUE
G401_SOFT_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	66	0	1471	0.181	SOFT_TISSUE
G401_SOFT_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	50	0	1471	0.177	SOFT_TISSUE
A549_LUNG	NC_007815_8197nt_PreXMRV_1	8197	250	0	5001	0.61	LUNG
A549_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	52	0	1422	0.175	LUNG
PATU8988S_PANCREAS	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	59	0	2521	0.296	PANCREAS
HCC461_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	152	0	4220	0.496	LUNG
HCC461_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	122	0	5790	0.38	LUNG
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	438	0	5742	0.689	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	64	0	3196	0.393	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TYKNU_OVARY	NC_001702_8135nt_Murine_type_C_retrovirus	8135	11085	213	7721	0.949	OVARY
TYKNU_OVARY	NC_007815_8197nt_PreXMRV_1	8197	4509	42	6498	0.793	OVARY
TYKNU_OVARY	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	2438	0	2876	0.345	OVARY
TYKNU_OVARY	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	1055	22	2529	0.304	OVARY
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	338	0	5721	0.698	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	88	0	4733	0.31	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	94	0	1748	0.215	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCIH322_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	95	0	2810	0.33	LUNG
YD38_UPPER_AERODIGESTIVE_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	282121	4962	6738	0.809	UPPER_AERODIGESTIVE_TRACT
YD38_UPPER_AERODIGESTIVE_TRACT	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	20334	224	4830	0.58	UPPER_AERODIGESTIVE_TRACT
YD38_UPPER_AERODIGESTIVE_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	1844	28	2582	0.317	UPPER_AERODIGESTIVE_TRACT
YD38_UPPER_AERODIGESTIVE_TRACT	NC_007815_8197nt_PreXMRV_1	8197	105	9	1299	0.158	UPPER_AERODIGESTIVE_TRACT
SLR26_KIDNEY	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	164	0	4458	0.524	KIDNEY
SLR26_KIDNEY	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	114	0	5605	0.368	KIDNEY
U251MG_CENTRAL_NERVOUS_SYSTEM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	292	0	7105	0.873	CENTRAL_NERVOUS_SYSTEM
MHHNB11_AUTONOMIC_GANGLIA	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	86	0	2915	0.343	AUTONOMIC_GANGLIA
MPP89_PLEURA	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	54	0	2314	0.272	PLEURA
LUDLU1_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	124	0	5667	0.697	LUNG
NCIH1755_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	60	0	2322	0.273	LUNG
BT483_BREAST	NC_001702_8135nt_Murine_type_C_retrovirus	8135	334	0	4854	0.597	BREAST
BT483_BREAST	NC_007815_8197nt_PreXMRV_1	8197	103	0	2890	0.353	BREAST
BT483_BREAST	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	66	0	1485	0.178	BREAST
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	1816	10	7834	0.963	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	299	0	3970	0.484	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	282	0	4018	0.494	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	77	0	2440	0.298	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	63	0	1577	0.189	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	415	0	15065	0.088	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	240	0	8632	0.05	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SCLC21H_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	710994	1427	8136	1	LUNG
SCLC21H_LUNG	NC_007815_8197nt_PreXMRV_1	8197	18967	668	4999	0.61	LUNG
HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	124	0	3856	0.453	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	112	0	5899	0.387	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BICR16_UPPER_AERODIGESTIVE_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	381	0	4724	0.581	UPPER_AERODIGESTIVE_TRACT
BICR16_UPPER_AERODIGESTIVE_TRACT	NC_007815_8197nt_PreXMRV_1	8197	84	0	2315	0.282	UPPER_AERODIGESTIVE_TRACT
BICR16_UPPER_AERODIGESTIVE_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	64	0	1194	0.143	UPPER_AERODIGESTIVE_TRACT
U343_CENTRAL_NERVOUS_SYSTEM	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	550	0	9014	0.591	CENTRAL_NERVOUS_SYSTEM
U343_CENTRAL_NERVOUS_SYSTEM	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	176	0	4633	0.545	CENTRAL_NERVOUS_SYSTEM
SNU1197_LARGE_INTESTINE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	96	0	4098	0.492	LARGE_INTESTINE
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	377	0	4659	0.573	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	111	0	2535	0.309	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	70	0	1403	0.168	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ESS1_ENDOMETRIUM	NC_007815_8197nt_PreXMRV_1	8197	538	0	6014	0.734	ENDOMETRIUM
ESS1_ENDOMETRIUM	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	250	0	8345	0.547	ENDOMETRIUM
ESS1_ENDOMETRIUM	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	100	0	1711	0.205	ENDOMETRIUM
ESS1_ENDOMETRIUM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	108	0	1594	0.196	ENDOMETRIUM
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	76	0	2408	0.283	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KG1C_CENTRAL_NERVOUS_SYSTEM	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	98	0	3875	0.465	CENTRAL_NERVOUS_SYSTEM
MHHES1_BONE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	65	0	3065	0.36	BONE
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	146	0	5405	0.664	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KYSE30_OESOPHAGUS	NC_001702_8135nt_Murine_type_C_retrovirus	8135	413	0	7584	0.932	OESOPHAGUS
KYSE30_OESOPHAGUS	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	56	0	3131	0.205	OESOPHAGUS
KYSE30_OESOPHAGUS	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	116	0	7224	0.042	OESOPHAGUS
KYSE30_OESOPHAGUS	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	62	0	4941	0.029	OESOPHAGUS
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	312	0	4593	0.565	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	94	0	2349	0.287	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	62	0	1602	0.192	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	410	0	7565	0.93	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	836636	27356	8507	1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_000858_9028nt_Simian_T_lymphotropic_virus_1	9028	55345	500	8786	0.973	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	110	0	3468	0.408	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
