#Supplementary Table 5. Detailed information on HPV integration sites detected from virus capture sequencing data
#Sample ID	Chromosome	Chromosome band	Integrated Position	Integration NO.	# of support reads			NNSS value of HIVID			WGS data
#					left	right	total	left	right	total	Have WGS data	found by WGS
sample_id	chromosome	chromosome_band	integration_position	integration_no	left_reads	right_reads	total	left_NNSS	right_NNSS	total_NNSS	have_WGS_data	found_by_WGS	hg38_Chrom	hg38_Coord
T3105	chr4	4q28.1	126448851	41	8	0	8	1.607	0	1.606405	N	N	chr4	125527696
T3105	chr4	4q28.1	126448910	42	12	0	12	2.411	0	2.40961	N	N	chr4	125527755
T3105	chr4	4q28.1	126448915	43	23	0	23	4.62	0	4.618416	N	N	chr4	125527760
T3105	chr4	4q28.1	126448948	44	22	0	22	4.418	0	4.417615	N	N	chr4	125527793
T3105	chr4	4q28.1	126448970	45	174	0	174	34.94	0	34.939319	N	N	chr4	125527815
T3105	chr5	5p15.31	7553400	46	5	0	5	1.004	0	1.004003	N	N	chr5	7553287
T3105	chr5	5p11	46334257	47	9	0	9	1.807	0	1.807206	N	N	chr5	46334155
T3105	chr8	8q24.13	123135810	48	5	0	5	1.005	0	1.004004	N	N	chr8	122123571
T3105	chr8	8q24.13	123135835	49	9	0	9	1.808	0	1.807207	N	N	chr8	122123596
T3105	chr8	8q24.13	123135838	50	6	0	6	1.206	0	1.204803	N	N	chr8	122123599
T3105	chr8	8q24.13	123135870	51	23	0	23	4.619	0	4.618415	N	N	chr8	122123631
T3105	chr9	9p23	13582498	52	0	22	22	0	4.418	4.417614	N	N	chr9	13582499
T7745	chr1	1q25.1	174313760	1	0	5	5	0	1.276	1.275786	N	N	chr1	174344622
T7745	chr10	10q11.21	42529855	2	5	0	5	1.276	0	1.275786	N	N	chr10	41710354
T7745	chr4	4q31.1	140820784	3	4	0	4	1.02	0	1.020629	N	N	chr4	139899630
T7745	chr4	4q31.1	140820872	4	5	0	5	1.275	0	1.275785	N	N	chr4	139899718
T7745	chr4	4q31.1	140820896	5	4	0	4	1.02	0	1.020628	N	N	chr4	139899742
T7745	chr4	4q31.1	140820925	6	19	0	19	4.845	0	4.847987	N	N	chr4	139899771
T7745	chr4	4q31.1	140820960	7	11	0	11	2.805	0	2.806727	N	N	chr4	139899806
T7745	chr4	4q31.1	140820977	8	16	0	16	4.08	0	4.082513	N	N	chr4	139899823
T7745	chr4	4q31.1	140820996	9	8	0	8	2.04	0	2.041257	N	N	chr4	139899842
T7745	chr4	4q31.1	140821019	10	123	0	123	31.384	0	31.384332	N	N	chr4	139899865
T7745	chr4	4q31.1	140821344	11	0	89	89	0	22.707	22.708988	N	N	chr4	139900190
T7745	chr4	4q31.1	140821373	12	0	25	25	0	6.377	6.378927	N	N	chr4	139900219
T7745	chr4	4q31.1	140821392	13	2	8	10	0.51	2.041	2.551571	N	N	chr4	139900238
T7745	chr4	4q31.1	140821422	14	0	6	6	0	1.53	1.530942	N	N	chr4	139900268
T7745	chr4	4q31.1	140821444	15	0	10	10	0	2.55	2.55157	N	N	chr4	139900290
T7745	chr4	4q31.1	140821505	16	0	8	8	0	2.04	2.041256	N	N	chr4	139900351
T7745	chr5	5q22.3	114534260	17	0	4	4	0	1.021	1.020629	N	N	chr5	115198563
T7745	chr8	8q24.22	135169100	18	0	4	4	0	1.02	1.020629	N	N	chr8	134156857
T7745	chrX	Xp11.23	47191273	19	0	4	4	0	1.021	1.020629	N	N	chrX	47331874
T9594	chr2	2p25.2	6577866	1	3	0	3	1.093	0	1.092952	N	N	chr2	6437734
T6801	chr1	1p36.22	11151897	1	0	4	4	0	1.646	1.646296	N	N	chr1	11091840
T6801	chr1	1p36.12	20600367	2	4	0	4	1.646	0	1.646296	N	N	chr1	20273874
T6801	chr1	1p31.3	65747067	3	3	0	3	1.235	0	1.234722	N	N	chr1	65281384
T6801	chr1	1p22.3	86243162	4	3	0	3	1.235	0	1.234722	N	N	chr1	85777479
T6801	chr1	1q31.2	192547227	5	0	3	3	0	1.235	1.234722	N	N	chr1	192578097
T6801	chr1	1q31.2	193403091	6	3	0	3	1.235	0	1.234722	N	N	chr1	193433961
T6801	chr1	1q41	217403454	7	5	0	5	2.058	0	2.05787	N	N	chr1	217230112
T6801	chr10	10p15.1	4514920	8	0	4	4	0	1.646	1.646296	N	N	chr10	4472728
T6801	chr10	10p12.31	22395383	9	0	7	7	0	2.881	2.881018	N	N	chr10	22106454
T6801	chr10	10q22.3	81304201	10	6	0	6	2.469	0	2.469444	N	N	chr10	79544445
T6801	chr11	11p15.3	12057236	11	0	4	4	0	1.646	1.646296	N	N	chr11	12035689
T6801	chr11	11p15.2	13411485	12	0	6	6	0	2.469	2.469444	N	N	chr11	13389938
T6801	chr11	11q13.5	75272543	13	4	0	4	1.647	0	1.646296	N	N	chr11	75561498
T6801	chr11	11q14.1	85004773	14	0	4	4	0	1.646	1.646296	N	N	chr11	85293729
T6801	chr11	11q22.3	105375790	15	3	0	3	1.235	0	1.234722	N	N	chr11	105505063
T6801	chr12	12p11.21	30905385	16	3	0	3	1.235	0	1.234722	N	N	chr12	30752451
T6801	chr12	12q23.3	105067733	17	5	0	5	2.058	0	2.05787	N	N	chr12	104673955
T6801	chr12	12q24.21	115041994	18	0	4	4	0	1.646	1.646296	N	N	chr12	114604189
T6801	chr13	13q22.2	76689417	19	0	3	3	0	1.235	1.234722	N	N	chr13	76115281
T6801	chr13	13q31.3	94026758	20	3	0	3	1.235	0	1.234722	N	N	chr13	93374505
T6801	chr14	14q22.1	53298997	21	0	3	3	0	1.235	1.234722	N	N	chr14	52832279
T6801	chr15	15q11.1	20498001	22	3	0	3	1.235	0	1.234722	N	N	chr15	20292748
T6801	chr15	15q13.3	31376721	23	3	0	3	1.235	0	1.234722	N	N	chr15	31084518
T6801	chr15	15q22.2	63687473	24	0	5	5	0	2.058	2.05787	N	N	chr15	63395274
T6801	chr16	16p11.2	29967835	25	0	6	6	0	2.469	2.469444	N	N	chr16	29956514
T6801	chr17	17q21.33	50161077	26	0	3	3	0	1.235	1.234722	N	N	chr17	52083717
T6801	chr18	18q11.2	21078039	27	4	0	4	1.646	0	1.646296	N	N	chr18	23498075
T6801	chr18	18q12.2	35946873	28	0	4	4	0	1.647	1.646296	N	N	chr18	38366909
T6801	chr18	18q21.2	51032492	29	0	7	7	0	2.881	2.881018	N	N	chr18	53506122
T6801	chr19	19q13.42	54659431	30	4	0	4	1.646	0	1.646296	N	N	chr19	54155693
T6801	chr2	2p16.3	49612813	31	0	3	3	0	1.235	1.234722	N	N	chr2	49385674
T6801	chr2	2p14	64298288	32	0	3	3	0	1.235	1.234722	N	N	chr2	64071154
T6801	chr2	2p12	79728216	33	0	3	3	0	1.235	1.234722	N	N	chr2	79501090
T6801	chr2	2p11.2	88674130	34	0	3	3	0	1.235	1.234722	N	N	chr2	88374611
T6801	chr2	2q31.3	181036535	35	0	4	4	0	1.646	1.646296	N	N	chr2	180171808
T6801	chr2	2q32.3	196527955	36	0	3	3	0	1.235	1.234722	N	N	chr2	195663231
T6801	chr2	2q33.3	206999405	37	3	0	3	1.235	0	1.234722	N	N	chr2	206134681
T6801	chr2	2q35	217047312	38	0	3	3	0	1.235	1.234722	N	N	chr2	216182589
T6801	chr20	20p12.3	7289097	39	3	0	3	1.235	0	1.234722	N	N	chr20	7308450
T6801	chr20	20q11.23	37588123	40	0	3	3	0	1.235	1.234722	N	N	chr20	38959480
T6801	chr3	3p24.3	22965268	41	0	4	4	0	1.646	1.646296	N	N	chr3	22923777
T6801	chr3	3p12.3	76137244	42	3	0	3	1.235	0	1.234722	N	N	chr3	76088093
T6801	chr3	3q24	142980583	43	5	0	5	2.058	0	2.05787	N	N	chr3	143261741
T6801	chr4	4p16.1	7563629	44	0	3	3	0	1.235	1.234722	N	N	chr4	7561902
T6801	chr4	4p15.1	32243970	45	0	3	3	0	1.235	1.234722	N	N	chr4	32242348
T6801	chr4	4p15.1	34486987	46	0	3	3	0	1.235	1.234722	N	N	chr4	34485365
T6801	chr4	4q13.2	67865549	47	3	0	3	1.235	0	1.234722	N	N	chr4	66999831
T6801	chr4	4q22.1	89199453	48	0	3	3	0	1.235	1.234722	N	N	chr4	88278301
T6801	chr4	4q25	109793968	49	0	3	3	0	1.235	1.234722	N	N	chr4	108872812
T6801	chr4	4q31.3	154608749	50	0	5	5	0	2.058	2.05787	N	N	chr4	153687597
T6801	chr5	5p15.33	4279240	51	0	3	3	0	1.236	1.234722	N	N	chr5	4279127
T6801	chr5	5p15.32	5640045	52	0	3	3	0	1.235	1.234722	N	N	chr5	5639932
T6801	chr5	5q32	148781339	53	0	4	4	0	1.646	1.646296	N	N	chr5	149401776
T6801	chr6	6p21.2	38007911	54	0	3	3	0	1.235	1.234722	N	N	chr6	38040135
T6801	chr6	6p21.1	44013079	55	3	0	3	1.235	0	1.234722	N	N	chr6	44045342
T6801	chr6	6q14.1	81083152	56	0	3	3	0	1.235	1.234722	N	N	chr6	80373435
T6801	chr6	6q25.3	156605243	57	3	0	3	1.235	0	1.234722	N	N	chr6	156284109
T6801	chr7	7p22.2	3590871	58	0	3	3	0	1.235	1.234722	N	N	chr7	3551239
T6801	chr7	7p14.2	35796565	59	0	4	4	0	1.646	1.646296	N	N	chr7	35756955
T6801	chr7	7p14.1	41619155	60	0	4	4	0	1.646	1.646296	N	N	chr7	41579557
T6801	chr7	7q21.3	95135752	61	3	0	3	1.235	0	1.234722	N	N	chr7	95506440
T6801	chr7	7q22.2	103805926	62	3	0	3	1.235	0	1.234722	N	N	chr7	104165478
T6801	chr7	7q35	144095820	63	0	4	4	0	1.646	1.646296	N	N	chr7	144398727
T6801	chr8	8p12	35693655	64	0	3	3	0	1.235	1.234722	N	N	chr8	35836137
T6801	chr8	8q22.1	95097823	65	0	3	3	0	1.235	1.234722	N	N	chr8	94085595
T6801	chr8	8q23.3	112362066	66	0	3	3	0	1.235	1.234722	N	N	chr8	111349837
T6801	chr9	9p11.2	44070772	67	4	0	4	1.646	0	1.646296	N	N	chr9	42900347
T6801	chr9	9q22.32	98211852	68	3	0	3	1.235	0	1.234722	N	N	chr9	95449570
T6801	chr9	9q33.1	121476708	69	0	3	3	0	1.235	1.234722	N	N	chr9	118714430
T6801	chr9	9q33.1	122103146	70	5	0	5	2.058	0	2.05787	N	N	chr9	119340868
T6801	chr9	9q34.2	135988957	71	3	0	3	1.235	0	1.234722	N	N	chr9	133113570
T6801	chrX	Xp22.32	5968429	72	0	3	3	0	1.235	1.234722	N	N	chrX	6050388
T6801	chrX	Xp21.3	25228460	73	3	0	3	1.235	0	1.234722	N	N	chrX	25210343
T9692	chr1	1q25.2	176766703	1	0	14	14	0	2.617	2.617015	N	N	chr1	176797567
T9692	chr1	1q42.3	236276050	2	6	0	6	1.122	0	1.121577	N	N	chr1	236112750
T9692	chr22	22q12.1	27731046	3	8	0	8	1.496	0	1.495438	N	N	chr22	27335085
T9692	chr3	3q26.33	181925922	4	14	0	14	2.618	0	2.617015	N	N	chr3	182208134
T9692	chr3	3q26.33	181925947	5	29	0	29	5.422	0	5.42096	N	N	chr3	182208159
T9692	chr3	3q26.33	181925979	6	28	0	28	5.235	0	5.23403	N	N	chr3	182208191
T9692	chr3	3q26.33	181925992	7	43	0	43	8.04	0	8.037972	N	N	chr3	182208204
T9692	chr3	3q26.33	181926011	8	274	0	274	51.22	0	51.218714	N	N	chr3	182208223
T9692	chr3	3q26.33	182115664	9	0	332	332	0	62.061	62.060636	N	N	chr3	182397876
T9692	chr3	3q26.33	182115696	10	0	14	14	0	2.618	2.617016	N	N	chr3	182397908
T9692	chr3	3q26.33	182115707	11	0	18	18	0	3.366	3.364734	N	N	chr3	182397919
T9692	chr3	3q26.33	182115762	12	0	10	10	0	1.87	1.869296	N	N	chr3	182397974
T0468	chr2	2q22.3	146382651	1	0	55	55	0	15.504	15.50409	N	N	chr2	145625083
T0468	chr2	2q22.3	146382710	2	0	4	4	0	1.128	1.127571	N	N	chr2	145625142
T0468	chr2	2q22.3	146382808	3	0	4	4	0	1.128	1.12757	N	N	chr2	145625240
T0468	chr2	2q22.3	146382842	4	0	7	7	0	1.973	1.973248	N	N	chr2	145625274
T0468	chr2	2q22.3	146505635	5	7	0	7	1.974	0	1.973249	N	N	chr2	145748067
T0468	chr2	2q22.3	146505709	6	28	0	28	7.894	0	7.892993	N	N	chr2	145748141
T0468	chrX	Xq26.3	134177877	7	5	0	5	1.409	0	1.409463	N	N	chrX	135043847
T1418	chr1	1q21.1	142612141	1	22	12	34	5.549	3.027	8.575703	N	N	chr4_GL000008v2_random	76707
T1418	chr1	1q25.2	176429272	2	0	4	4	0	1.008	1.008906	N	N	chr1	176460136
T1418	chr11	11q14.1	83456629	3	0	4	4	0	1.009	1.008906	N	N	chr11	83745586
T1418	chr11	11q22.3	107457397	4	4	0	4	1.009	0	1.008906	N	N	chr11	107586671
T1418	chr12	12p13.31	6762401	5	0	5	5	0	1.261	1.261133	N	N	chr12	6653235
T1418	chr12	12q14.1	61149253	6	5	0	5	1.261	0	1.261133	N	N	chr12	60755472
T1418	chr12	12q21.33	89474515	7	0	4	4	0	1.009	1.008907	N	N	chr12	89080738
T1418	chr12	12q22	92607585	8	8	0	8	2.018	0	2.017812	N	N	chr12	92213809
T1418	chr12	12q23.3	107044449	9	0	4	4	0	1.009	1.008906	N	N	chr12	106650671
T1418	chr15	15q22.2	59580734	10	0	4	4	0	1.009	1.008906	N	N	chr15	59288535
T1418	chr17	17q22	51547440	11	4	0	4	1.009	0	1.008906	N	N	chr17	53470079
T1418	chr18	18q22.1	64045672	12	5	0	5	1.261	0	1.261133	N	N	chr18	66378435
T1418	chr19	19p12	24030134	13	0	4	4	0	1.009	1.008906	N	N	chr19	23847332
T1418	chr2	2p25.3	2457073	14	0	6	6	0	1.513	1.51336	N	N	chr2	2453301
T1418	chr2	2p25.3	2457906	15	0	123	123	0	31.022	31.023866	N	N	chr2	2454134
T1418	chr2	2p25.3	2457942	16	0	11	11	0	2.773	2.774493	N	N	chr2	2454170
T1418	chr2	2p25.3	2457955	17	0	17	17	0	4.287	4.287853	N	N	chr2	2454183
T1418	chr2	2p25.3	2457972	18	0	7	7	0	1.764	1.765587	N	N	chr2	2454200
T1418	chr2	2p25.3	2458001	19	0	9	9	0	2.269	2.27004	N	N	chr2	2454229
T1418	chr2	2p25.3	2458040	20	0	18	18	0	4.539	4.54008	N	N	chr2	2454268
T1418	chr2	2p25.3	2458068	21	3	4	7	0.757	1.009	1.765587	N	N	chr2	2454296
T1418	chr2	2p25.3	2458119	22	3	1	4	0.757	0.252	1.008907	N	N	chr2	2454347
T1418	chr2	2p25.3	2458866	23	8	0	8	2.018	0	2.017813	N	N	chr2	2455094
T1418	chr2	2p25.3	2458937	24	9	0	9	2.27	0	2.27004	N	N	chr2	2455165
T1418	chr2	2p22.1	40584069	25	0	4	4	0	1.009	1.008907	N	N	chr2	40356929
T1418	chr2	2q37.1	232143565	26	0	4	4	0	1.009	1.008907	N	N	chr2	231278852
T1418	chr3	3q11.2	96717515	27	0	4	4	0	1.009	1.008906	N	N	chr3	96998671
T1418	chr3	3q22.3	136585635	28	6	0	6	1.513	0	1.51336	N	N	chr3	136866793
T1418	chr3	3q22.3	136585735	29	6	0	6	1.513	0	1.51336	N	N	chr3	136866893
T1418	chr3	3q22.3	136585756	30	0	4	4	0	1.009	1.008906	N	N	chr3	136866914
T1418	chr3	3q22.3	137466235	31	4	0	4	1.008	0	1.008906	N	N	chr3	137747393
T1418	chr3	3q22.3	137466256	32	5	0	5	1.261	0	1.261134	N	N	chr3	137747414
T1418	chr3	3q22.3	137466294	33	16	1	17	4.036	0.252	4.287852	N	N	chr3	137747452
T1418	chr3	3q22.3	137466306	34	12	0	12	3.026	0	3.02672	N	N	chr3	137747464
T1418	chr3	3q22.3	137466328	35	22	0	22	5.548	0	5.548985	N	N	chr3	137747486
T1418	chr3	3q22.3	137466352	36	98	34	132	24.718	8.575	33.293905	N	N	chr3	137747510
T1418	chr3	3q22.3	137466394	37	0	8	8	0	2.017	2.017812	N	N	chr3	137747552
T1418	chr3	3q22.3	137466406	38	0	5	5	0	1.26	1.261133	N	N	chr3	137747564
T1418	chr3	3q22.3	137466427	39	0	7	7	0	1.765	1.765586	N	N	chr3	137747585
T1418	chr3	3q22.3	137466504	40	0	9	9	0	2.27	2.270039	N	N	chr3	137747662
T1418	chr3	3q22.3	137473724	41	4	0	4	1.008	0	1.008907	N	N	chr3	137754882
T1418	chr3	3q22.3	137473788	42	49	0	49	12.359	0	12.359101	N	N	chr3	137754946
T1418	chr3	3q22.3	137526090	43	6	0	6	1.513	0	1.513359	N	N	chr3	137807248
T1418	chr3	3q22.3	137526145	44	9	0	9	2.27	0	2.270039	N	N	chr3	137807303
T1418	chr3	3q22.3	137526169	45	47	0	47	11.854	0	11.854647	N	N	chr3	137807327
T1418	chr3	3q26.31	173258872	46	4	0	4	1.009	0	1.008907	N	N	chr3	173541082
T1418	chr3	3q29	195628768	47	0	4	4	0	1.009	1.008907	N	N	chr3	195901897
T1418	chr4	4q31.21	146509872	48	5	0	5	1.261	0	1.261133	N	N	chr4	145588720
T1418	chr5	5p15.31	7266526	49	0	4	4	0	1.009	1.008906	N	N	chr5	7266413
T1418	chr5	5q13.2	70874679	50	0	4	4	0	1.009	1.008906	N	N	chr5	71578852
T1418	chr5	5q33.3	157716359	51	0	4	4	0	1.009	1.008906	N	N	chr5	158289351
T1418	chr6	6q16.3	104981039	52	4	0	4	1.009	0	1.008906	N	N	chr6	104533164
T1418	chr7	7p14.3	29059388	53	2	3	5	0.504	0.757	1.261133	N	N	chr7	29019772
T1418	chr8	8q11.21	51482096	54	0	5	5	0	1.261	1.261133	N	N	chr8	50569536
T1418	chr9	9p13.2	36533450	55	0	27	27	0	6.81	6.810117	N	N	chr9	36533453
T1418	chr9	9p13.2	36533557	56	0	5	5	0	1.261	1.261133	N	N	chr9	36533560
T1418	chr9	9p13.2	36561372	57	21	0	21	5.297	0	5.296757	N	N	chr9	36561375
T1418	chr9	9p13.2	36562139	58	0	4	4	0	1.009	1.008906	N	N	chr9	36562142
T1418	chr9	9p13.2	36562207	59	10	0	10	2.521	0	2.522266	N	N	chr9	36562210
T1418	chr9	9p13.2	36562237	60	98	0	98	24.717	0	24.718201	N	N	chr9	36562240
T1418	chr9	9p13.2	36563344	61	0	10	10	0	2.522	2.522266	N	N	chr9	36563347
T1418	chr9	9p13.2	36563371	62	0	4	4	0	1.008	1.008907	N	N	chr9	36563374
T1418	chr9	9p13.2	36563398	63	0	4	4	0	1.009	1.008907	N	N	chr9	36563401
T1418	chr9	9p13.2	36567029	64	6	0	6	1.513	0	1.51336	N	N	chr9	36567032
T1418	chr9	9p13.2	36567079	65	5	0	5	1.261	0	1.261133	N	N	chr9	36567082
T1418	chr9	9p13.2	36567216	66	86	0	86	21.691	0	21.691482	N	N	chr9	36567219
T1418	chrX	Xp22.12	20019505	67	0	4	4	0	1.009	1.008906	N	N	chrX	20001387
T2327	chr1	1q23.1	158828893	1	0	5	5	0	1.549	1.549408	N	N	chr1	158859103
T2327	chr12	12q23.2	103065598	2	0	5	5	0	1.55	1.549408	N	N	chr12	102671820
T2327	chr18	18q12.1	25047653	3	0	5	5	0	1.55	1.549408	N	N	chr18	27467689
T2327	chr18	18q21.2	50601053	4	0	5	5	0	1.549	1.549408	N	N	chr18	53074683
T2327	chr21	21p11.2	9831305	5	6	0	6	1.859	0	1.85929	N	N	chr21	8992472
T2327	chr4	4p15.1	32743408	6	0	6	6	0	1.859	1.85929	N	N	chr4	32741786
T2327	chr5	5p14.1	26668445	7	5	0	5	1.549	0	1.549408	N	N	chr5	26668336
T2327	chr7	7q36.3	155822976	8	5	0	5	1.549	0	1.549408	N	N	chr7	156030282
T2327	chrX	Xp22.12	21586425	9	4	0	4	1.24	0	1.239526	N	N	chrX	21568307
T2327	chrX	Xp21.3	28276047	10	0	4	4	0	1.24	1.239526	N	N	chrX	28257930
T1774	chr13	13q31.2	88482113	1	0	5	5	0	1.091	1.090936	N	N	chr13	87829858
T1774	chr17	17q21.32	46688971	2	10	1	11	2.18	0.218	2.400057	N	N	chr17	48611609
T1774	chr17	17q21.32	46689042	3	10	0	10	2.181	0	2.181871	N	N	chr17	48611680
T1774	chr17	17q21.32	46689065	4	5	0	5	1.09	0	1.090935	N	N	chr17	48611703
T1774	chr17	17q21.32	46689096	5	20	0	20	4.363	0	4.363743	N	N	chr17	48611734
T1774	chr17	17q21.32	46689121	6	14	0	14	3.054	0	3.05462	N	N	chr17	48611759
T1774	chr17	17q21.32	46689148	7	21	0	21	4.582	0	4.581931	N	N	chr17	48611786
T1774	chr17	17q21.32	46689189	8	98	0	98	21.383	0	21.382347	N	N	chr17	48611827
T1774	chr17	17q21.32	46689218	9	0	126	126	0	27.492	27.491588	N	N	chr17	48611856
T1774	chr17	17q21.32	46689259	10	0	42	42	0	9.164	9.163862	N	N	chr17	48611897
T1774	chr17	17q21.32	46689327	11	0	8	8	0	1.745	1.745497	N	N	chr17	48611965
T1774	chr17	17q21.32	46689396	12	0	7	7	0	1.526	1.527309	N	N	chr17	48612034
T6709	chr11	11q22.1	97629606	1	0	7	7	0	1.612	1.611751	N	N	chr11	97758606
T6709	chr12	12q24.13	112856620	2	0	5	5	0	1.151	1.15125	N	N	chr12	112418816
T6709	chr12	12q24.13	112876154	3	6	0	6	1.382	0	1.381501	N	N	chr12	112438350
T6709	chr14	14q32.2	99719287	4	0	5	5	0	1.151	1.15125	N	N	chr14	99252950
T6709	chr19	19p12	23074276	5	6	0	6	1.381	0	1.381501	N	N	chr19	22891474
T6709	chr3	3p14.2	60373531	6	18	0	18	4.145	0	4.144502	N	N	chr3	60387798
T6709	chr6	6q21	107315463	7	22	0	22	5.066	0	5.065502	N	N	chr6	106994259
T6709	chr9	9q34.3	141025972	8	0	5	5	0	1.151	1.15125	N	N	chr9	138131520
T9926	chr1	1p36.32	4336794	1	0	3	3	0	1.049	1.049401	N	N	chr1	4276734
T9926	chr1	1p31.1	84040594	2	0	3	3	0	1.049	1.049401	N	N	chr1	83574911
T9926	chr1	1q25.2	180237264	3	3	0	3	1.049	0	1.049401	N	N	chr1	180268129
T9926	chr1	1q32.1	203604251	4	3	0	3	1.05	0	1.0494	N	N	chr1	203635123
T9926	chr10	10q11.23	52150594	5	3	0	3	1.049	0	1.049401	N	N	chr10	50390834
T9926	chr10	10q21.2	61748463	6	0	3	3	0	1.05	1.0494	N	N	chr10	59988705
T9926	chr14	14q21.2	45031068	7	0	3	3	0	1.05	1.0494	N	N	chr14	44561865
T9926	chr16	16p11.2	33999689	8	3	0	3	1.049	0	1.049401	N	N	chr16	34197222
T9926	chr18	18q12.3	42479266	9	0	3	3	0	1.05	1.0494	N	N	chr18	44899301
T9926	chr2	2q14.3	129403635	10	3	0	3	1.049	0	1.049401	N	N	chr2	128646061
T9926	chr21	21q21.2	25057294	11	3	0	3	1.049	0	1.049401	N	N	chr21	23684977
T9926	chr7	7p11.2	57270153	12	0	3	3	0	1.049	1.049401	N	N	chr7	57202446
T9926	chr7	7q21.11	84949539	13	5	0	5	1.749	0	1.749001	N	N	chr7	85320223
T3840	chr3	3q28	190261067	1	6	0	6	1.663	0	1.663723	N	N	chr3	190543278
T3840	chr3	3q28	190261129	2	7	0	7	1.94	0	1.94101	N	N	chr3	190543340
T3840	chr3	3q28	190261170	3	8	0	8	2.218	0	2.218298	N	N	chr3	190543381
T3840	chr3	3q28	190261198	4	4	0	4	1.108	0	1.109148	N	N	chr3	190543409
T3840	chr3	3q28	190261239	5	13	0	13	3.604	0	3.604734	N	N	chr3	190543450
T3840	chr3	3q28	190261270	6	7	51	58	1.941	14.142	16.082663	N	N	chr3	190543481
T3840	chr3	3q28	190261274	7	0	11	11	0	3.05	3.05016	N	N	chr3	190543485
T3840	chr3	3q28	190261309	8	0	4	4	0	1.109	1.109149	N	N	chr3	190543520
T3840	chr3	3q28	190261327	9	0	12	12	0	3.327	3.327447	N	N	chr3	190543538
T3840	chr3	3q28	190261343	10	0	5	5	0	1.386	1.386436	N	N	chr3	190543554
T3840	chr3	3q28	190261371	11	0	4	4	0	1.109	1.109149	N	N	chr3	190543582
T3840	chr3	3q28	190261435	12	0	4	4	0	1.109	1.109149	N	N	chr3	190543646
T3840	chr7	7q21.11	84915755	13	0	4	4	0	1.109	1.109149	N	N	chr7	85286439
T3840	chr8	8q24.21	128381896	14	4	0	4	1.109	0	1.109149	N	N	chr8	127369650
T8742	chr1	1p36.22	11100541	1	9	0	9	2.14	0	2.140183	N	N	chr1	11040484
T8742	chr10	10p14	9957143	2	0	5	5	0	1.189	1.188991	N	N	chr10	9915180
T8742	chr11	11p11.2	44963586	3	0	5	5	0	1.189	1.188991	N	N	chr11	44942035
T8742	chr17	17q22	53804395	4	0	8	8	0	1.903	1.902385	N	N	chr17	55727034
T8742	chr6	6q13	71358848	5	0	5	5	0	1.189	1.188991	N	N	chr6	70649145
T8742	chr8	8q24.21	128225237	6	0	132	132	0	31.392	31.38935	N	N	chr8	127212992
T8742	chr8	8q24.21	128225270	7	0	9	9	0	2.141	2.140182	N	N	chr8	127213025
T8742	chr8	8q24.21	128225306	8	0	25	25	0	5.945	5.944952	N	N	chr8	127213061
T8742	chr8	8q24.21	128225311	9	0	8	8	0	1.902	1.902384	N	N	chr8	127213066
T8742	chr8	8q24.21	128225338	10	0	6	6	0	1.427	1.426788	N	N	chr8	127213093
T8742	chr8	8q24.21	128373346	11	0	483	483	0	114.858	114.856482	N	N	chr8	127361100
T8742	chr8	8q24.21	128373374	12	0	71	71	0	16.884	16.883664	N	N	chr8	127361128
T8742	chr8	8q24.21	128373407	13	0	26	26	0	6.183	6.182749	N	N	chr8	127361161
T8742	chr8	8q24.21	128373410	14	0	17	17	0	4.042	4.042566	N	N	chr8	127361164
T8742	chr8	8q24.21	128373452	15	0	15	15	0	3.568	3.566971	N	N	chr8	127361206
T8742	chr8	8q24.21	128373458	16	0	29	29	0	6.899	6.896144	N	N	chr8	127361212
T8742	chr8	8q24.21	128373480	17	0	11	11	0	2.617	2.615779	N	N	chr8	127361234
T8742	chr8	8q24.21	128373503	18	0	8	8	0	1.903	1.902384	N	N	chr8	127361257
T8742	chr8	8q24.21	128373536	19	0	5	5	0	1.189	1.18899	N	N	chr8	127361290
T8742	chr8	8q24.21	128381701	20	10	0	10	2.379	0	2.37798	N	N	chr8	127369455
T8742	chr8	8q24.21	128381725	21	7	0	7	1.665	0	1.664586	N	N	chr8	127369479
T8742	chr8	8q24.21	128381742	22	15	0	15	3.567	0	3.566971	N	N	chr8	127369496
T8742	chr8	8q24.21	128381769	23	9	0	9	2.142	0	2.140182	N	N	chr8	127369523
T8742	chr8	8q24.21	128381798	24	26	0	26	6.182	0	6.18275	N	N	chr8	127369552
T8742	chr8	8q24.21	128381817	25	26	0	26	6.184	0	6.182749	N	N	chr8	127369571
T8742	chr8	8q24.21	128381847	26	41	0	41	9.75	0	9.749722	N	N	chr8	127369601
T8742	chr8	8q24.21	128381861	27	55	0	55	13.079	0	13.078896	N	N	chr8	127369615
T8742	chr8	8q24.21	128381896	28	545	0	545	129.599	0	129.599965	N	N	chr8	127369650
T8742	chr9	9q34.11	133422839	29	8	0	8	1.903	0	1.902385	N	N	chr9	130547452
T6570	chr13	13q22.1	73925030	1	0	85	85	0	28.33	28.330934	N	N	chr13	73350893
T6570	chr13	13q22.1	73925074	2	0	5	5	0	1.666	1.666525	N	N	chr13	73350937
T6570	chr13	13q22.1	73925131	3	0	6	6	0	2	1.99983	N	N	chr13	73350994
T6570	chr13	13q22.1	73925165	4	0	13	13	0	4.332	4.332965	N	N	chr13	73351028
T6570	chr13	13q22.1	74232567	5	8	0	8	2.667	0	2.666441	N	N	chr13	73658430
