sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
CESC-EX-A69L-TP	HPV16~1811~+~chr2~56323462~+	chr2	56323462	HPV16	1811	53	chr2:57232779	3	MIR217HG;RP11-481J13.1;AC011306.1;AC007743.1;RNA5SP93;<-(CCDC85A)->	AC008173.1;RP11-443I9.1;AC009406.1;AC009406.2;RP11-127H13.1
CESC-C5-A1BM-TP	chr2~72179462~+~HPV18~930~-	chr2	72179462	HPV18	930	553	chr2:72179462	2	RNU6-105P;DYSF;RPS20P10;CYP26B1;AC006461.1;<-(EXOC6B)->	AC006461.2;RNU2-39P;SNORD78;SPR;EMX1
CESC-EA-A5ZD-TP	HPV58~899~+~chr2~71946323~+	chr2	71946323	HPV58	899	1226	chr2:72179462	2	PAIP2B;ZNF638;ZNF638-IT1;RNU6-105P;DYSF	RPS20P10;CYP26B1;AC006461.1;AC006461.2;EXOC6B
CESC-Q1-A73O-TP	chr2~78340189~+~HPV18~3193~-	chr2	78340189	HPV18	3193	828	chr2:78334546	2	AC084149.1;AC105399.1;AC105399.2;AC073628.1;AC012494.1	CYCSP6;RP11-601H16.1;AC092660.1;RNU6-827P;RNU6-812P
LIHC-DD-A116-NT	NC_003977_3182nt_Hepatitis_B_virus~1817~+~chr2~77960304~+	chr2	77960304	NC_003977_3182nt_Hepatitis_B_virus	1817	16	chr2:78334546	2	AC084149.2;AC084149.1;AC105399.1;AC105399.2;AC073628.1	AC012494.1;CYCSP6;RP11-601H16.1;AC092660.1;RNU6-827P
HNSC-CV-7100-TP	chr3~111684326~+~HPV33~895~-	chr3	111684326	HPV33	895	44	chr3:111677139	2	RP11-615J4.3;RP11-615J4.4;ZBED2;RP11-402J7.2;PLCXD2-AS1;<-(PLCXD2)->	PHLDB2;ABHD10;TAGLN3;RFKP2;TMPRSS7
LIHC-DD-A116-NT	chr3~111480205~+~NC_003977_3182nt_Hepatitis_B_virus~1790~-	chr3	111480205	NC_003977_3182nt_Hepatitis_B_virus	1790	11	chr3:111677139	2	Y_RNA;RP11-553A10.1;PVRL3-AS1;PVRL3;ATP6V0CP2;<-(CD96)->;<-(RP11-615J4.3)->	RP11-615J4.4;ZBED2;RP11-402J7.2;PLCXD2-AS1;PLCXD2
LUSC-98-A53D-TP	chr3~177423782~+~HPV30~906~-	chr3	177423782	HPV30	906	114	chr3:177423782	2	Y_RNA;RNU6-681P;ASS1P7;LINC00501;RP11-706D8.3	RN7SKP52;LINC00578;SNORA18;RP11-114M1.2;RP11-114M1.1
CESC-JW-A5VI-TP	chr3~177423782~+~HPV30~906~-	chr3	177423782	HPV30	906	4983	chr3:177423782	2	Y_RNA;RNU6-681P;ASS1P7;LINC00501;RP11-706D8.3	RN7SKP52;LINC00578;SNORA18;RP11-114M1.2;RP11-114M1.1
CESC-ZJ-AAXJ-TP	HPV16~4282~+~chr3~181847464~+	chr3	181847464	HPV16	4282	215	chr3:181989968	4	SOX2OT_exon3;SOX2;SOX2OT_exon4;RN7SL703P;RNA5SP150	RP11-252O18.2;RP11-252O18.3;RN7SKP265;LINC01206;RP11-416O18.2
HNSC-TN-A7HI-TP	chr3~181991039~+~HPV33~895~-	chr3	181991039	HPV33	895	885	chr3:181989968	4	RN7SL703P;RNA5SP150;RP11-252O18.2;RP11-252O18.3;RN7SKP265;<-(LINC01206)->	RP11-416O18.2;RP11-338L18.1;EIF4EP3;FLJ46066;RP11-139K4.2
HNSC-CN-A499-TP	chr3~181644221~+~HPV16~809~-	chr3	181644221	HPV16	809	17	chr3:181989968	4	FAUP2;RP11-275H4.1;RPL7AP25;RP11-4B14.3;SOX2OT_exon1;<-(SOX2-OT)->	AC117415.1;SOX2OT_exon3;SOX2;SOX2OT_exon4;RN7SL703P
CESC-VS-A8EC-TP	HPV16~881~+~chr3~181739568~+	chr3	181739568	HPV16	881	338	chr3:181989968	4	SOX2OT_exon1;AC117415.1;SOX2OT_exon3;SOX2;SOX2OT_exon4;<-(SOX2-OT)->	RN7SL703P;RNA5SP150;RP11-252O18.2;RP11-252O18.3;RN7SKP265
LIHC-DD-AACS-TP	NC_003977_3182nt_Hepatitis_B_virus~2450~+~chr3~183111076~+	chr3	183111076	NC_003977_3182nt_Hepatitis_B_virus	2450	87	chr3:183607578	2	ATP11B;RP11-531F16.4;RP11-531F16.3;DCUN1D1;MCCC1-AS1;<-(MCCC1)->	LAMP3;RNA5SP151;B3GNT5;MCF2L2;LINC00888
LIHC-DD-AADV-TP	chr3~183607578~+~NC_003977_3182nt_Hepatitis_B_virus~1760~-	chr3	183607578	NC_003977_3182nt_Hepatitis_B_virus	1760	18	chr3:183607578	2	SNORA63;SNORA4;RP11-393B14.2;KLHL6;KLHL6-AS1	RP11-14I2.2;KLHL24;YEATS2;AC131160.1;AC131160.2
LIHC-DD-A116-NT	chr3~184368921~+~NC_003977_3182nt_Hepatitis_B_virus~1743~-	chr3	184368921	NC_003977_3182nt_Hepatitis_B_virus	1743	90	chr3:183607578	2	EIF4G1;SNORD66;FAM131A;CLCN2;POLR2H;<-(EIF2B5)->	THPO;CHRD;RP11-433C9.2;EIF2B5-IT1;EIF2B5-AS1
CESC-JW-A5VG-TP	HPV59~888~+~chr3~189935001~+	chr3	189935001	HPV59	888	1374	chr3:190333947	9	TPRG1;TPRG1-AS2;RP11-600G3.1;TP63;MIR944	MTAPP2;P3H2;P3H2-AS1;AC067718.1;RNU6-1109P
CESC-C5-A2LY-TP	chr3~189897447~+~HPV16~233~-	chr3	189897447	HPV16	233	1767	chr3:190333947	9	TPRG1;TPRG1-AS2;RP11-600G3.1;TP63;MIR944	MTAPP2;P3H2;P3H2-AS1;AC067718.1;RNU6-1109P
CESC-VS-A9UY-TP	chr3~189899624~+~HPV16~881~-	chr3	189899624	HPV16	881	726	chr3:190333947	9	TPRG1;TPRG1-AS2;RP11-600G3.1;TP63;MIR944	MTAPP2;P3H2;P3H2-AS1;AC067718.1;RNU6-1109P
CESC-DS-A0VL-TP	chr3~190137294~+~HPV16~881~-	chr3	190137294	HPV16	881	3939	chr3:190333947	9	RP11-600G3.1;TP63;MIR944;MTAPP2;P3H2;<-(P3H2-AS1)->	AC067718.1;RNU6-1109P;NMNAT1P3;CLDN1;CLDN16
CESC-HG-A2PA-TP	HPV16~881~+~chr3~189935001~+	chr3	189935001	HPV16	881	937	chr3:190333947	9	TPRG1;TPRG1-AS2;RP11-600G3.1;TP63;MIR944	MTAPP2;P3H2;P3H2-AS1;AC067718.1;RNU6-1109P
CESC-MY-A913-TP	chr3~190374604~+~HPV45~3391~+	chr3	190374604	HPV45	3391	1825	chr3:190333947	9	P3H2-AS1;AC067718.1;RNU6-1109P;NMNAT1P3;CLDN1;<-(CLDN16)->	TMEM207;IL1RAP;GCNT1P3;RN7SKP296;RP11-268E23.2
CESC-EK-A3GK-TP	HPV16~881~+~chr3~196042492~+	chr3	196042492	HPV16	881	74	chr3:196042492	3	AC024937.6;RP11-480A16.1;AC024937.1;SDHAP1;AC024937.4;<-(TFRC)->	AC024937.2;RNU7-18P;LINC00885;Y_RNA;ZDHHC19
LIHC-DD-A116-NT	chr3~195445419~+~NC_003977_3182nt_Hepatitis_B_virus~1791~-	chr3	195445419	NC_003977_3182nt_Hepatitis_B_virus	1791	14	chr3:196042492	3	Metazoa_SRP;ACAP2-IT1;AC069213.4;ACAP2;Y_RNA	RNU6ATAC24P;PPP1R2;AC091633.3;RN7SL73P;AC091633.2
CESC-ZJ-AAXU-TP	chr3~195181625~+~HPV16~1277~-	chr3	195181625	HPV16	1277	13	chr3:196042492	3	AC090505.1;XXYLT1-AS1;MIR3137;RN7SL36P;XXYLT1-AS2;<-(XXYLT1)->	RNU6-25P;Metazoa_SRP;ACAP2-IT1;AC069213.4;ACAP2
LIHC-CC-A9FS-TP	NC_003977_3182nt_Hepatitis_B_virus~1823~+~chr3~10026~+	chr3	10026	NC_003977_3182nt_Hepatitis_B_virus	1823	14	chr3:399058	2		AY269186.1;AY269186.2;CHL1-AS2;RNU6-1194P;CHL1
LIHC-G3-A3CH-NT	chr3~399058~+~NC_003977_3182nt_Hepatitis_B_virus~1828~-	chr3	399058	NC_003977_3182nt_Hepatitis_B_virus	1828	24	chr3:399058	2	AY269186.2;CHL1-AS2;RNU6-1194P;RPS8P6;CHL1-AS1;<-(CHL1)->	RPSAP32;LINC01266;AC090044.2;AC087430.1;RN7SL120P
LIHC-DD-AAE2-TP	chr3~58509026~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	chr3	58509026	NC_003977_3182nt_Hepatitis_B_virus	461	127	chr3:58505290	2	PXK;RP11-802O23.3;PDHB;RP11-359I18.5;KCTD6;<-(ACOX2)->	RP11-359I18.1;RP11-475O23.2;FAM107A;RP11-475O23.3;FAM3D
CESC-FU-A3WB-TP	HPV16~881~+~chr3~58163153~+	chr3	58163153	HPV16	881	2777	chr3:58505290	2	DENND6A;RP11-755B10.3;RP11-332H21.2;SLMAP;PPIAP16;<-(FLNB)->;<-(FLNB-AS1)->	DNASE1L3;ABHD6;RPP14;RPP14;RP11-80H18.4
LIHC-DD-AADF-TP	NC_003977_3182nt_Hepatitis_B_virus~1810~+~chr4~121822033~+	chr4	121822033	NC_003977_3182nt_Hepatitis_B_virus	1810	11	chr4:121823413	4	TUBB4BP5;ANXA5;TMEM155;PP12613;EXOSC9;<-(CCNA2)->	BBS7;RP11-63B13.1;TRPC3;AC097533.1;RN7SL335P
LIHC-BC-A10Y-TP	NC_001401_4679nt_Adeno_associated_virus_2~4161~-~chr4~121823413~+	chr4	121823413	NC_001401_4679nt_Adeno_associated_virus_2	4161	149	chr4:121823413	4	TUBB4BP5;ANXA5;TMEM155;PP12613;EXOSC9;<-(CCNA2)->	BBS7;RP11-63B13.1;TRPC3;AC097533.1;RN7SL335P
LIHC-ZS-A9CF-TP	NC_001401_4679nt_Adeno_associated_virus_2~3407~-~chr4~121821244~+	chr4	121821244	NC_001401_4679nt_Adeno_associated_virus_2	3407	35	chr4:121823413	4	TUBB4BP5;ANXA5;TMEM155;PP12613;EXOSC9;<-(CCNA2)->	BBS7;RP11-63B13.1;TRPC3;AC097533.1;RN7SL335P
LIHC-ZS-A9CF-TR	NC_001401_4679nt_Adeno_associated_virus_2~3428~-~chr4~121823226~+	chr4	121823226	NC_001401_4679nt_Adeno_associated_virus_2	3428	49	chr4:121823413	4	TUBB4BP5;ANXA5;TMEM155;PP12613;EXOSC9;<-(CCNA2)->	BBS7;RP11-63B13.1;TRPC3;AC097533.1;RN7SL335P
HNSC-P3-A5Q5-TP	chr4~139807086~+~HPV16~2974~-	chr4	139807086	HPV16	2974	78	chr4:139730668	2	RP11-308D13.3;RN7SKP237;H3F3AP6;MGST2;RN7SKP253;<-(MAML3)->	RP11-392B6.1;RP11-425I13.2;SCOC;SCOC-AS1;RPL14P3
LIHC-G3-A3CH-NT	chr4~139028438~+~NC_003977_3182nt_Hepatitis_B_virus~1764~-	chr4	139028438	NC_003977_3182nt_Hepatitis_B_virus	1764	16	chr4:139730668	2	AC093766.1;RP11-371F15.3;RP11-577B7.1;Metazoa_SRP;AC093602.1;<-(CCRN4L)->;<-(ELF2)->	RNU6-531P;RN7SL382P;PPP1R14BP3;Metazoa_SRP;RN7SL311P
PAAD-H8-A6C1-TP	HPV35~884~+~chr4~142660782~+	chr4	142660782	HPV35	884	11	chr4:142660782	2	RP11-208N20.1;IL15;RPL5P13;LSM3P4;RP11-223C24.2;<-(INPP4B)->;<-(RP11-223C24.1)->	RP11-54P19.1;RP11-284M14.1;USP38;RP11-364L4.3;Y_RNA
CESC-HM-A3JK-TP	HPV35~884~+~chr4~142660782~+	chr4	142660782	HPV35	884	2966	chr4:142660782	2	RP11-208N20.1;IL15;RPL5P13;LSM3P4;RP11-223C24.2;<-(INPP4B)->;<-(RP11-223C24.1)->	RP11-54P19.1;RP11-284M14.1;USP38;RP11-364L4.3;Y_RNA
LIHC-DD-AADV-TP	chr4~151390410~+~NC_003977_3182nt_Hepatitis_B_virus~1760~-	chr4	151390410	NC_003977_3182nt_Hepatitis_B_virus	1760	18	chr4:151390410	2	RP11-731D1.1;RP11-731D1.3;PRSS48;RNU6-1282P;RP11-731D1.4	RP11-610P16.1;FAM160A1;AC097455.1;RN7SKP35;RP11-164P12.4
LIHC-CC-A8HT-TP	NC_003977_3182nt_Hepatitis_B_virus~1804~+~chr4~150864667~+	chr4	150864667	NC_003977_3182nt_Hepatitis_B_virus	1804	16	chr4:151390410	2	RP11-174F8.1;RP11-1336O20.2;MAB21L2;AC110813.1;ZBTB8OSP1;<-(LRBA)->	RNA5SP168;AK4P6;SNORD73;RPS3A;SNORD73A
LIHC-G3-A3CH-NT	NC_003977_3182nt_Hepatitis_B_virus~1752~+~chr4~153937168~+	chr4	153937168	NC_003977_3182nt_Hepatitis_B_virus	1752	14	chr4:154570759	2	RP11-153M7.5;RNF175;AC020703.1;SFRP2;AC020703.2	AC079298.1;RP11-290O12.2;RP11-9N12.2;RP11-9N12.3;DCHS2
LIHC-FV-A3R2-NT	chr4~154570759~+~NC_001401_4679nt_Adeno_associated_virus_2~250~-	chr4	154570759	NC_001401_4679nt_Adeno_associated_virus_2	250	10	chr4:154570759	2	RP11-290O12.1;RP11-158C21.2;PLRG1;RNU6-1285P;RP11-158C21.3;<-(FGB)->	FGA;FGG;LRAT;RP11-21G20.1;RP11-21G20.3
CESC-C5-A7CL-TP	chr4~168650172~+~HPV16~881~-	chr4	168650172	HPV16	881	1394	chr4:168650172	2	DDX60;DDX60L;SNORA51;BTF3L4P4;RP11-610J23.1;<-(PALLD)->	RNU6-1336P;RPL9P16;RP11-635L1.3;RP11-635L1.2;RNU6-853P
CESC-C5-A7CM-TP	HPV18~930~+~chr4~168075290~+	chr4	168075290	HPV18	930	303	chr4:168650172	2	RP11-436A7.1;RN7SL776P;PHBP14;RN7SKP188;RP11-521F1.1;<-(RP11-310I9.1)->	ANXA10;DDX60;DDX60L;SNORA51;BTF3L4P4
LIHC-CC-A9FS-TP	chr4~190122527~+~NC_003977_3182nt_Hepatitis_B_virus~1823~-	chr4	190122527	NC_003977_3182nt_Hepatitis_B_virus	1823	45	chr4:190122527	2	AC126281.7;DUX4L3;AC126281.6;DUX4L2;AC126281.4	DUX4;AC215524.1;ABC7-42391500H16.2
LIHC-DD-AADU-TP	chr4~190122493~+~NC_003977_3182nt_Hepatitis_B_virus~1804~-	chr4	190122493	NC_003977_3182nt_Hepatitis_B_virus	1804	49	chr4:190122527	2	AC126281.7;DUX4L3;AC126281.6;DUX4L2;AC126281.4	DUX4;AC215524.1;ABC7-42391500H16.2
HNSC-P3-A5QF-TP	HPV16~881~+~chr4~38115709~+	chr4	38115709	HPV16	881	72	chr4:39043292	2	RP11-177C12.1;PTTG2;RP11-177C12.4;MRPS33P2;AC108933.1;<-(TBC1D1)->	AC098680.1;RP11-600L4.1;RP11-83C7.1;RP11-83C7.3;LINC01258
LIHC-G3-A3CH-NT	NC_003977_3182nt_Hepatitis_B_virus~1711~+~chr4~39043292~+	chr4	39043292	NC_003977_3182nt_Hepatitis_B_virus	1711	12	chr4:39043292	2	TLR6;AC108044.1;MIR574;FAM114A1;TMEM156	KLHL5;RP11-360F5.1;RP11-360F5.3;WDR19;RNU6-32P
CESC-C5-A1MF-TP	chr4~43353857~+~HPV45~3637~+	chr4	43353857	HPV45	3637	91	chr4:44208694	2	RP11-109E24.1;RN7SKP82;GRXCR1;RP11-395F4.1;RP11-1E6.1	RP11-324J13.3;RP11-324J13.1;RP11-324J13.2;RP11-466J24.1;RN7SL691P
LIHC-BC-A10W-NT	chr4~44208694~+~NC_003977_3182nt_Hepatitis_B_virus~1796~-	chr4	44208694	NC_003977_3182nt_Hepatitis_B_virus	1796	15	chr4:44208694	2	RN7SL691P;RN7SL193P;RP11-663P9.2;RP11-663P9.1;RP11-328N19.1;<-(KCTD8)->	Metazoa_SRP;AC131951.1;RP11-500G9.1;YIPF7;GUF1
CESC-C5-A7X5-TP	chr4~68854031~+~HPV35~884~-	chr4	68854031	HPV35	884	1360	chr4:69065419	2	RP11-1267H10.4;CTD-2005D20.1;RP11-468N14.1;UGT2B10;RP11-468N14.3	RP11-468N14.4;RP11-468N14.5;RP11-468N14.6;RP11-468N14.7;RP11-468N14.13
LIHC-G3-A3CH-NT	NC_003977_3182nt_Hepatitis_B_virus~1819~+~chr4~69065419~+	chr4	69065419	NC_003977_3182nt_Hepatitis_B_virus	1819	111	chr4:69065419	2	RP11-468N14.12;RP11-468N14.11;RP11-813N20.1;RP11-813N20.2;RP11-813N20.3;<-(UGT2B7)->;<-(UGT2B11)->	RP13-644M16.5;RP13-644M16.1;RP13-644M16.3;RP13-644M16.2;RP13-644M16.4
CESC-C5-A1BJ-TP	chr4~73777731~+~HPV16~881~-	chr4	73777731	HPV16	881	2945	chr4:73996336	3	RP11-622A1.2;RP11-622A1.1;RASSF6;AC112518.3;CXCL8;<-(RP11-447E20.1)->	CXCL6;PF4V1;CXCL1;HNRNPA1P55;CXCL1P
HNSC-BB-7861-TP	chr4~73996336~+~HPV16~877~-	chr4	73996336	HPV16	877	76	chr4:73996336	3	CXCL1;HNRNPA1P55;CXCL1P;PF4;PPBP;<-(CXCL5)->	RN7SL218P;CXCL3;PPBPP2;RP11-629B11.4;CXCL2
CESC-ZJ-AAXB-TP	chr4~73777731~+~HPV18~930~-	chr4	73777731	HPV18	930	660	chr4:73996336	3	RP11-622A1.2;RP11-622A1.1;RASSF6;AC112518.3;CXCL8;<-(RP11-447E20.1)->	CXCL6;PF4V1;CXCL1;HNRNPA1P55;CXCL1P
CESC-JW-A852-TP	chr4~86560130~+~HPV16~3531~-	chr4	86560130	HPV16	3531	39	chr4:86734302	4	RP13-514E23.2;RP13-514E23.1;RP11-778J15.1;RN7SKP96;MIR4452;<-(MAPK10)->	PTPN13;SLC10A6;RP11-397E7.1;RP11-397E7.2;C4orf36
CESC-EK-A2PK-TP	chr4~86615100~+~HPV18~3597~-	chr4	86615100	HPV18	3597	490	chr4:86734302	4	RP13-514E23.1;RP11-778J15.1;MAPK10;RN7SKP96;MIR4452;<-(PTPN13)->	SLC10A6;RP11-397E7.1;RP11-397E7.2;C4orf36;RP11-397E7.4
CESC-VS-A8QC-TP	HPV16~881~+~chr4~86734302~+	chr4	86734302	HPV16	881	408	chr4:86734302	4	RP13-514E23.1;RP11-778J15.1;MAPK10;RN7SKP96;MIR4452;<-(PTPN13)->	SLC10A6;RP11-397E7.1;RP11-397E7.2;C4orf36;RP11-397E7.4
CESC-WL-A834-TP	chr4~86635372~+~HPV16~408~+	chr4	86635372	HPV16	408	43	chr4:86734302	4	RP13-514E23.1;RP11-778J15.1;MAPK10;RN7SKP96;MIR4452;<-(PTPN13)->	SLC10A6;RP11-397E7.1;RP11-397E7.2;C4orf36;RP11-397E7.4
LIHC-DD-AADU-TP	NC_003977_3182nt_Hepatitis_B_virus~1793~+~chr5~1306848~+	chr5	1306848	NC_003977_3182nt_Hepatitis_B_virus	1793	3859	chr5:1306848	16	SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3
LIHC-DD-AADV-TP	NC_003977_3182nt_Hepatitis_B_virus~461~+~chr5~1295726~+	chr5	1295726	NC_003977_3182nt_Hepatitis_B_virus	461	22	chr5:1306848	16	SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3
LIHC-G3-A25U-TP	chr5~1294669~+~NC_003977_3182nt_Hepatitis_B_virus~1368~+	chr5	1294669	NC_003977_3182nt_Hepatitis_B_virus	1368	12	chr5:1306848	16	MIR4635;SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;<-(TERT)->	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3
LIHC-DD-AAD0-TP	chr5~1295116~+~NC_003977_3182nt_Hepatitis_B_virus~1810~-	chr5	1295116	NC_003977_3182nt_Hepatitis_B_virus	1810	10	chr5:1306848	16	SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3
LIHC-DD-AACK-TP	NC_003977_3182nt_Hepatitis_B_virus~1820~+~chr5~1295345~+	chr5	1295345	NC_003977_3182nt_Hepatitis_B_virus	1820	2072	chr5:1306848	16	SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3
LIHC-DD-AAE6-TP	chr5~1295347~+~NC_003977_3182nt_Hepatitis_B_virus~1817~-	chr5	1295347	NC_003977_3182nt_Hepatitis_B_virus	1817	30	chr5:1306848	16	SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3
LIHC-DD-AAD6-TP	NC_003977_3182nt_Hepatitis_B_virus~2551~+~chr5~1295712~+	chr5	1295712	NC_003977_3182nt_Hepatitis_B_virus	2551	71	chr5:1306848	16	SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3
LIHC-DD-AADL-TP	NC_003977_3182nt_Hepatitis_B_virus~2450~+~chr5~1295726~+	chr5	1295726	NC_003977_3182nt_Hepatitis_B_virus	2450	71	chr5:1306848	16	SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3
LIHC-RC-A7SB-TP	NC_003977_3182nt_Hepatitis_B_virus~1799~+~chr5~1295467~+	chr5	1295467	NC_003977_3182nt_Hepatitis_B_virus	1799	1924	chr5:1306848	16	SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3
LIHC-DD-AADF-TP	NC_003977_3182nt_Hepatitis_B_virus~420~+~chr5~1126717~+	chr5	1126717	NC_003977_3182nt_Hepatitis_B_virus	420	28	chr5:1306848	16	RP11-43F13.3;RP11-43F13.4;NKD2;MIR4635;SLC12A7	CTD-3080P12.3;SLC6A19;SLC6A18;TERT;MIR4457
LIHC-DD-AAE3-TP	chr5~1295163~+~NC_003977_3182nt_Hepatitis_B_virus~1826~-	chr5	1295163	NC_003977_3182nt_Hepatitis_B_virus	1826	19	chr5:1306848	16	SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3
UCEC-DI-A1BU-TP	NC_003977_3182nt_Hepatitis_B_virus~1793~+~chr5~1306847~+	chr5	1306847	NC_003977_3182nt_Hepatitis_B_virus	1793	18	chr5:1306848	16	SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3
LIHC-DD-AAC9-TP	chr5~1295048~+~NC_003977_3182nt_Hepatitis_B_virus~1826~-	chr5	1295048	NC_003977_3182nt_Hepatitis_B_virus	1826	14	chr5:1306848	16	MIR4635;SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;<-(TERT)->	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3
LGG-QH-A6CS-TP	NC_003977_3182nt_Hepatitis_B_virus~1793~+~chr5~1306848~+	chr5	1306848	NC_003977_3182nt_Hepatitis_B_virus	1793	25	chr5:1306848	16	SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3
LIHC-2Y-A9H4-TP	NC_003977_3182nt_Hepatitis_B_virus~1596~+~chr5~1295536~+	chr5	1295536	NC_003977_3182nt_Hepatitis_B_virus	1596	133	chr5:1306848	16	SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;TERT	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3
LIHC-CC-A3MB-TP	chr5~1272281~+~NC_003977_3182nt_Hepatitis_B_virus~2447~-	chr5	1272281	NC_003977_3182nt_Hepatitis_B_virus	2447	49	chr5:1306848	16	MIR4635;SLC12A7;CTD-3080P12.3;SLC6A19;SLC6A18;<-(TERT)->	MIR4457;CLPTM1L;RP11-325I22.1;LINC01511;RP11-325I22.3
LIHC-DD-A1EL-NT	NC_003977_3182nt_Hepatitis_B_virus~1830~+~chr5~5093302~+	chr5	5093302	NC_003977_3182nt_Hepatitis_B_virus	1830	20	chr5:4192893	2	CTD-2247C11.2;CTD-2247C11.1;CTD-2247C11.4;LINC01020;CTD-2247C11.5	RN7SKP73;CTD-2297D10.2;CTD-2297D10.1;ADAMTS16;ALG3P1
LIHC-BC-A10W-NT	chr5~4192893~+~NC_003977_3182nt_Hepatitis_B_virus~1636~-	chr5	4192893	NC_003977_3182nt_Hepatitis_B_virus	1636	21	chr5:4192893	2	IRX1;AC091947.1;CTD-2287N17.1;CTD-2383I20.1;CTD-2008N3.1	RP11-445O3.3;RP11-445O3.1;CTD-2318H23.1;RP11-445O3.2;CTD-2161F6.3
LIHC-CC-A5UC-TP	chr5~4075597~+~NC_003977_3182nt_Hepatitis_B_virus~1820~-	chr5	4075597	NC_003977_3182nt_Hepatitis_B_virus	1820	11	chr5:4192893	2	CTD-2012M11.3;IRX1;AC091947.1;CTD-2287N17.1;CTD-2383I20.1	CTD-2008N3.1;RP11-445O3.3;RP11-445O3.1;CTD-2318H23.1;RP11-445O3.2
CESC-MA-AA43-TP	HPV18~930~+~chr5~67188352~+	chr5	67188352	HPV18	930	234	chr5:68115354	2	RP11-5P22.1;RP11-287J9.1;MAST4-IT1;MAST4;MAST4-AS1;<-(CD180)->	CTD-2187J20.1;AC079467.1;RP11-357D18.1;RP11-434D9.1;RP11-83M16.1
CESC-VS-A9UR-TP	HPV16~3669~+~chr5~68355432~+	chr5	68355432	HPV16	3669	306	chr5:68115354	2	CTD-2060F24.1;RNU6-1232P;EEF1B2P2;RP11-404L6.2;PIK3R1	CTD-2582M21.1;CTC-537E7.3;CTC-537E7.1;CTC-537E7.2;VWA8P1
LIHC-DD-AAD0-TP	NC_003977_3182nt_Hepatitis_B_virus~1804~+~chr5~68115354~+	chr5	68115354	NC_003977_3182nt_Hepatitis_B_virus	1804	2513	chr5:68115354	2	RP11-83M16.6;RP11-434D9.2;CTD-3066C23.1;AC010376.1;CTD-2060F24.1	RNU6-1232P;EEF1B2P2;RP11-404L6.2;PIK3R1;CTD-2582M21.1
LIHC-DD-AACA-TP	chr5~72419408~+~NC_003977_3182nt_Hepatitis_B_virus~1677~-	chr5	72419408	NC_003977_3182nt_Hepatitis_B_virus	1677	1015	chr5:72419408	2	MRPS27;RN7SL153P;PTCD2;RP11-389C8.1;YBX1P5	RP11-389C8.2;ZNF366;CTC-347C20.2;CTC-347C20.1;RPL7P22
LIHC-DD-AACA-TR	chr5~72419406~+~NC_003977_3182nt_Hepatitis_B_virus~1679~-	chr5	72419406	NC_003977_3182nt_Hepatitis_B_virus	1679	1464	chr5:72419408	2	MRPS27;RN7SL153P;PTCD2;RP11-389C8.1;YBX1P5	RP11-389C8.2;ZNF366;CTC-347C20.2;CTC-347C20.1;RPL7P22
CESC-Q1-A6DT-TP	chr6~107030108~+~HPV16~3357~+	chr6	107030108	HPV16	3357	658	chr6:107028272	2	RP1-60O19.2;RNU6-117P;RP1-60O19.1;MIR587;CD24;<-(C6orf203)->	BEND3;RNU6-1299P;RP11-300D11.3;RPS24P12;PDSS2
