TCGA	sample_id	seqtype	chrom	virus	contig	sample_region_expr	mean_region_expr	log2_fold_change	expr_quantile	region_gene_list
CESC	CESC-C5-A3HE-TP	WXS	chr20	HPV18	HPV18~5819~+~chr20~47526150~+	17.23	17.60	-0.03	0.28	NCOA3^ENSG00000124151.17
CESC	CESC-C5-A3HE-TP	WXS	chr19	HPV18	HPV18~5819~+~chr19~58405735~+	53.76	57.40	-0.09	0.22	RNF225^ENSG00000269855.2,CTD-2619J13.13^ENSG00000268307.1,ZNF584^ENSG00000171574.16,CTD-2619J13.14^ENSG00000232098.3
CESC	CESC-C5-A3HE-TP	WXS	chr12	HPV18	HPV18~5819~+~chr12~124102332~+	12.54	12.39	0.02	0.56	FAM101A^ENSG00000178882.12
CESC	CESC-C5-A3HE-TP	WXS	chr8	HPV18	HPV18~5819~+~chr8~60549029~+	28.82	22.01	0.39	0.90	RAB2A^ENSG00000104388.13,RP11-91I20.4^ENSG00000255321.1
CESC	CESC-C5-A3HE-TP	WXS	chr6	HPV18	HPV18~5819~+~chr6~135364281~+	15.97	15.24	0.07	0.87	AHI1^ENSG00000135541.19
CESC	CESC-C5-A3HE-TP	WXS	chr3	HPV18	HPV18~5819~+~chr3~50085237~+	36.61	35.32	0.05	0.91	RBM6^ENSG00000004534.13,RBM5^ENSG00000003756.15
CESC	CESC-C5-A3HE-TP	WXS	chr3	HPV18	HPV18~5819~+~chr3~179728371~+	15.31	15.32	-0.00	0.44	USP13^ENSG00000058056.7
CESC	CESC-C5-A3HE-TP	WXS	chr3	HPV18	HPV18~5819~+~chr3~16980525~+	16.14	14.37	0.17	0.86	PLCL2^ENSG00000154822.14
CESC	CESC-C5-A3HE-TP	WXS	chr11	HPV18	HPV18~5819~+~chr11~73897534~+	15.29	15.76	-0.04	0.21	PAAF1^ENSG00000175575.11
CESC	CESC-C5-A3HE-TP	WXS	chr1	HPV18	HPV18~5819~+~chr1~6715663~+	0.00	1.79	-7.49	0.42	RP11-242F24.1^ENSG00000228750.4
CESC	CESC-C5-A3HE-TP	WXS	chr1	HPV18	HPV18~5819~+~chr1~182742128~+	0.00	0.10	-3.42	0.35	RP11-317P15.6^ENSG00000271269.1
CESC	CESC-C5-A3HE-TP	WXS	chr9	HPV18	HPV18~5819~+~chr9~92831848~+	25.91	27.47	-0.08	0.14	ANKRD19P^ENSG00000187984.11,EEF1DP2^ENSG00000226721.2,RP11-526D8.11^ENSG00000275318.1
CESC	CESC-C5-A3HE-TP	WXS	chr5	HPV18	HPV18~5819~+~chr5~65977546~+	17.56	17.53	0.00	0.46	ERBB2IP^ENSG00000112851.13
CESC	CESC-C5-A3HE-TP	WXS	chr10	HPV18	HPV18~5819~+~chr10~71869950~+	9.58	8.49	0.17	0.32	RP11-472G21.2^ENSG00000230526.1
CESC	CESC-C5-A3HE-TP	WXS	chr8	HPV18	HPV18~7486~+~chr8~128124321~+	17.16	3.31	2.37	1.00	FKSG59^ENSG00000280151.1
CESC	CESC-C5-A3HE-TP	WXS	chr8	HPV18	HPV18~6579~+~chr8~128113757~+	17.16	3.31	2.37	1.00	FKSG59^ENSG00000280151.1
CESC	CESC-C5-A3HE-TP	WXS	chr10	HPV18	chr10~67691520~+~HPV18~5819~-	5.21	5.63	-0.11	0.30	CTNNA3^ENSG00000183230.15
CESC	CESC-C5-A3HE-TP	WXS	chr2	HPV18	chr2~218931427~+~HPV18~5819~-	0.00	4.50	-8.82	0.26	LINC01494^ENSG00000228135.1
CESC	CESC-C5-A3HE-TP	WXS	chr7	HPV18	chr7~37292576~+~HPV18~5819~-	14.61	13.94	0.07	0.71	ELMO1^ENSG00000155849.14
CESC	CESC-C5-A3HE-TP	WXS	chr6	HPV18	chr6~162338880~+~HPV18~5819~-	9.94	10.79	-0.12	0.31	PARK2^ENSG00000185345.17
CESC	CESC-C5-A3HE-TP	WXS	chr5	HPV18	chr5~80301199~+~HPV18~5819~-	11.51	10.70	0.11	0.64	CTC-512J14.7^ENSG00000184188.6,SNORA31^ENSG00000251828.1
CESC	CESC-C5-A3HE-TP	WXS	chr20	HPV18	chr20~49922078~+~HPV18~5819~-	17.02	18.38	-0.11	0.61	SPATA2^ENSG00000158480.9,Y_RNA^ENSG00000199490.1
CESC	CESC-C5-A3HE-TP	WXS	chr17	HPV18	chr17~63456404~+~HPV18~5819~-	12.14	7.57	0.68	0.83	RP11-269G24.6^ENSG00000265971.1
CESC	CESC-C5-A3HE-TP	WXS	chr5	HPV18	chr5~32142232~+~HPV18~5819~-	32.67	22.72	0.52	0.94	GOLPH3^ENSG00000113384.12,Y_RNA^ENSG00000200065.1
CESC	CESC-C5-A3HE-TP	WXS	chr20	HPV18	chr20~37012492~+~HPV18~5819~-	16.60	23.00	-0.47	0.14	RBL1^ENSG00000080839.10,RPS3AP3^ENSG00000231241.1
CESC	CESC-C5-A3HE-TP	WXS	chr2	HPV18	chr2~197618714~+~HPV18~5819~-	12.09	12.50	-0.05	0.35	RFTN2^ENSG00000162944.9
CESC	CESC-C5-A3HE-TP	WXS	chr1	HPV18	chr1~37896141~+~HPV18~5819~-	14.95	15.83	-0.08	0.07	INPP5B^ENSG00000204084.11
CESC	CESC-C5-A3HE-TP	WXS	chr1	HPV18	chr1~13658018~+~HPV18~5819~-	0.00	4.93	-8.95	0.48	CTA-520D8.2^ENSG00000237445.2
CESC	CESC-C5-A3HE-TP	WXS	chr10	HPV18	chr10~119721975~+~HPV18~5819~-	15.29	16.98	-0.15	0.04	INPP5F^ENSG00000198825.10
CESC	CESC-C5-A3HE-TP	WXS	chr20	HPV18	chr20~38378758~+~HPV18~5819~-	33.14	10.15	1.71	0.99	LBP^ENSG00000129988.5,RP4-564F22.6^ENSG00000275285.1
CESC	CESC-C5-A3HE-TP	WXS	chr17	HPV18	chr17~43451800~+~HPV18~5819~-	11.22	14.63	-0.38	0.29	RP11-100E5.2^ENSG00000267151.3,MIR2117^ENSG00000278547.1,RNU6-406P^ENSG00000252279.1
CESC	CESC-C5-A3HE-TP	WXS	chr3	HPV18	chr3~48734135~+~HPV18~5819~-	18.69	18.53	0.01	0.79	IP6K2^ENSG00000068745.13,AC141002.1^ENSG00000274388.1
CESC	CESC-C5-A3HE-TP	WXS	chr2	HPV18	chr2~218846528~+~HPV18~5819~-	12.33	9.75	0.34	0.80	AC009974.11^ENSG00000232625.1
CESC	CESC-C5-A3HE-TP	WXS	chr8	HPV18	HPV18~0~-~chr8~128057685~+	15.44	16.60	-0.10	0.39	PVT1^ENSG00000249859.6,MIR1207^ENSG00000221176.1
CESC	CESC-C5-A3HE-TP	WXS	chr8	HPV18	HPV18~3332~+~chr8~127749067~+	20.33	19.42	0.07	0.69	MYC^ENSG00000136997.13
CESC	CESC-C5-A3HE-TP	WXS	chr12	HPV18	HPV18~5614~+~chr12~131663644~+	0.00	3.77	-8.56	0.42	RNA5SP377^ENSG00000212154.1,RP11-495K9.6^ENSG00000249926.2,RPS6P21^ENSG00000243499.1
CESC	CESC-C5-A3HE-TP	WXS	chr3	HPV18	HPV18~2879~-~chr3~82293811~+	8.64	0.95	3.17	0.96	RP11-260O18.1^ENSG00000239440.4
CESC	CESC-C5-A3HE-TP	WXS	chr7	HPV18	chr7~69857598~+~HPV18~7140~+	13.87	16.14	-0.22	0.08	AUTS2^ENSG00000158321.14
CESC	CESC-C5-A3HE-TP	WXS	chr6	HPV18	chr6~39532525~+~HPV18~3203~-	7.09	7.54	-0.09	0.37	KIF6^ENSG00000164627.16
CESC	CESC-C5-A3HE-TP	WXS	chr5	HPV18	chr5~38820866~+~HPV18~6655~-	12.16	12.41	-0.03	0.28	OSMR-AS1^ENSG00000249740.1
CESC	CESC-C5-A3HE-TP	WXS	chr3	HPV18	chr3~133238188~+~HPV18~7342~-	8.90	9.82	-0.14	0.50	TMEM108^ENSG00000144868.12,TMEM108-AS1^ENSG00000251011.4
CESC	CESC-C5-A3HE-TP	WXS	chrX	HPV18	HPV18~7109~-~chrX~48718912~+	29.49	26.03	0.18	0.84	SUV39H1^ENSG00000101945.15,AF196970.3^ENSG00000232828.1,RNU6-1056P^ENSG00000206723.1
CESC	CESC-C5-A3HE-TP	WXS	chr5	HPV18	HPV18~4073~+~chr5~41354589~+	0.00	5.93	-9.21	0.14	PLCXD3^ENSG00000182836.8
CESC	CESC-C5-A3HE-TP	WXS	chrX	HPV18	chrX~108093752~+~HPV18~7202~+	35.46	36.14	-0.03	0.22	PSMD10^ENSG00000101843.17,ATG4A^ENSG00000101844.16
CESC	CESC-C5-A3HE-TP	WXS	chr7	HPV18	chr7~100339446~+~HPV18~4739~-	46.47	41.06	0.18	0.75	PMS2P1^ENSG00000078319.8,Y_RNA^ENSG00000201913.1,STAG3L5P^ENSG00000242294.5,AC005071.4^ENSG00000281827.1
CESC	CESC-C5-A3HE-TP	WXS	chr5	HPV18	chr5~39294206~+~HPV18~5688~-	0.00	6.94	-9.44	0.07	C9^ENSG00000113600.9
CESC	CESC-C5-A3HE-TP	WXS	chr12	HPV18	chr12~12250658~+~HPV18~3284~-	26.41	18.35	0.52	0.93	LRP6^ENSG00000070018.7,RP11-757G14.3^ENSG00000270857.1
CESC	CESC-C5-A3HE-TP	WXS	chr20	HPV18	HPV18~3633~-~chr20~4187826~+	28.52	26.25	0.12	0.62	SMOX^ENSG00000088826.16,LINC01433^ENSG00000230176.2
CESC	CESC-C5-A3HE-TP	WXS	chr9	HPV18	HPV18~5819~+~chr9~116840767~+	12.20	12.95	-0.09	0.36	ASTN2^ENSG00000148219.15
CESC	CESC-C5-A3HE-TP	WXS	chr4	HPV18	HPV18~7115~-~chr4~186434218~+	9.55	3.19	1.58	0.87	F11-AS1^ENSG00000251165.4
CESC	CESC-C5-A3HE-TP	WXS	chr4	HPV18	HPV18~7115~-~chr4~186433209~+	9.55	3.19	1.58	0.87	F11-AS1^ENSG00000251165.4
CESC	CESC-C5-A3HE-TP	WXS	chr19	HPV18	chr19~7451053~+~HPV18~4016~+	22.06	16.87	0.39	0.87	CTD-2207O23.3^ENSG00000268861.4,ARHGEF18^ENSG00000104880.16
CESC	CESC-C5-A3HE-TP	WXS	chr4	HPV18	HPV18~7115~-~chr4~186436427~+	9.55	3.19	1.58	0.87	F11-AS1^ENSG00000251165.4
CESC	CESC-C5-A3HE-TP	WXS	chr4	HPV18	HPV18~7115~-~chr4~186434725~+	9.55	3.19	1.58	0.87	F11-AS1^ENSG00000251165.4
CESC	CESC-C5-A3HE-TP	WXS	chr4	HPV18	HPV18~7115~-~chr4~186432703~+	9.55	3.19	1.58	0.87	F11-AS1^ENSG00000251165.4
CESC	CESC-C5-A3HE-TP	WXS	chr17	HPV18	chr17~1739654~+~HPV18~7072~-	32.63	31.95	0.03	0.68	WDR81^ENSG00000167716.17,RP11-961A15.1^ENSG00000262791.1,SERPINF2^ENSG00000167711.12
CESC	CESC-C5-A3HE-TP	WXS	chr6	HPV18	HPV18~7176~+~chr6~144600151~+	15.62	15.86	-0.02	0.38	UTRN^ENSG00000152818.17
CESC	CESC-C5-A3HE-TP	WXS	chrX	HPV18	HPV18~5278~-~chrX~49531444~+	0.00	0.03	-1.97	0.36	GAGE12B^ENSG00000236737.1,GAGE12C^ENSG00000237671.3
CESC	CESC-C5-A3HE-TP	WXS	chr19	HPV18	chr19~473888~+~HPV18~2068~+	8.86	7.66	0.21	0.46	ODF3L2^ENSG00000181781.8
CESC	CESC-C5-A3HE-TP	WXS	chrX	HPV18	HPV18~5278~-~chrX~49541000~+	0.00	0.03	-1.97	0.52	GAGE12C^ENSG00000237671.3,GAGE12D^ENSG00000227488.2
CESC	CESC-C5-A3HE-TP	WXS	chr19	HPV18	HPV18~2294~-~chr19~381951~+	0.00	8.66	-9.76	0.15	THEG^ENSG00000105549.9
CESC	CESC-C5-A3HE-TP	WXS	chr19	HPV18	chr19~49463774~+~HPV18~7624~+	18.94	18.47	0.04	0.78	ALDH16A1^ENSG00000161618.8
CESC	CESC-C5-A3HE-TP	WXS	chr11	HPV18	HPV18~916~-~chr11~78195704~+	29.22	30.64	-0.07	0.11	KCTD21^ENSG00000188997.6,USP35^ENSG00000118369.11
CESC	CESC-C5-A3HE-TP	WXS	chr2	HPV18	HPV18~7203~+~chr2~150626205~+	0.00	1.83	-7.52	0.49	AC104777.1^ENSG00000232359.1,AC104777.4^ENSG00000224048.4
CESC	CESC-C5-A3HE-TP	WXS	chr22	HPV18	HPV18~6226~-~chr22~37275811~+	17.04	15.31	0.15	0.92	CYTH4^ENSG00000100055.19
CESC	CESC-C5-A3HE-TP	WXS	chr17	HPV18	HPV18~4751~-~chr17~7702474~+	29.28	28.80	0.02	0.63	WRAP53^ENSG00000141499.15,EFNB3^ENSG00000108947.4
CESC	CESC-C5-A3HE-TP	WXS	chr1	HPV18	HPV18~1003~+~chr1~247416252~+	12.74	12.94	-0.02	0.38	NLRP3^ENSG00000162711.15
CESC	CESC-C5-A3HE-TP	WXS	chr4	HPV18	HPV18~7115~-~chr4~186435231~+	9.55	3.19	1.58	0.87	F11-AS1^ENSG00000251165.4
CESC	CESC-C5-A3HE-TP	WXS	chrX	HPV18	HPV18~5278~-~chrX~49550556~+	0.00	0.00	0.00	0.80	GAGE12D^ENSG00000227488.2,GAGE12E^ENSG00000216649.3
CESC	CESC-C5-A3HE-TP	WXS	chr9	HPV18	chr9~12812550~+~HPV18~3436~-	15.35	22.58	-0.56	0.16	LURAP1L-AS1^ENSG00000235448.1,LURAP1L^ENSG00000153714.5
CESC	CESC-C5-A3HE-TP	WXS	chr7	HPV18	chr7~66361795~+~HPV18~7634~-	16.17	17.10	-0.08	0.13	TPST1^ENSG00000169902.12
CESC	CESC-C5-A3HE-TP	WXS	chr6	HPV18	chr6~168237970~+~HPV18~4321~+	11.29	4.60	1.29	0.92	RP11-503C24.3^ENSG00000228361.2,RP11-503C24.4^ENSG00000234647.1
CESC	CESC-C5-A3HE-TP	WXS	chr3	HPV18	chr3~8586376~+~HPV18~5990~+	8.29	13.50	-0.70	0.06	LMCD1-AS1^ENSG00000227110.5,AC034187.2^ENSG00000224884.1
CESC	CESC-C5-A3HE-TP	WXS	chr2	HPV18	chr2~197572282~+~HPV18~4740~+	12.09	12.50	-0.05	0.35	RFTN2^ENSG00000162944.9
CESC	CESC-C5-A3HE-TP	WXS	chr20	HPV18	chr20~43013605~+~HPV18~1130~-	6.56	7.16	-0.13	0.36	PTPRT^ENSG00000196090.11
CESC	CESC-C5-A3HE-TP	WXS	chr19	HPV18	chr19~10852197~+~HPV18~6993~+	27.27	28.89	-0.08	0.15	C19orf38^ENSG00000214212.7,AC007229.3^ENSG00000267544.1
CESC	CESC-C5-A3HE-TP	WXS	chr13	HPV18	chr13~33345543~+~HPV18~3722~+	24.64	28.56	-0.21	0.40	STARD13^ENSG00000133121.19,RP11-141M1.4^ENSG00000277386.1,AL138999.1^ENSG00000264288.1,RP11-141M1.3^ENSG00000230490.2
CESC	CESC-C5-A3HE-TP	WXS	chr10	HPV18	chr10~24350522~+~HPV18~174~-	16.56	17.67	-0.09	0.10	KIAA1217^ENSG00000120549.14
CESC	CESC-C5-A3HE-TP	WXS	chr18	HPV18	HPV18~3730~+~chr18~12812263~+	17.79	17.47	0.03	0.75	PTPN2^ENSG00000175354.17
CESC	CESC-C5-A3HE-TP	WXS	chr5	HPV18	HPV18~3411~-~chr5~164623422~+	0.00	4.31	-8.75	0.15	CTC-340A15.2^ENSG00000241956.8
CESC	CESC-C5-A3HE-TP	WXS	chr9	HPV18	HPV18~2957~-~chr9~105256528~+	18.59	18.15	0.03	0.82	SLC44A1^ENSG00000070214.14
CESC	CESC-C5-A3HE-TP	WXS	chr5	HPV18	HPV18~2161~+~chr5~24104369~+	0.00	4.38	-8.78	0.21	C5orf17^ENSG00000248874.4
CESC	CESC-C5-A3HE-TP	WXS	chrX	HPV18	HPV18~5278~-~chrX~49560109~+	0.00	0.00	0.00	0.60	GAGE12E^ENSG00000216649.3,GAGE12F^ENSG00000236362.7
CESC	CESC-C5-A7X5-TP	WXS	chr19	HPV35	chr19~17075940~+~HPV35~3533~-	40.99	34.25	0.26	1.00	HAUS8^ENSG00000131351.13,MYO9B^ENSG00000099331.12
CESC	CESC-C5-A7X5-TP	WXS	chr4	HPV35	chr4~68856083~+~HPV35~2292~-	22.27	0.24	6.46	1.00	RP11-468N14.4^ENSG00000249235.1
CESC	CESC-LP-A7HU-TP	WXS	chr20	HPV16	HPV16~4053~+~chr20~31695639~+	39.85	29.80	0.42	1.00	BCL2L1^ENSG00000171552.11,RP11-243J16.7^ENSG00000236559.1
CESC	CESC-LP-A7HU-TP	WXS	chr8	HPV16	chr8~127681877~+~HPV16~4813~-	14.61	8.28	0.82	0.99	CASC11^ENSG00000249375.6
CESC	CESC-LP-A7HU-TP	WXS	chr8	HPV16	chr8~127797040~+~HPV16~594~-	17.72	15.57	0.19	0.99	PVT1^ENSG00000249859.6,PVT1_1^ENSG00000276443.1,MIR1204^ENSG00000275264.1
CESC	CESC-LP-A7HU-TP	WXS	chr2	HPV16	chr2~241031326~+~HPV16~594~-	26.68	22.40	0.25	0.84	SNED1^ENSG00000162804.12,AC005237.4^ENSG00000225521.1
CESC	CESC-LP-A7HU-TP	WXS	chr8	HPV16	chr8~127876240~+~HPV16~7779~-	17.72	15.57	0.19	0.99	PVT1^ENSG00000249859.6
CESC	CESC-LP-A7HU-TP	WXS	chr8	HPV16	HPV16~5612~-~chr8~127794796~+	17.72	15.57	0.19	0.99	PVT1^ENSG00000249859.6,PVT1_1^ENSG00000276443.1,MIR1204^ENSG00000275264.1
CESC	CESC-LP-A7HU-TP	WXS	chr20	HPV16	HPV16~2318~+~chr20~31679017~+	39.85	29.80	0.42	1.00	BCL2L1^ENSG00000171552.11,RP11-243J16.7^ENSG00000236559.1
CESC	CESC-LP-A7HU-TP	WXS	chr20	HPV16	chr20~31675758~+~HPV16~5693~-	23.30	19.57	0.25	1.00	BCL2L1^ENSG00000171552.11
CESC	CESC-LP-A7HU-TP	WXS	chr8	HPV16	HPV16~4503~+~chr8~127678951~+	14.61	8.28	0.82	0.99	CASC11^ENSG00000249375.6
CESC	CESC-LP-A7HU-TP	WXS	chr8	HPV16	chr8~127899518~+~HPV16~5118~+	17.72	15.57	0.19	0.99	PVT1^ENSG00000249859.6,PVT1_3^ENSG00000278324.1
CESC	CESC-LP-A7HU-TP	WXS	chr8	HPV16	chr8~127678834~+~HPV16~5406~+	14.61	8.28	0.82	0.99	CASC11^ENSG00000249375.6
CESC	CESC-LP-A7HU-TP	WXS	chr8	HPV16	HPV16~7602~-~chr8~127899056~+	17.72	15.57	0.19	0.99	PVT1^ENSG00000249859.6,PVT1_3^ENSG00000278324.1
CESC	CESC-LP-A7HU-TP	WXS	chr9	HPV16	chr9~63768090~+~HPV16~6173~+	8.63	2.74	1.65	0.83	MYO5BP3^ENSG00000228656.1,CDK2AP2P3^ENSG00000226020.4,PTGER4P3^ENSG00000239684.2
CESC	CESC-LP-A7HU-TP	WXS	chr8	HPV16	HPV16~6559~+~chr8~127901455~+	17.72	15.57	0.19	0.99	PVT1^ENSG00000249859.6
CESC	CESC-LP-A7HU-TP	WXS	chr8	HPV16	chr8~127744430~+~HPV16~1320~-	21.94	19.42	0.18	0.98	MYC^ENSG00000136997.13
CESC	CESC-LP-A7HU-TP	WXS	chr5	HPV16	chr5~45587607~+~HPV16~7622~+	0.00	2.50	-7.97	0.25	HCN1^ENSG00000164588.4
CESC	CESC-LP-A7HU-TP	WXS	chr5	HPV16	chr5~45550554~+~HPV16~7622~+	0.00	3.73	-8.55	0.29	HCN1^ENSG00000164588.4,RP11-484L7.1^ENSG00000250422.1
CESC	CESC-LP-A7HU-TP	WXS	chrX	HPV16	chrX~103798804~+~HPV16~594~-	7.97	7.47	0.09	0.44	PLP1^ENSG00000123560.12
CESC	CESC-LP-A7HU-TP	WXS	chr20	HPV16	HPV16~3426~+~chr20~31685830~+	39.85	29.80	0.42	1.00	BCL2L1^ENSG00000171552.11,RP11-243J16.7^ENSG00000236559.1
CESC	CESC-LP-A7HU-TP	WXS	chr9	HPV16	HPV16~6173~-~chr9~41287604~+	20.61	8.35	1.30	1.00	RP11-4L24.3^ENSG00000275450.1,RP11-4L24.2^ENSG00000278647.1,RP11-4L24.1^ENSG00000274680.1
CESC	CESC-LP-A7HU-TP	WXS	chr8	HPV16	chr8~127904975~+~HPV16~1275~-	17.72	15.57	0.19	0.99	PVT1^ENSG00000249859.6
CESC	CESC-LP-A7HU-TP	WXS	chr8	HPV16	HPV16~5118~-~chr8~127849348~+	17.72	15.57	0.19	0.99	PVT1^ENSG00000249859.6
CESC	CESC-LP-A7HU-TP	WXS	chr8	HPV16	HPV16~3494~+~chr8~127906289~+	17.72	15.57	0.19	0.99	PVT1^ENSG00000249859.6
CESC	CESC-LP-A7HU-TP	WXS	chr20	HPV16	HPV16~5342~-~chr20~31668576~+	23.30	19.57	0.25	1.00	BCL2L1^ENSG00000171552.11
CESC	CESC-LP-A7HU-TP	WXS	chr9	HPV16	HPV16~6173~-~chr9~62851957~+	37.18	41.71	-0.17	0.31	PTGER4P2^ENSG00000184523.3,CDK2AP2P2^ENSG00000237451.3,RP11-262H14.3^ENSG00000234665.7,MYO5BP2^ENSG00000238245.2,RP11-262H14.7^ENSG00000227582.2
CESC	CESC-LP-A7HU-TP	WXS	chr8	HPV16	HPV16~2184~+~chr8~127678702~+	14.61	8.28	0.82	0.99	CASC11^ENSG00000249375.6
CESC	CESC-LP-A7HU-TP	WXS	chr8	HPV16	chr8~127795787~+~HPV16~1233~-	17.72	15.57	0.19	0.99	PVT1^ENSG00000249859.6,PVT1_1^ENSG00000276443.1,MIR1204^ENSG00000275264.1
CESC	CESC-LP-A7HU-TP	WXS	chr20	HPV16	HPV16~2816~-~chr20~31674893~+	23.30	19.57	0.25	1.00	BCL2L1^ENSG00000171552.11
CESC	CESC-LP-A7HU-TP	WXS	chr3	HPV16	HPV16~594~+~chr3~189979284~+	13.10	20.08	-0.62	0.06	P3H2^ENSG00000090530.8,MTAPP2^ENSG00000230077.1
CESC	CESC-LP-A7HU-TP	WXS	chr2	HPV16	chr2~112524398~+~HPV16~6102~-	16.16	15.87	0.03	0.69	TTL^ENSG00000114999.7
CESC	CESC-LP-A7HU-TP	WXS	chr8	HPV16	HPV16~7576~-~chr8~127791044~+	17.72	15.57	0.19	0.99	PVT1^ENSG00000249859.6,PVT1_1^ENSG00000276443.1,MIR1204^ENSG00000275264.1
CESC	CESC-DS-A3LQ-TP	WXS	chr13	HPV45	HPV45~3578~+~chr13~73413479~+	11.80	9.61	0.30	0.70	MARK2P12^ENSG00000229708.1,LINC00393^ENSG00000224853.1
CESC	CESC-DS-A3LQ-TP	WXS	chr13	HPV45	chr13~73430939~+~HPV45~5901~+	11.80	7.85	0.59	0.77	LINC00393^ENSG00000224853.1
CESC	CESC-DS-A3LQ-TP	WXS	chr2	HPV69	HPV69~2262~-~chr2~111439738~+	18.48	15.95	0.21	0.99	MIR4435-1HG^ENSG00000172965.13
CESC	CESC-DS-A3LQ-TP	WXS	chr11	HPV45	HPV45~7676~+~chr11~101726131~+	13.09	12.84	0.03	0.62	TRPC6^ENSG00000137672.11
CESC	CESC-DS-A3LQ-TP	WXS	chr2	HPV69	chr2~87511090~+~HPV69~2262~+	16.27	16.49	-0.02	0.43	LINC00152^ENSG00000222041.9
CESC	CESC-DS-A0VK-TP	WXS	chr6	HPV16	chr6~159711746~+~HPV16~7499~-	41.95	40.54	0.05	0.42	SOD2^ENSG00000112096.15,HNRNPH1P1^ENSG00000220305.1,RNU4ATAC18P^ENSG00000251988.1
CESC	CESC-EX-A1H6-TP	WXS	chr9	HPV16	chr9~113239341~+~HPV16~2631~+	0.00	17.86	-10.80	0.00	SLC31A1^ENSG00000136868.10
CESC	CESC-EX-A1H6-TP	WXS	chr9	HPV16	HPV16~2711~+~chr9~113246083~+	0.00	35.04	-11.78	0.00	SLC31A1^ENSG00000136868.10,CDC26^ENSG00000176386.7
CESC	CESC-EX-A1H6-TP	WXS	chr3	HPV16	chr3~58162247~+~HPV16~3685~+	0.00	31.35	-11.61	0.00	FLNB^ENSG00000136068.13,FLNB-AS1^ENSG00000244161.1
CESC	CESC-Q1-A5R3-TP	WXS	chr13	HPV18	HPV18~5642~-~chr13~73422762~+	21.66	7.85	1.46	1.00	LINC00393^ENSG00000224853.1
CESC	CESC-Q1-A5R3-TP	WXS	chr13	HPV18	chr13~73434954~+~HPV18~2087~-	21.66	7.85	1.46	1.00	LINC00393^ENSG00000224853.1
CESC	CESC-Q1-A5R3-TP	WXS	chr11	HPV16	HPV16~1191~+~chr11~120804742~+	7.54	8.42	-0.16	0.26	GRIK4^ENSG00000149403.10
CESC	CESC-Q1-A5R3-TP	WXS	chr11	HPV16	chr11~120827433~+~HPV16~1191~+	7.54	8.42	-0.16	0.26	GRIK4^ENSG00000149403.10
CESC	CESC-EA-A3QE-TP	WXS	chr1	HPV16	chr1~61467833~+~HPV16~2514~-	20.17	16.75	0.27	1.00	NFIA^ENSG00000162599.14
CESC	CESC-EA-A3QE-TP	WXS	chr1	HPV16	HPV16~4370~-~chr1~61365599~+	20.17	16.75	0.27	1.00	NFIA^ENSG00000162599.14
CESC	CESC-EA-A3QE-TP	WXS	chr10	HPV16	HPV16~4862~-~chr10~96153687~+	17.23	15.35	0.17	1.00	ZNF518A^ENSG00000177853.13
CESC	CESC-EA-A3QE-TP	WXS	chr10	HPV16	chr10~96153642~+~HPV16~2680~-	17.23	15.35	0.17	1.00	ZNF518A^ENSG00000177853.13
CESC	CESC-EA-A3QE-TP	WXS	chr10	HPV16	chr10~96149408~+~HPV16~3795~-	17.23	15.35	0.17	1.00	ZNF518A^ENSG00000177853.13
CESC	CESC-EA-A3QE-TP	WXS	chr1	HPV16	chr1~61366672~+~HPV16~3497~-	20.17	16.75	0.27	1.00	NFIA^ENSG00000162599.14
CESC	CESC-EA-A3QE-TP	WXS	chr10	HPV16	chr10~96140673~+~HPV16~5016~-	17.23	15.35	0.17	1.00	ZNF518A^ENSG00000177853.13
CESC	CESC-EA-A3QE-TP	WXS	chr1	HPV16	chr1~61365164~+~HPV16~4241~-	20.17	16.75	0.27	1.00	NFIA^ENSG00000162599.14
CESC	CESC-EA-A3QE-TP	WXS	chr1	HPV16	HPV16~6351~-~chr1~61384869~+	20.17	16.75	0.27	1.00	NFIA^ENSG00000162599.14
CESC	CESC-EA-A3QE-TP	WXS	chr19	HPV16	HPV16~5243~-~chr19~974423~+	33.52	33.54	-0.00	0.47	ARID3A^ENSG00000116017.9,WDR18^ENSG00000065268.9
CESC	CESC-C5-A7CL-TP	WXS	chr4	HPV16	chr4~168654298~+~HPV16~2841~-	44.25	20.34	1.12	1.00	PALLD^ENSG00000129116.16,RP11-610J23.1^ENSG00000249623.1
CESC	CESC-C5-A7CL-TP	WXS	chr4	HPV16	HPV16~4228~-~chr4~168513467~+	36.17	33.82	0.10	0.95	DDX60L^ENSG00000181381.12,PALLD^ENSG00000129116.16
CESC	CESC-EA-A3HT-TP	WXS	chr1	HPV16	chr1~61467833~+~HPV16~2514~-	17.11	16.75	0.03	0.63	NFIA^ENSG00000162599.14
CESC	CESC-EA-A3HT-TP	WXS	chr1	HPV16	HPV16~4374~-~chr1~61365595~+	17.11	16.75	0.03	0.64	NFIA^ENSG00000162599.14
CESC	CESC-EA-A3HT-TP	WXS	chrY	HPV16	HPV16~5598~+~chrY~1295494~+	0.00	0.00	0.00	0.37	CSF2RA^ENSGR0000198223.13,BX649553.3^ENSGR0000264510.4,BX649553.4^ENSGR0000264819.4,BX649553.2^ENSGR0000263980.4,MIR3690^ENSGR0000265658.4,BX649553.1^ENSGR0000263835.4,RNA5SP498^ENSGR0000223274.4
