sample_name	virus	seqlen	mapped	chim_reads	n_bases_covered	frac_covered	tissue_id	sample_read_count	mapped_rpm
GTEX-ZPU1-0004-SM-4WWAV	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	56894	208	94171	0.545	Cells_EBV-transformed_lymphocytes	54789797	1038.40501544476
GTEX-WZTO-1326-SM-3NM8X	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	168	0	8429	0.049	Heart_Left_Ventricle	75539465	2.22400304264797
GTEX-WZTO-1326-SM-3NM8X	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	64	0	3573	0.021	Heart_Left_Ventricle	75539465	0.847239254342085
GTEX-RWS6-1126-SM-47JXC	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	52	5	3343	0.019	Pancreas	39073453	1.33082684041259
GTEX-X4EP-0011-R4B-SM-3P627	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	9628161	129197	145789	0.958	Brain_Amygdala	59318962	162311.690484402
GTEX-X4EP-0011-R4B-SM-3P627	NC_001798_154675nt_Human_alphaherpesvirus_2	154675	21183	0	8458	0.055	Brain_Amygdala	59318962	357.103349178632
GTEX-X4EP-0011-R4B-SM-3P627	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	100	0	5715	0.033	Brain_Amygdala	59318962	1.68580158230011
GTEX-WHSE-0011-R6A-SM-3P5ZP	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	3198	16	57832	0.38	Brain_Nucleus_accumbens_basal_ganglia	61699408	51.8319397813347
GTEX-WHSE-0011-R6A-SM-3P5ZP	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	115	0	6053	0.035	Brain_Nucleus_accumbens_basal_ganglia	61699408	1.86387525792792
GTEX-P4PQ-0426-SM-3NMCI	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	140	0	8616	0.05	Artery_Aorta	55420524	2.52613995493799
GTEX-P4PQ-0426-SM-3NMCI	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	82	5	4348	0.025	Artery_Aorta	55420524	1.47959625932082
GTEX-XBEW-0006-SM-4AT4E	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	118	0	2387	0.455	Whole_Blood	83381776	1.41517734042988
GTEX-XBEW-0006-SM-4AT4E	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	219	0	1996	0.24	Whole_Blood	83381776	2.62647319961139
GTEX-X8HC-2326-SM-4QAS4	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	252	0	13400	0.088	Adipose_Visceral_Omentum	36866655	6.83544520109025
GTEX-Y5V5-1326-SM-4V6G9	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	50	0	3269	0.019	Adrenal_Gland	78775780	0.634712852097434
GTEX-XXEK-0826-SM-4BRWG	NC_001716_153080nt_Human_betaherpesvirus_7	153080	50	0	3610	0.024	Stomach	40114750	1.24642432023134
GTEX-ZT9W-1626-SM-4YCDQ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	127	0	7500	0.044	Prostate	54770413	2.31877017250171
GTEX-ZT9W-1626-SM-4YCDQ	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	50	5	3040	0.018	Prostate	54770413	0.912901642717209
GTEX-V955-0004-SM-3NMDH	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	344362	383	132459	0.771	Cells_EBV-transformed_lymphocytes	64893109	5306.60351008918
GTEX-V955-0004-SM-3NMDH	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	133608	590	102360	0.592	Cells_EBV-transformed_lymphocytes	64893109	2058.89349514754
GTEX-ZEX8-0005-SM-4WKGE	NC_002549_18959nt_Zaire_ebolavirus	18959	186	0	9291	0.49	Whole_Blood	52278224	3.55788674075845
GTEX-14BIL-0011-R9a-SM-5SI7A	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	253	0	13311	0.077	Brain_Spinal_cord_cervical_c-1	44341813	5.70567558886237
GTEX-14BIL-0011-R9a-SM-5SI7A	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	90	0	5583	0.032	Brain_Spinal_cord_cervical_c-1	44341813	2.02968696837001
GTEX-X4EO-1226-SM-4QARR	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	356	0	16741	0.11	Esophagus_Mucosa	50973935	6.98396150895551
GTEX-Y3IK-2126-SM-4YCDS	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	112	0	6364	0.037	Uterus	53518187	2.09274652745617
GTEX-PWCY-2326-SM-2I3EQ	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	1008	0	593	0.113	Thyroid	48138116	20.939747621199
GTEX-PWCY-2326-SM-2I3EQ	NC_001405_35937nt_Human_mastadenovirus_C	35937	388	569	1978	0.055	Thyroid	48138116	8.06014094942976
GTEX-1R9PM-0426-SM-EVR3P	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	150	0	6652	0.039	Lung	73059066	2.0531332825963
GTEX-XV7Q-2426-SM-4BRV8	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	156	0	7780	0.045	Minor_Salivary_Gland	38137348	4.09047844648244
GTEX-XV7Q-2426-SM-4BRV8	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	70	0	4901	0.028	Minor_Salivary_Gland	38137348	1.83547109778058
GTEX-1F5PK-1826-SM-7RHHX	NC_001716_153080nt_Human_betaherpesvirus_7	153080	52	0	3276	0.021	Stomach	58183045	0.893731154840727
GTEX-NPJ7-2826-SM-2I3FU	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	1386	18	683	0.13	Brain_Cerebellum	55040562	25.1814289250898
GTEX-NPJ7-2826-SM-2I3FU	NC_001405_35937nt_Human_mastadenovirus_C	35937	612	1001	1978	0.055	Brain_Cerebellum	55040562	11.1190725123773
GTEX-ZUA1-0002-SM-4YCF7	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	145360	88	129968	0.756	Cells_EBV-transformed_lymphocytes	44693328	3252.38702295788
GTEX-ZUA1-0002-SM-4YCF7	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	58420	427	93114	0.539	Cells_EBV-transformed_lymphocytes	44693328	1307.13022758117
GTEX-ZPU1-0006-SM-4WWAT	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	76	0	4424	0.026	Whole_Blood	49505373	1.5351868977939
GTEX-WHPG-0004-SM-3NMDO	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	165144	192	129406	0.753	Cells_EBV-transformed_lymphocytes	61671819	2677.78707808181
GTEX-WHPG-0004-SM-3NMDO	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	49851	207	95740	0.554	Cells_EBV-transformed_lymphocytes	61671819	808.327057776584
GTEX-1H3NZ-0001-SM-EYYVZ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	133514	112	130115	0.757	Cells_EBV-transformed_lymphocytes	57222541	2333.24137073885
GTEX-1H3NZ-0001-SM-EYYVZ	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	49341	384	94162	0.545	Cells_EBV-transformed_lymphocytes	57222541	862.265099342583
GTEX-X4XX-3026-SM-3NMB2	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	206	0	11522	0.067	Brain_Cortex	62890776	3.27552008580718
GTEX-X4XX-3026-SM-3NMB2	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	78	0	4622	0.027	Brain_Cortex	62890776	1.2402454693833
GTEX-VJWN-1326-SM-EVR2Z	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	174	0	8850	0.052	Lung	50247386	3.46286670514562
GTEX-VJWN-1326-SM-EVR2Z	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	98	0	5880	0.034	Lung	50247386	1.95035021324293
GTEX-1399R-1126-SM-5IFIO	NC_001716_153080nt_Human_betaherpesvirus_7	153080	58	0	4038	0.026	Stomach	44224255	1.31149750289745
GTEX-VUSH-0008-SM-47JWK	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	56	5	3654	0.021	Cells_Cultured_fibroblasts	46969575	1.19226116054914
GTEX-WHPG-0826-SM-3NMBF	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	208	0	11417	0.066	Heart_Left_Ventricle	65943318	3.15422405648439
GTEX-WHPG-0826-SM-3NMBF	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	72	0	4657	0.027	Heart_Left_Ventricle	65943318	1.09184678878306
GTEX-YB5K-0003-SM-4VDSN	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	231947	201	133044	0.774	Cells_EBV-transformed_lymphocytes	53109057	4367.37184017408
GTEX-YB5K-0003-SM-4VDSN	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	89166	707	100689	0.583	Cells_EBV-transformed_lymphocytes	53109057	1678.92267414953
GTEX-P4QS-0426-SM-3NMCQ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	146	0	9069	0.053	Artery_Aorta	62373396	2.3407415559031
GTEX-P4QS-0426-SM-3NMCQ	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	104	0	6107	0.035	Artery_Aorta	62373396	1.6673775466707
GTEX-P44H-0011-R1A-SM-3NM8J	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	88	0	4901	0.029	Brain_Hippocampus	62272713	1.41313901001872
GTEX-ZVT3-0011-R11b-SM-57WBI	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	94	0	5576	0.032	Brain_Cerebellar_Hemisphere	34212728	2.74751548604952
GTEX-NPJ7-0011-R6a-SM-2I3G7	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	990	0	599	0.114	Brain_Nucleus_accumbens_basal_ganglia	51876180	19.0839032480803
GTEX-NPJ7-0011-R6a-SM-2I3G7	NC_001405_35937nt_Human_mastadenovirus_C	35937	361	544	1976	0.055	Brain_Nucleus_accumbens_basal_ganglia	51876180	6.95887785106768
GTEX-WHSE-3026-SM-3P5ZH	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	1200	0	31975	0.21	Brain_Cortex	54904014	21.856325477405
GTEX-WHSE-3026-SM-3P5ZH	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	94	0	5757	0.034	Brain_Cortex	54904014	1.71207882906339
GTEX-X4EO-0006-SM-3P5ZF	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	2130	5	49056	0.322	Whole_Blood	52677597	40.4346462500938
GTEX-X4EO-0006-SM-3P5ZF	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	279	5	14964	0.087	Whole_Blood	52677597	5.29636915670242
GTEX-X4EO-0006-SM-3P5ZF	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	134	0	7526	0.044	Whole_Blood	52677597	2.54377586737679
GTEX-Q2AH-1126-SM-48TZM	NC_001716_153080nt_Human_betaherpesvirus_7	153080	76	0	4919	0.032	Stomach	61645658	1.23285244193516
GTEX-X4EP-0004-SM-4PQZX	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	759810	814	135993	0.791	Cells_EBV-transformed_lymphocytes	84421116	9000.23638635623
GTEX-X4EP-0004-SM-4PQZX	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	341916	3518	108615	0.629	Cells_EBV-transformed_lymphocytes	84421116	4050.12414192677
GTEX-N7MS-2326-SM-2HMLD	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	1903	217	696	0.133	Thyroid	80820067	23.5461324227806
GTEX-N7MS-2326-SM-2HMLD	NC_001405_35937nt_Human_mastadenovirus_C	35937	847	294	1978	0.055	Thyroid	80820067	10.4800705003128
GTEX-YEC4-0226-SM-4W1YG	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	305	0	13278	0.077	Heart_Atrial_Appendage	81960853	3.7212887474463
GTEX-YEC4-0226-SM-4W1YG	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	201	0	9367	0.054	Heart_Atrial_Appendage	81960853	2.45239028930067
GTEX-WVLH-2126-SM-EYYWD	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	429	0	19749	0.115	Liver	39791567	10.7811788362092
GTEX-WVLH-2126-SM-EYYWD	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	136	5	7656	0.044	Liver	39791567	3.4178096077493
GTEX-11ZTT-0002-SM-5S2PA	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	79986	19	122808	0.715	Cells_EBV-transformed_lymphocytes	29666836	2696.14191415627
GTEX-11ZTT-0002-SM-5S2PA	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	30882	83	81522	0.472	Cells_EBV-transformed_lymphocytes	29666836	1040.96035047351
GTEX-11OC5-0004-SM-5S2O6	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	202156	50	127941	0.745	Cells_EBV-transformed_lymphocytes	32312219	6256.33293708488
GTEX-11OC5-0004-SM-5S2O6	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	91180	404	92350	0.535	Cells_EBV-transformed_lymphocytes	32312219	2821.84272147945
GTEX-13O21-1926-SM-5MR39	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	140	0	8828	0.058	Minor_Salivary_Gland	52998700	2.64157422729237
GTEX-X4XX-0011-R1B-SM-3P622	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	2006	8	45250	0.297	Brain_Hippocampus	67923722	29.5331283524186
GTEX-X4XX-0011-R1B-SM-3P622	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	64	0	3880	0.023	Brain_Hippocampus	67923722	0.942233407056227
GTEX-P78B-1926-SM-3P616	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	1480	0	41149	0.27	Ovary	62287369	23.7608366473145
GTEX-P78B-1926-SM-3P616	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	364	0	17015	0.099	Ovary	62287369	5.84388144569086
GTEX-P78B-1926-SM-3P616	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	161	0	8453	0.049	Ovary	62287369	2.58479371636326
GTEX-XAJ8-1226-SM-47JYS	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	68	0	4143	0.024	Artery_Tibial	39619884	1.71630992155353
GTEX-13SLX-0011-R9b-SM-5SI6X	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	64	0	3338	0.019	Brain_Spinal_cord_cervical_c-1	47570174	1.34538082622948
GTEX-WHSE-1126-SM-3NMBU	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	138	0	8119	0.047	Artery_Tibial	60732794	2.27224849889172
GTEX-WHSE-1126-SM-3NMBU	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	72	0	4366	0.025	Artery_Tibial	60732794	1.18552095594351
GTEX-U3ZG-0008-SM-47JWL	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	50	0	3516	0.02	Cells_Cultured_fibroblasts	38077115	1.3131246944523
GTEX-SN8G-2426-SM-EVR31	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	51	0	2802	0.016	Ovary	51629903	0.987799647812625
GTEX-X4LF-0826-SM-4QASC	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	214	0	11834	0.078	Esophagus_Gastroesophageal_Junction	34879452	6.13541749451798
GTEX-P4PP-2026-SM-3P61N	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	2639	12	53160	0.349	Uterus	72036525	36.6341935566714
GTEX-P4PP-2026-SM-3P61N	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	102	0	5515	0.032	Uterus	72036525	1.41594836785922
GTEX-1MA7X-0011-R2b-SM-EZ6MT	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	52	0	3238	0.019	Brain_Substantia_nigra	59701580	0.870998723986869
GTEX-1R9K5-1726-SM-EVR49	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	90	0	4588	0.027	Esophagus_Gastroesophageal_Junction	64572727	1.39377728309353
GTEX-14C38-1726-SM-5RQJC	NC_000898_162114nt_Human_betaherpesvirus_6B	162114	78	0	4446	0.027	Adrenal_Gland	41708122	1.87013934600076
GTEX-WRHK-0626-SM-4MVOE	NC_001716_153080nt_Human_betaherpesvirus_7	153080	192	0	11156	0.073	Stomach	49504909	3.8784032508776
GTEX-14ABY-0011-R11a-SM-5SI7C	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	341	0	15883	0.092	Brain_Cerebellar_Hemisphere	43138102	7.90484477040738
GTEX-14ABY-0011-R11a-SM-5SI7C	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	128	0	7399	0.043	Brain_Cerebellar_Hemisphere	43138102	2.96721445927315
GTEX-16BQI-0008-SM-EAZCC	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	50	0	2982	0.017	Cells_Cultured_fibroblasts	63305313	0.789823122744848
GTEX-13111-0002-SM-5TDBU	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	221804	73	132066	0.769	Cells_EBV-transformed_lymphocytes	47800201	4640.23153375443
GTEX-13111-0002-SM-5TDBU	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	92910	292	98851	0.572	Cells_EBV-transformed_lymphocytes	47800201	1943.7156760073
GTEX-S4UY-0008-SM-3NM8H	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	148	0	7695	0.045	Cells_Cultured_fibroblasts	80343186	1.84209772313485
GTEX-S4UY-0008-SM-3NM8H	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	70	0	4216	0.024	Cells_Cultured_fibroblasts	80343186	0.871262436617836
GTEX-YEC4-1426-SM-5IFHS	NC_001716_153080nt_Human_betaherpesvirus_7	153080	260	0	15541	0.102	Stomach	42857920	6.06655665977257
GTEX-X3Y1-0326-SM-4PQZ7	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	66	0	3819	0.022	Artery_Aorta	28856933	2.2871453456263
GTEX-X5EB-0326-SM-4QASF	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	198	0	11003	0.072	Artery_Coronary	31906276	6.20567564826431
GTEX-P4PP-0726-SM-3NM9S	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	102	0	5928	0.035	Esophagus_Muscularis	62475548	1.63263874051973
GTEX-P78B-1026-SM-3NMC4	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	148	0	8154	0.047	Esophagus_Mucosa	53516892	2.76548197156143
GTEX-P78B-1026-SM-3NMC4	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	84	0	5173	0.03	Esophagus_Mucosa	53516892	1.56959787575108
GTEX-1PFEY-0226-SM-EVR3M	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	112	0	6107	0.036	Thyroid	62815969	1.78298610660611
GTEX-ZF3C-1626-SM-4WWB4	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	375	0	19645	0.129	Esophagus_Mucosa	54589663	6.86943240517898
GTEX-ZF3C-1626-SM-4WWB4	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	78	0	4483	0.026	Esophagus_Mucosa	54589663	1.42884194027723
GTEX-111CU-1126-SM-5EGIM	HPV124	7489	93	0	965	0.129	Skin_Not_Sun_Exposed_Suprapubic	33771832	2.75377421041299
GTEX-111CU-1126-SM-5EGIM	HPV118	7597	106	0	513	0.068	Skin_Not_Sun_Exposed_Suprapubic	33771832	3.13871039036319
GTEX-PLZ4-2826-SM-3P617	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	1662	7	39226	0.258	Ovary	58495043	28.4126639585512
GTEX-PLZ4-2826-SM-3P617	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	74	5	4287	0.025	Ovary	58495043	1.26506446024837
GTEX-S95S-0005-SM-2XCEC	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	70	0	4172	0.024	Whole_Blood	44368526	1.57769496331701
GTEX-X4LF-0126-SM-4QAS7	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	254	0	14381	0.094	Adrenal_Gland	37598605	6.75556978776207
GTEX-X15G-0526-SM-3NMB7	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	170	0	9420	0.055	Thyroid	47463480	3.58170113105908
GTEX-X15G-0526-SM-3NMB7	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	82	0	4462	0.026	Thyroid	47463480	1.72764407498144
GTEX-111VG-2226-SM-5N9DU	NC_044854_7693nt_Norovirus_GI	7693	206	0	2632	0.342	Colon_Transverse	39764247	5.18053315582714
GTEX-XBEW-0626-SM-4QASP	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	246	0	13908	0.091	Skin_Sun_Exposed_Lower_leg	33573947	7.32710991650758
GTEX-WHSE-0011-R3A-SM-3P5ZM	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	1816	0	44626	0.293	Brain_Anterior_cingulate_cortex_BA24	59147414	30.7029483994009
GTEX-WHSE-0011-R3A-SM-3P5ZM	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	74	0	4041	0.024	Brain_Anterior_cingulate_cortex_BA24	59147414	1.25111133345576
GTEX-XBEW-0826-SM-4QASQ	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	160	0	9794	0.064	Artery_Tibial	33893427	4.72067932227685
GTEX-WYJK-1726-SM-3NM9U	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	136	0	7508	0.044	Muscle_Skeletal	67528469	2.01396539880091
GTEX-Q2AG-0011-R4A-SM-2HMKA	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	968	7	596	0.114	Brain_Amygdala	57250450	16.908164040632
GTEX-Q2AG-0011-R4A-SM-2HMKA	NC_001405_35937nt_Human_mastadenovirus_C	35937	262	410	1941	0.054	Brain_Amygdala	57250450	4.57638324240246
GTEX-WZTO-1126-SM-3NM93	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	116	0	6621	0.039	Artery_Tibial	61893134	1.87419819458488
GTEX-WZTO-1126-SM-3NM93	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	70	0	3940	0.023	Artery_Tibial	61893134	1.13098166914605
GTEX-YFCO-0003-SM-4W21I	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	101625	64	101980	0.594	Cells_EBV-transformed_lymphocytes	79661410	1275.71179069012
GTEX-YFCO-0003-SM-4W21I	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	26217	55	62144	0.36	Cells_EBV-transformed_lymphocytes	79661410	329.10539745656
GTEX-ZP4G-0003-SM-4WWED	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	116088	114	119474	0.695	Cells_EBV-transformed_lymphocytes	61410245	1890.36861846098
GTEX-ZP4G-0003-SM-4WWED	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	39124	140	78603	0.455	Cells_EBV-transformed_lymphocytes	61410245	637.092393948274
GTEX-WH7G-0326-SM-3NMBH	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	208	0	11368	0.066	Heart_Atrial_Appendage	53488954	3.88865334700694
GTEX-WH7G-0326-SM-3NMBH	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	88	0	4659	0.027	Heart_Atrial_Appendage	53488954	1.64519949296447
GTEX-P78B-2526-SM-3P5ZY	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	3390	6	60232	0.396	Uterus	53512753	63.3493851456306
GTEX-P78B-2526-SM-3P5ZY	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	78	0	5004	0.029	Uterus	53512753	1.45759647237734
GTEX-1QP2A-1226-SM-EVR3I	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	2223	0	54347	0.316	Lung	61648529	36.0592545525296
GTEX-1QP2A-1226-SM-EVR3I	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	811	0	26980	0.156	Lung	61648529	13.1552206217281
GTEX-1S82P-1626-SM-EVR4Q	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	74	0	3692	0.021	Esophagus_Gastroesophageal_Junction	60954620	1.21401790381106
GTEX-X4EO-1726-SM-4QARN	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	248	8	13852	0.091	Adrenal_Gland	37752330	6.56913096489674
GTEX-Y8DK-0011-R3A-SM-4RTW5	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	138	0	7716	0.051	Brain_Anterior_cingulate_cortex_BA24	36773236	3.75272929475121
GTEX-X585-3126-SM-4QASH	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	224	0	13346	0.088	Pituitary	38273860	5.85255837796345
GTEX-ZUA1-0011-R6b-SM-4YCDD	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	164	5	9368	0.055	Brain_Nucleus_accumbens_basal_ganglia	56248070	2.91565559493864
GTEX-ZPCL-0008-SM-4WWAU	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	61	0	3614	0.021	Cells_Cultured_fibroblasts	47468147	1.2850722822612
GTEX-T5JC-0006-SM-EZ6L9	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	56	0	3475	0.02	Whole_Blood	57689670	0.970711047575762
GTEX-U412-0726-SM-EVR2Y	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	94	0	4444	0.026	Thyroid	47373905	1.98421472749608
GTEX-X3Y1-0001-SM-4PQYP	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	57704	223	124746	0.726	Cells_EBV-transformed_lymphocytes	27531349	2095.9379796464
GTEX-X3Y1-0001-SM-4PQYP	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	35393	321	106911	0.619	Cells_EBV-transformed_lymphocytes	27531349	1285.55269848927
GTEX-1F88E-0008-SM-EAZCR	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	52	0	3002	0.017	Cells_Cultured_fibroblasts	58632224	0.886884318084199
GTEX-X4XX-0011-R2A-SM-3P623	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	1816	0	43130	0.283	Brain_Substantia_nigra	61421961	29.5659723400886
GTEX-WVJS-2426-SM-EZ6LI	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	142	0	7787	0.045	Colon_Transverse	46157721	3.07640838680055
GTEX-1HKZK-0001-SM-EZ6M1	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	261754	181	132502	0.771	Cells_EBV-transformed_lymphocytes	62979070	4156.20618087882
GTEX-1HKZK-0001-SM-EZ6M1	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	103094	561	100017	0.579	Cells_EBV-transformed_lymphocytes	62979070	1636.95653174936
GTEX-Y8E4-0526-SM-4V6GC	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	50	0	3204	0.019	Lung	56683351	0.882093226986527
GTEX-WYVS-0006-SM-3NMA7	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	196	0	10138	0.059	Whole_Blood	65953215	2.97180357318442
GTEX-WYVS-0006-SM-3NMA7	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	74	0	4591	0.027	Whole_Blood	65953215	1.1220074715084
GTEX-WYVS-2126-SM-3NMA3	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	112	0	5100	0.03	Skin_Sun_Exposed_Lower_leg	57386353	1.95168353005461
GTEX-TSE9-0005-SM-4DXUF	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	64	0	1732	0.33	Whole_Blood	35068121	1.82501936730514
GTEX-TSE9-0005-SM-4DXUF	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	112	0	1472	0.177	Whole_Blood	35068121	3.19378389278399
GTEX-1N2EF-0326-SM-EYYXC	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	96	0	5242	0.031	Artery_Tibial	39149827	2.4521181153623
GTEX-POMQ-0826-SM-3P61H	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	2292	0	48498	0.319	Stomach	58857338	38.9416184605563
