humanchr	human_coord	Chromosome	Start	End	Gene_ID	min_dist_from_exon_end	exon_insert_type
chr1	237603011	chr1	237602025	237602111	RYR2^ENSG00000198626.14	900	external
chr21	8438638	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	87	external
chr12	124912261	chr12	124911646	124912180	UBC^ENSG00000150991.13	81	external
chr20	35252832	chr20	35251905	35252021	MMP24^ENSG00000125966.9	811	external
chr12	6537764	chr12	6537794	6537985	RP5-940J5.9^ENSG00000269968.1	30	external
chr19	49499529	chr19	49499512	49499688	RPS11^ENSG00000142534.5	17	within_exon
chr4	3511795	chr4	3512933	3513036	LRPAP1^ENSG00000163956.9	1138	external
chr12	124911764	chr12	124911704	124912055	UBC^ENSG00000150991.13	60	within_exon
chr21	8437669	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	40	within_exon
chr16	2034345	chr16	2033271	2033432	SLC9A3R2^ENSG00000065054.12	913	external
chr14	32202133	chr14	32202045	32202151	RNU6-7^ENSG00000201654.1	18	within_exon
chr10	21322049	chr10	21321961	21322067	RNU6-15P^ENSG00000207264.1	18	within_exon
chr1	10299054	chr1	10298966	10299072	RNU6-37P^ENSG00000199562.1	18	within_exon
chr21	8216658	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	1295	external
chr1	2762610	chr1	2783609	2783775	TTC34^ENSG00000215912.10	20999	external
chr21	8259790	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	785	external
chr21	8215561	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	2392	external
chr21	8394428	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	87	external
chr21	8211393	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	87	external
chr21	8393459	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	40	within_exon
chr21	8254632	chr21	8254592	8255514	CH507-513H4.5^ENSG00000281383.1	40	within_exon
chr21	8210424	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	40	within_exon
chr10	126947798	chr10	126970702	126970785	DOCK1^ENSG00000150760.11	22904	external
chr21	8260727	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	1722	external
chr14	34546870	chr14	34546714	34546877	RNU1-27P^ENSG00000206596.1	7	within_exon
chr16	177028	chr16	176929	177274	HBA1^ENSG00000206172.7	99	within_exon
chr12	124912863	chr12	124913035	124913267	UBC^ENSG00000150991.13	172	external
chr12	124912837	chr12	124913035	124913267	UBC^ENSG00000150991.13	198	external
chr11	309248	chr11	309013	309230	IFITM2^ENSG00000185201.15	18	external
chr21	8438199	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	352	within_exon
chr14	34556233	chr14	34556226	34556389	RNU1-28P^ENSG00000206588.1	7	within_exon
chr21	8441176	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	773	external
chr1	16395186	chr1	16395038	16395172	SZRD1^ENSG00000055070.15	14	external
chrX	139720581	chrX	139726346	139728962	ATP11C^ENSG00000101974.13	5765	external
chr10	126947312	chr10	126970702	126970785	DOCK1^ENSG00000150760.11	23390	external
chr21	8443927	chr21	8445223	8445271	FP236383.12^ENSG00000277644.1	1296	external
chr21	8398595	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	2396	external
chr1	16896136	chr1	16895980	16896143	RNU1-2^ENSG00000207005.1	7	within_exon
chr1	16740672	chr1	16740516	16740679	RNU1-4^ENSG00000207389.1	7	within_exon
chr1	146376963	chr1	146376807	146376970	RNU1-1^ENSG00000273768.1	7	within_exon
chr21	8393989	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	352	within_exon
chr21	8210954	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	352	within_exon
chr1	16666792	chr1	16666785	16666948	RNU1-3^ENSG00000207513.1	7	within_exon
chr1	16514129	chr1	16514122	16514285	RNU1-1^ENSG00000206652.1	7	within_exon
chr1	143729414	chr1	143729407	143729570	RNVU1-18^ENSG00000206737.1	7	within_exon
chr8	118976621	chr8	118976513	118976619	RNU6-12P^ENSG00000207334.1	2	external
chr19	49497980	chr19	49497917	49498080	RPS11^ENSG00000142534.5	63	within_exon
chr8	144984959	chr8	144978315	144978553	ZNF252P^ENSG00000196922.9	6406	external
chr8	115414190	chr8	115414429	115415084	TRPS1^ENSG00000104447.10	239	external
chr2	197498840	chr2	197498675	197498850	HSPD1^ENSG00000144381.15	10	within_exon
chr2	135865158	chr2	135865013	135865163	MCM6^ENSG00000076003.4	5	within_exon
chr22	41905845	chr22	41905440	41907306	SREBF2^ENSG00000198911.10	405	within_exon
chr6	89635510	chr6	89634807	89637353	LYRM2^ENSG00000083099.9	703	within_exon
chr1	156475728	chr1	156475108	156475237	MEF2D^ENSG00000116604.16	491	external
chr9	137273344	chr9	137272782	137273546	NELFB^ENSG00000188986.4	202	within_exon
chr7	5528065	chr7	5528004	5528098	ACTB^ENSG00000075624.12	33	within_exon
chr6	31355585	chr6	31355317	31355592	HLA-B^ENSG00000234745.8	7	within_exon
chr22	22901003	chr22	22895375	22896103	IGLL5^ENSG00000254709.5	4900	external
chr21	8438043	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	414	within_exon
chr21	8393833	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	414	within_exon
chr21	8210798	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	414	within_exon
chr1	160354266	chr1	160354118	160354290	NCSTN^ENSG00000162736.14	24	within_exon
chr11	2390527	chr11	2390446	2390526	CD81^ENSG00000110651.10	1	at_ref_exon_boundary
chr21	8255006	chr21	8254592	8255514	CH507-513H4.5^ENSG00000281383.1	414	within_exon
chr12	6538296	chr12	6538101	6538314	GAPDH^ENSG00000111640.13	18	within_exon
chr22	22906369	chr22	22910828	22911075	IGLC4^ENSG00000254029.1	4459	external
chr14	105741641	chr14	105736956	105737020	AL122127.3^ENSG00000278556.1	4621	external
chr16	30068673	chr16	30068646	30068700	ALDOA^ENSG00000149925.15	27	within_exon
chrX	39787107	chrX	39787132	39788136	GAPDHP1^ENSG00000228232.1	25	external
chr14	105742851	chr14	105736956	105737020	AL122127.3^ENSG00000278556.1	5831	external
chr4	1212090	chr4	1212034	1212539	CTBP1-AS^ENSG00000280927.1	56	within_exon
chr8	144792067	chr8	144791992	144792057	RPL8^ENSG00000161016.14	10	external
chr17	81511574	chr17	81511519	81511578	ACTG1^ENSG00000184009.8	4	within_exon
chr14	106153933	chr14	106145891	106146131	IGHV1-14^ENSG00000253709.1	7802	external
chr16	89561619	chr16	89561578	89561598	RPL13^ENSG00000167526.12	21	external
chr5	177514834	chr5	177514701	177514837	DDX41^ENSG00000183258.10	3	within_exon
chr8	143718782	chr8	143718783	143718891	RP11-429J17.5^ENSG00000254548.1	1	at_ref_exon_boundary
chr5	156287584	chr5	156326746	156327232	SGCD^ENSG00000170624.12	39162	external
chr17	58332200	chr17	58330884	58332508	RP5-1171I10.5^ENSG00000265206.3	308	within_exon
chr9	19376578	chr9	19376494	19376651	RPS6^ENSG00000137154.11	73	within_exon
chr6	31355118	chr6	31355122	31355223	HLA-B^ENSG00000234745.8	4	external
chr1	151262172	chr1	151262161	151262910	PSMD4^ENSG00000159352.14	11	within_exon
chr3	13319088	chr3	13319072	13319155	NUP210^ENSG00000132182.10	16	within_exon
chr6	31356274	chr6	31356167	31356957	HLA-B^ENSG00000234745.8	107	within_exon
chr22	20934137	chr22	20933779	20934244	CRKL^ENSG00000099942.11	107	within_exon
chr19	6211650	chr19	6211298	6211476	MLLT1^ENSG00000130382.8	174	external
chr6	32584333	chr6	32584104	32584378	HLA-DRB1^ENSG00000196126.9	45	within_exon
chr5	150402209	chr5	150402170	150402250	CD74^ENSG00000019582.13	39	within_exon
chr3	47004629	chr3	47004619	47005096	NBEAL2^ENSG00000160796.15	10	within_exon
chr20	17659523	chr20	17659606	17660528	RRBP1^ENSG00000125844.14	83	external
chr19	56151578	chr19	56149817	56150490	CTD-2621I17.3^ENSG00000279794.1	1088	external
chr2	101002725	chr2	101002739	101002808	RPL31^ENSG00000071082.9	14	external
chr6	30723871	chr6	30723105	30723877	XXbac-BPG252P9.9^ENSG00000272540.1	6	within_exon
chrY	1386676	chrY	1386152	1386759	SLC25A6^ENSGR0000169100.11	83	within_exon
chrX	7050240	chrX	7048920	7050472	HDHD1^ENSG00000130021.12	232	within_exon
chrX	53432107	chrX	53431974	53432116	HSD17B10^ENSG00000072506.11	9	within_exon
chrX	53192678	chrX	53191321	53192837	KDM5C^ENSG00000126012.10	159	within_exon
chr8	144394244	chr8	144393667	144394237	CPSF1^ENSG00000071894.13	7	external
chr8	143816596	chr8	143816520	143816819	PUF60^ENSG00000179950.12	76	within_exon
chr7	74779360	chr7	74779257	74779422	NCF1^ENSG00000158517.12	62	within_exon
chr7	26197334	chr7	26197315	26197461	HNRNPA2B1^ENSG00000122566.19	19	within_exon
chr6	44261750	chr6	44261720	44261848	NFKBIE^ENSG00000146232.13	30	within_exon
chr6	34424739	chr6	34424669	34424840	RPS10^ENSG00000124614.12	70	within_exon
chr6	31794957	chr6	31794831	31795499	VARS^ENSG00000204394.11	126	within_exon
chr6	30491149	chr6	30491137	30491283	HLA-E^ENSG00000204592.8	12	within_exon
chr5	173323382	chr5	173323219	173323430	STC2^ENSG00000113739.9	48	within_exon
chr5	150401987	chr5	150401864	150402004	CD74^ENSG00000019582.13	17	within_exon
chr4	118815692	chr4	118815451	118815726	SEC24D^ENSG00000150961.13	34	within_exon
chr3	48695294	chr3	48695090	48695418	IP6K2^ENSG00000068745.13	124	within_exon
chr3	12902600	chr3	12902773	12902822	IQSEC1^ENSG00000144711.12	173	external
chr3	121770500	chr3	121769763	121770574	IQCB1^ENSG00000173226.15	74	within_exon
chr2	241133155	chr2	241132874	241133030	PASK^ENSG00000115687.12	125	external
chr21	46224731	chr21	46224651	46224834	AP001469.5^ENSG00000223901.2	80	within_exon
chr21	46218074	chr21	46219476	46219572	LSS^ENSG00000160285.13	1402	external
chr1	67430051	chr1	67429988	67430372	SERBP1^ENSG00000142864.13	63	within_exon
chr19	49909394	chr19	49909395	49909884	NUP62^ENSG00000213024.9	1	at_ref_exon_boundary
chr19	4675718	chr19	4675764	4676656	DPP9^ENSG00000142002.15	46	external
chr19	1632380	chr19	1632332	1632405	TCF3^ENSG00000071564.13	25	within_exon
chr18	6462935	chr18	6462933	6463015	RPL6P27^ENSG00000235552.4	2	within_exon
chr16	67666659	chr16	67666358	67666727	ENKD1^ENSG00000124074.10	68	within_exon
chr16	30225773	chr16	30222937	30225803	RP11-347C12.1^ENSG00000198064.12	30	within_exon
chr16	30188955	chr16	30188860	30188964	CORO1A^ENSG00000102879.14	9	within_exon
chr14	105769273	chr14	105765117	105765180	AL122127.2^ENSG00000277054.1	4093	external
chr12	10712682	chr12	10713211	10713333	YBX3^ENSG00000060138.11	529	external
chr16	22533656	chr16	22533626	22533812	NPIPB5^ENSG00000243716.9	30	within_exon
chr21	8443902	chr21	8445223	8445271	FP236383.12^ENSG00000277644.1	1321	external
chr2	218405144	chr2	218404297	218404773	CTDSP1^ENSG00000144579.6	371	external
chr19	10810005	chr19	10809208	10812377	DNM2^ENSG00000079805.15	797	within_exon
chr1	1064265	chr1	1064210	1064401	RP11-465B22.3^ENSG00000217801.8	55	within_exon
chr4	106321248	chr4	106321267	106321495	TBCK^ENSG00000145348.15	19	external
chrX	119637109	chrX	119637027	119637195	SEPT6^ENSG00000125354.21	82	within_exon
chr19	6211058	chr19	6210689	6211065	MLLT1^ENSG00000130382.8	7	within_exon
chr19	4950675	chr19	4950611	4950773	UHRF1^ENSG00000276043.3	64	within_exon
chr19	48966669	chr19	48966694	48966775	AC026803.1^ENSG00000281206.1	25	external
chr19	46608902	chr19	46608924	46608981	CALM3^ENSG00000160014.15	22	external
chr19	1429975	chr19	1429967	1429996	DAZAP1^ENSG00000071626.15	8	within_exon
chr16	85805001	chr16	85804937	85804992	COX4I1^ENSG00000131143.7	9	external
chr12	57721310	chr12	57720784	57721331	OS9^ENSG00000135506.14	21	within_exon
chr9	137241306	chr9	137241288	137241417	TUBB4B^ENSG00000188229.5	18	within_exon
chr22	31345094	chr22	31344332	31345776	PATZ1^ENSG00000100105.16	682	within_exon
chr1	39485766	chr1	39485538	39486987	MACF1^ENSG00000127603.22	228	within_exon
chr3	187077299	chr3	187075562	187078551	ST6GAL1^ENSG00000073849.13	1252	within_exon
chr12	49050743	chr12	49049682	49050790	KMT2D^ENSG00000167548.13	47	within_exon
chr12	107685806	chr12	107685808	107685971	PWP1^ENSG00000136045.10	2	external
chr9	133349928	chr9	133349912	133350383	RPL7A^ENSG00000148303.15	16	within_exon
chr6	144200472	chr6	144200447	144200965	TPT1P4^ENSG00000217027.1	25	within_exon
chr22	38730674	chr22	38730612	38730659	GTPBP1^ENSG00000100226.14	15	external
chr19	6372821	chr19	6372433	6373024	ALKBH7^ENSG00000125652.6	203	within_exon
chr16	85806799	chr16	85806738	85806802	COX4I1^ENSG00000131143.7	3	within_exon
chr19	48195242	chr19	48194653	48197620	C19orf68^ENSG00000185453.11	589	within_exon
chr19	56088626	chr19	56089053	56089092	ZNF787^ENSG00000142409.5	427	external
chr15	41087576	chr15	41087562	41087682	INO80^ENSG00000128908.14	14	within_exon
chr6	32519526	chr6	32519370	32519651	HLA-DRB5^ENSG00000198502.5	125	within_exon
chr19	39473463	chr19	39473416	39473521	SUPT5H^ENSG00000196235.12	47	within_exon
chr16	2759601	chr16	2759569	2759843	SRRM2^ENSG00000167978.15	32	within_exon
chr1	45013150	chr1	45013136	45013354	UROD^ENSG00000126088.11	14	within_exon
chr6	33080823	chr6	33080680	33080775	HLA-DPA1^ENSG00000231389.6	48	external
chr17	43000000	chr17	42999933	43000102	RPL27^ENSG00000131469.11	67	within_exon
chr7	44061052	chr7	44060777	44061145	DBNL^ENSG00000136279.17	93	within_exon
chr3	179234315	chr3	179234094	179240093	PIK3CA^ENSG00000121879.3	221	within_exon
chr1	161713858	chr1	161713085	161713705	FCRLA^ENSG00000132185.15	153	external
chr12	56121537	chr12	56120690	56121036	RP11-603J24.5^ENSG00000258317.1	501	external
chr1	228098554	chr1	228097852	228098379	ARF1^ENSG00000143761.12	175	external
chr22	50447521	chr22	50447522	50447609	SBF1^ENSG00000100241.19	1	at_ref_exon_boundary
chr11	613503	chr11	613553	613595	IRF7^ENSG00000185507.18	50	external
chr2	99337484	chr2	99337353	99337589	EIF5B^ENSG00000158417.9	105	within_exon
chr11	62678058	chr11	62678089	62678118	UBXN1^ENSG00000162191.12	31	external
chr22	39489324	chr22	39487347	39487830	MGAT3^ENSG00000128268.11	1494	external
chr15	101760961	chr15	101752466	101764931	DNM1P47^ENSG00000259660.2	3970	within_exon
chrX	1386676	chrX	1386152	1386759	SLC25A6^ENSG00000169100.11	83	within_exon
chr17	62516516	chr17	62516321	62516767	RP11-464D20.2^ENSG00000239246.3	195	within_exon
chr12	112408581	chr12	112408420	112408656	RPL6^ENSG00000089009.14	75	within_exon
chr16	29485803	chr16	29484690	29485833	RP11-231C14.4^ENSG00000169203.15	30	within_exon
chr16	21405263	chr16	21404862	21405293	NPIPB3^ENSG00000169246.15	30	within_exon
chr16	29449616	chr16	29449521	29449625	RP11-345J4.6^ENSG00000260335.1	9	within_exon
chr21	8399667	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	1324	external
chr21	8260862	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	1857	external
chr21	8216633	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	1320	external
chr12	20552211	chr12	20551590	20553012	RP11-424C20.2^ENSG00000256663.1	621	within_exon
chr13	45338682	chr13	45338687	45338776	TPT1^ENSG00000133112.15	5	external
chr14	105855141	chr14	105857513	105857572	MIR4539^ENSG00000265612.1	2372	external
chr6	396548	chr6	395847	396074	IRF4^ENSG00000137265.13	474	external
chr12	76084661	chr12	76084567	76084659	NAP1L1^ENSG00000187109.12	2	external
chr9	14921837	chr9	14921337	14922334	LDHAP4^ENSG00000214110.3	497	within_exon
chr8	144085927	chr8	144085882	144086183	GPAA1^ENSG00000197858.9	45	within_exon
chr4	521301	chr4	521056	521273	PIGG^ENSG00000174227.14	28	external
chr4	48360806	chr4	48369849	48369997	SLAIN2^ENSG00000109171.13	9043	external
chr2	216205458	chr2	216205188	216205423	XRCC5^ENSG00000079246.14	35	external
chr22	44890503	chr22	44889773	44889782	PHF21B^ENSG00000056487.14	721	external
chr1	234609352	chr1	234609421	234609483	RP4-781K5.2^ENSG00000228830.1	69	external
chr1	201465716	chr1	201465853	201466178	PHLDA3^ENSG00000174307.6	137	external
chr19	3976303	chr19	3976056	3976300	EEF2^ENSG00000167658.14	3	external
chr15	66490618	chr15	66490636	66490717	SNAPC5^ENSG00000174446.11	18	external
chr6	29944171	chr6	29944122	29944397	HLA-A^ENSG00000206503.10	49	within_exon
chr6	143443776	chr6	143444557	143444969	ADAT2^ENSG00000189007.14	781	external
chrX	71567604	chrX	71567500	71567973	OGT^ENSG00000147162.12	104	within_exon
chr8	58449436	chr8	58447389	58447684	UBXN2B^ENSG00000215114.6	1752	external
chr1	160684919	chr1	160684887	160685189	CD48^ENSG00000117091.8	32	within_exon
chr6	29889378	chr6	29889328	29889604	HLA-H^ENSG00000206341.7	50	within_exon
chr1	89928532	chr1	89929808	89929878	LRRC8D^ENSG00000171492.13	1276	external
chr15	82540072	chr15	82539981	82540131	RPS17^ENSG00000182774.9	59	within_exon
chr10	91992306	chr10	91992119	91992309	BTAF1^ENSG00000095564.12	3	within_exon
chr8	17247062	chr8	17247094	17247369	VPS37A^ENSG00000155975.8	32	external
chr5	177513686	chr5	177513685	177513784	DDX41^ENSG00000183258.10	1	at_ref_exon_boundary
chr18	54358008	chr18	54357917	54357974	C18orf54^ENSG00000166845.12	34	external
chr7	106112495	chr7	106112479	106112576	SYPL1^ENSG00000008282.6	16	within_exon
chr2	38482307	chr2	38481851	38482804	RPLP0P6^ENSG00000213553.4	456	within_exon
chr5	1328485	chr5	1330280	1330383	CLPTM1L^ENSG00000049656.12	1795	external
chr11	61796413	chr11	61795940	61796396	FEN1^ENSG00000168496.3	17	external
chr19	811799	chr19	810694	812222	PTBP1^ENSG00000011304.15	423	within_exon
chr17	42112313	chr17	42112296	42112463	DHX58^ENSG00000108771.11	17	within_exon
chr9	92151281	chr9	92150382	92150500	RP11-100G15.10^ENSG00000236717.2	781	external
chr17	59842081	chr17	59837931	59842255	VMP1^ENSG00000062716.9	174	within_exon
chr21	33554593	chr21	33555049	33555391	SON^ENSG00000159140.16	456	external
chr19	2273027	chr19	2272972	2273269	OAZ1^ENSG00000104904.11	55	within_exon
chr12	124912822	chr12	124913035	124913267	UBC^ENSG00000150991.13	213	external
chr3	195559713	chr3	195561215	195561580	AC090018.1^ENSG00000236425.1	1502	external
chr1	24908009	chr1	24907259	24907417	RUNX3^ENSG00000020633.17	592	external
chr19	15115086	chr19	15115016	15115430	ILVBL^ENSG00000105135.14	70	within_exon
chr5	1254362	chr5	1254368	1254505	TERT^ENSG00000164362.17	6	external
chr5	1295036	chr5	1294771	1295047	TERT^ENSG00000164362.17	11	within_exon
chr20	1809563	chr20	1810554	1810674	RP5-968J1.1^ENSG00000230839.1	991	external
chr5	98107869	chr5	98093400	98093571	AC008834.1^ENSG00000248901.1	14298	external
chr15	68271426	chr15	68267792	68268293	RP11-315D16.4^ENSG00000260657.2	3133	external
chr8	127229302	chr8	127218810	127219088	CCAT1^ENSG00000247844.1	10214	external
chr8	127218809	chr8	127218810	127219088	CCAT1^ENSG00000247844.1	1	at_ref_exon_boundary
chr8	127218390	chr8	127218810	127219088	CCAT1^ENSG00000247844.1	420	external
chr8	127219147	chr8	127218810	127219088	CCAT1^ENSG00000247844.1	59	external
chr8	127229133	chr8	127218810	127219088	CCAT1^ENSG00000247844.1	10045	external
chr8	127221123	chr8	127218810	127219088	CCAT1^ENSG00000247844.1	2035	external
chr8	127218808	chr8	127218810	127219088	CCAT1^ENSG00000247844.1	2	external
chr8	127224476	chr8	127218810	127219088	CCAT1^ENSG00000247844.1	5388	external
chr8	127227542	chr8	127218810	127219088	CCAT1^ENSG00000247844.1	8454	external
chr8	127221927	chr8	127218810	127219088	CCAT1^ENSG00000247844.1	2839	external
chr8	127223667	chr8	127218810	127219088	CCAT1^ENSG00000247844.1	4579	external
chr8	127223535	chr8	127218810	127219088	CCAT1^ENSG00000247844.1	4447	external
chr7	44801352	chr7	44801287	44801647	PPIA^ENSG00000196262.12	65	within_exon
chr21	18858206	chr21	18857779	18858276	PPIAP22^ENSG00000198618.5	70	within_exon
chr4	1324608	chr4	1323495	1323608	MAEA^ENSG00000090316.14	1000	external
chr8	127188078	chr8	127188045	127188115	CASC19^ENSG00000254166.1	33	within_exon
chr12	57715920	chr12	57715760	57715951	OS9^ENSG00000135506.14	31	within_exon
chr1	23793186	chr1	23793151	23793216	LYPLA2^ENSG00000011009.9	30	within_exon
chr2	170966058	chr2	170965790	170965891	GORASP2^ENSG00000115806.11	167	external
chr2	240598368	chr2	240598352	240598399	CAPN10^ENSG00000142330.18	16	within_exon
chr16	88858666	chr16	88858642	88858789	TRAPPC2L^ENSG00000167515.9	24	within_exon
chr6	90296479	chr6	90296480	90296908	BACH2^ENSG00000112182.13	1	at_ref_exon_boundary
chr6	90295174	chr6	90296480	90296742	BACH2^ENSG00000112182.13	1306	external
chr6	90295367	chr6	90296480	90296742	BACH2^ENSG00000112182.13	1113	external
chr6	90295191	chr6	90296480	90296742	BACH2^ENSG00000112182.13	1289	external
chr6	90295874	chr6	90296480	90296742	BACH2^ENSG00000112182.13	606	external
chr6	90206682	chr6	90206569	90206681	BACH2^ENSG00000112182.13	1	at_ref_exon_boundary
chr6	90271942	chr6	90271849	90271941	BACH2^ENSG00000112182.13	1	at_ref_exon_boundary
chr7	5429239	chr7	5426277	5428927	RP11-1275H24.1^ENSG00000234432.4	312	external
chr9	122383756	chr9	122383509	122383755	PTGS1^ENSG00000095303.13	1	at_ref_exon_boundary
chr9	122386445	chr9	122386446	122386732	PTGS1^ENSG00000095303.13	1	at_ref_exon_boundary
chr9	122385819	chr9	122386446	122386621	PTGS1^ENSG00000095303.13	627	external
chr21	8443106	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	1066	external
chr21	8398877	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	2114	external
chr21	8260072	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	1067	external
chr21	8215843	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	2110	external
chr9	122385824	chr9	122386446	122386621	PTGS1^ENSG00000095303.13	622	external
chr5	133690083	chr5	133720495	133720934	AC005178.1^ENSG00000251243.1	30412	external
chr11	1189211	chr11	1182155	1192525	MUC5AC^ENSG00000215182.8	3314	within_exon
chr21	8393931	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	410	within_exon
chr21	8210896	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	410	within_exon
chr21	8255104	chr21	8254592	8255514	CH507-513H4.5^ENSG00000281383.1	410	within_exon
chr5	133688997	chr5	133720495	133720934	AC005178.1^ENSG00000251243.1	31498	external
chr20	17659715	chr20	17659779	17659973	RRBP1^ENSG00000125844.14	64	external
chr21	8438141	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	410	within_exon
chr19	572606	chr19	572607	572701	BSG^ENSG00000172270.17	1	at_ref_exon_boundary
chr7	5529215	chr7	5529216	5529400	ACTB^ENSG00000075624.12	1	at_ref_exon_boundary
chr9	122390196	chr9	122390198	122390345	PTGS1^ENSG00000095303.13	2	external
chr11	1189291	chr11	1182155	1192525	MUC5AC^ENSG00000215182.8	3234	within_exon
chr7	5428504	chr7	5428731	5429672	RP11-1275H24.3^ENSG00000273084.1	227	external
chr7	22511838	chr7	22510616	22511999	EEF1A1P6^ENSG00000233476.3	161	within_exon
chr9	133019647	chr9	133019486	133020874	EEF1A1P5^ENSG00000196205.8	161	within_exon
chr6	73519499	chr6	73519337	73519516	EEF1A1^ENSG00000156508.16	17	within_exon
chr11	1188399	chr11	1182155	1192525	MUC5AC^ENSG00000215182.8	4126	within_exon
chr1	155189822	chr1	155190050	155190157	AC234582.1^ENSG00000279487.1	228	external
chr1	155190600	chr1	155190498	155190805	MUC1^ENSG00000185499.15	102	within_exon
chr1	155188599	chr1	155188587	155188650	AC234582.2^ENSG00000279986.1	12	within_exon
chr11	1243368	chr11	1242261	1242638	RP11-532E4.2^ENSG00000255177.2	730	external
chr17	69175514	chr17	69175406	69175513	ABCA10^ENSG00000154263.16	1	at_ref_exon_boundary
chr11	61337940	chr11	61337941	61338108	DAK^ENSG00000149476.13	1	at_ref_exon_boundary
chr2	160313382	chr2	160313156	160313247	RBMS1^ENSG00000153250.16	135	external
chrY	7199297	chrY	7273972	7274478	PRKY^ENSG00000099725.13	74675	external
chr11	32836822	chr11	32836658	32836821	PRRG4^ENSG00000135378.3	1	at_ref_exon_boundary
chr15	73819379	chr15	73769470	73770613	C15orf59-AS1^ENSG00000260469.2	48766	external
chr8	108592448	chr8	108586661	108586738	RP11-790J24.1^ENSG00000253949.1	5710	external
chr17	41624548	chr17	41624234	41624541	KRT17^ENSG00000128422.14	7	external
chr17	20517518	chr17	20517048	20517479	KRT17P6^ENSG00000231645.2	39	external
chr17	16845854	chr17	16845381	16845881	KRT17P1^ENSG00000131885.15	27	within_exon
chr17	30571788	chr17	30571319	30571748	KRT17P3^ENSG00000231870.4	40	external
chr14	76206347	chr14	76201691	76202788	GPATCH2L^ENSG00000089916.16	3559	external
chr17	2227987	chr17	2229323	2229464	SMG6^ENSG00000070366.12	1336	external
chr17	69174785	chr17	69174607	69174777	ABCA10^ENSG00000154263.16	8	external
chr10	104085722	chr10	104085723	104085778	COL17A1^ENSG00000065618.15	1	at_ref_exon_boundary
chr12	89068046	chr12	89051107	89051267	RP11-13A1.3^ENSG00000257156.1	16779	external
chr17	41624215	chr17	41624078	41624206	KRT17^ENSG00000128422.14	9	external
chr17	30571456	chr17	30571319	30571748	KRT17P3^ENSG00000231870.4	137	within_exon
chr17	20517185	chr17	20517048	20517479	KRT17P6^ENSG00000231645.2	137	within_exon
chr17	41612295	chr17	41612158	41612286	KRT16^ENSG00000186832.7	9	external
chr11	32830633	chr11	32830508	32830632	PRRG4^ENSG00000135378.3	1	at_ref_exon_boundary
chr17	41624572	chr17	41624078	41624575	KRT17^ENSG00000128422.14	3	within_exon
chr20	62387124	chr20	62387123	62387136	RPS21^ENSG00000171858.16	1	at_ref_exon_boundary
chr8	79929376	chr8	79919125	79919148	MRPS28^ENSG00000147586.8	10228	external
chr11	1996639	chr11	1996540	1996610	H19_1^ENSG00000275266.1	29	external
chr19	12643716	chr19	12643275	12643919	CTD-2192J16.15^ENSG00000178464.6	203	within_exon
chr8	144792131	chr8	144791992	144792125	RPL8^ENSG00000161016.14	6	external
chr11	65423549	chr11	65423627	65424827	NEAT1^ENSG00000245532.5	78	external
chr17	41621042	chr17	41621026	41621091	KRT17^ENSG00000128422.14	16	within_exon
chr21	8437491	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	138	external
chr21	8393281	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	138	external
chr21	8254454	chr21	8254592	8255514	CH507-513H4.5^ENSG00000281383.1	138	external
chr21	8210246	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	138	external
chr1	8865470	chr1	8865285	8865482	ENO1^ENSG00000074800.12	12	within_exon
chr9	137241393	chr9	137241213	137241417	TUBB4B^ENSG00000188229.5	24	within_exon
chr11	32838880	chr11	32838882	32838930	PRRG4^ENSG00000135378.3	2	external
