sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
LIHC-DD-A116-NT	chr1~206932578~+~NC_003977_3182nt_Hepatitis_B_virus~2450~-	chr1	206932578	NC_003977_3182nt_Hepatitis_B_virus	2450	16	chr1:206932578	3	RP11-343H5.4;MAPKAPK2;Y_RNA;IL10;IL19;IL20;IL24;RP11-564A8.8;RP11-564A8.4;FAIM3;PIGR	FCAMR;C1orf116;YOD1;C4BPB;PFKFB2;C4BPA;RP11-164O23.8;RP11-164O23.5;C4BPAP1;RP11-164O23.7
CESC-FU-A3YQ-TP	chr1~206023058~+~HPV16~881~-	chr1	206023058	HPV16	881	2659	chr1:206932578	3	SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE	BX571818.1;C1orf186;SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2
CESC-VS-A8QA-TP	chr1~206039055~+~HPV16~881~-	chr1	206039055	HPV16	881	544	chr1:206932578	3	SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE;BX571818.1;C1orf186	SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B
HNSC-BB-7861-TP	chr1~209541430~+~HPV16~881~-	chr1	209541430	HPV16	881	10	chr1:210208227	3	RP5-1051D14.1;RP5-1051D14.2;RP11-385M4.1;RP11-385M4.2;RP11-385M4.3;ATP5G2P1;RP11-372M18.1;RP11-372M18.2;MIR205HG;MIR205;RP1-272L16.1	CAMK1G;MIR4260;LAMB3;G0S2;RP1-28O10.1;HSD11B1;ADORA2BP1;TRAF3IP3;C1orf74;IRF6
CESC-EA-A3HR-TP	HPV73~863~+~chr1~209536147~+	chr1	209536147	HPV73	863	6941	chr1:210208227	3	RP5-1051D14.1;RP5-1051D14.2;RP11-385M4.1;RP11-385M4.2;RP11-385M4.3;ATP5G2P1;RP11-372M18.1;RP11-372M18.2;MIR205HG;MIR205;RP1-272L16.1	CAMK1G;MIR4260;LAMB3;G0S2;RP1-28O10.1;HSD11B1;ADORA2BP1;TRAF3IP3;C1orf74;IRF6
LIHC-BC-A10W-TP	chr1~210885854~+~NC_003977_3182nt_Hepatitis_B_virus~1829~-	chr1	210885854	NC_003977_3182nt_Hepatitis_B_virus	1829	509	chr1:210208227	3	SYT14;SERTAD4-AS1;SERTAD4;ST13P19;RP4-667H12.4;RNU5A-8P;RP5-879K22.1;HHAT;RP11-75I2.3;IPO8P1;KCNH1	KCNH1-IT1;RP11-543B16.1;RP11-543B16.3;RP11-543B16.2;AC092017.1;RCOR3;TRAF5;LINC00467;SNX25P1;ARPC3P2
LIHC-DD-A116-NT	chr1~210208227~+~NC_003977_3182nt_Hepatitis_B_virus~1724~-	chr1	210208227	NC_003977_3182nt_Hepatitis_B_virus	1724	17	chr1:210208227	3	LAMB3;G0S2;RP1-28O10.1;HSD11B1;ADORA2BP1;TRAF3IP3;C1orf74;IRF6;DIEXF;SYT14	SERTAD4-AS1;SERTAD4;ST13P19;RP4-667H12.4;RNU5A-8P;RP5-879K22.1;HHAT;RP11-75I2.3;IPO8P1;KCNH1
LIHC-DD-A116-NT	NC_003977_3182nt_Hepatitis_B_virus~1715~+~chr1~235976474~+	chr1	235976474	NC_003977_3182nt_Hepatitis_B_virus	1715	12	chr1:236682771	3	RP11-293G6__B.8;GNG4;RP11-365D9.1;LDHAP2;LYST;LYST-AS1;MIR1537;RNU6-968P;RP5-940F7.2;RP4-580N22.2;NID1	Y_RNA;RP4-764D2.1;GPR137B;ERO1LB;RNU2-70P;RP11-478H16.1;EDARADD;ENO1P1;LGALS8-AS1;LGALS8
LIHC-DD-AADP-TP	chr1~236552804~+~NC_003977_3182nt_Hepatitis_B_virus~1803~-	chr1	236552804	NC_003977_3182nt_Hepatitis_B_virus	1803	1527	chr1:236682771	3	RP4-764D2.1;GPR137B;ERO1LB;RNU2-70P;RP11-478H16.1;EDARADD;ENO1P1;LGALS8-AS1;RP11-385F5.5;RP11-385F5.4;LGALS8;HEATR1	ACTN2;RP11-182B22.2;MTR;RPL35P1;MT1HL1;RN7SKP195;RYR2;MIR4428;SNORA25;ZP4
CESC-JX-A5QV-TP	chr1~236682771~+~HPV16~7148~+	chr1	236682771	HPV16	7148	167	chr1:236682771	3	ERO1LB;RNU2-70P;RP11-478H16.1;EDARADD;ENO1P1;LGALS8-AS1;LGALS8;RP11-385F5.5;RP11-385F5.4;HEATR1	ACTN2;RP11-182B22.2;MTR;RPL35P1;MT1HL1;RN7SKP195;RYR2;MIR4428;SNORA25;ZP4
CESC-EA-A439-TP	HPV18~5822~-~chr1~23481515~+	chr1	23481515	HPV18	5822	10	chr1:23878764	2	HTR1D;RP5-1057J7.1;LINC01355;HNRNPR;ZNF436;Y_RNA;ZNF436-AS1;RP5-1057J7.7;TCEA3;RP4-654C18.1;ASAP3	E2F2;Metazoa_SRP;RP1-150O5.3;ID3;MDS2;RP11-223J15.2;RPL11;RP5-886K2.1;TCEB3;TCEB3-AS1
LIHC-DD-AAE4-TP	chr1~23878764~+~NC_003977_3182nt_Hepatitis_B_virus~1815~-	chr1	23878764	NC_003977_3182nt_Hepatitis_B_virus	1815	51	chr1:23878764	2	RP11-223J15.2;RPL11;RP5-886K2.1;TCEB3;TCEB3-AS1;PITHD1;LYPLA2;GALE;HMGCL;FUCA1;CNR2	RP11-4M23.2;RP11-4M23.3;MIR378F;RP11-4M23.4;PNRC2;SRSF10;RP11-4M23.7;RP11-293P20.2;RP11-293P20.4;MYOM3
CESC-VS-A8EG-TP	chr1~27428934~+~HPV16~881~-	chr1	27428934	HPV16	881	475	chr1:27419089	3	RNU6-48P;FO393419.1;RP11-4K3__A.5;TMEM222;SYTL1;MAP3K6;FCN3;CD164L2;RP1-144C9.2;GPR3;WASF2	RP4-752I6.1;RP1-159A19.4;AHDC1;FGR;RP1-159A19.3;RP11-288L9.1;IFI6;RNU6-949P;RP11-288L9.4;CHMP1AP1
CESC-VS-A9UD-TP	chr1~27425720~+~HPV16~3550~+	chr1	27425720	HPV16	3550	536	chr1:27419089	3	RNU6-48P;FO393419.1;RP11-4K3__A.5;TMEM222;SYTL1;MAP3K6;FCN3;CD164L2;RP1-144C9.2;GPR3;WASF2	RP4-752I6.1;RP1-159A19.4;AHDC1;FGR;RP1-159A19.3;RP11-288L9.1;IFI6;RNU6-949P;RP11-288L9.4;CHMP1AP1
CESC-VS-A9UP-TP	HPV18~1346~+~chr1~26771119~+	chr1	26771119	HPV18	1346	321	chr1:27419089	3	DPPA2P2;RPS6KA1;MIR1976;RN7SL679P;Y_RNA;RNU7-29P;RP11-492M19.3;snoU13;RP4-785J1.1;RP5-968P14.2;ARID1A	PIGV;RN7SL165P;ZDHHC18;SFN;RP1-50O24.6;GPN2;GPATCH3;NR0B2;NUDC;KDF1
BLCA-XF-A8HB-TP	chr1~42966151~+~HPV16~881~-	chr1	42966151	HPV16	881	1413	chr1:43819232	3	C1orf50;RP5-994D16.11;CCDC23;ERMAP;RP11-342M1.3;ZNF691;RP11-342M1.7;RP11-342M1.6;ATP6V1E1P1;SLC2A1;SLC2A1-AS1	RNU6-880P;RP3-393B19.1;FAM183A;RNA5SP46;CFAP57;EBNA1BP2;TMEM125;C1orf210;TIE1;MPL
CESC-JX-A5QV-TP	chr1~43819232~+~HPV16~7128~+	chr1	43819232	HPV16	7128	35	chr1:43819232	3	SZT2;SZT2-AS1;MIR6735;HYI;HYI-AS1;PTPRF;KDM4A;KDM4A-AS1;RP11-184I16.4;RP11-184I16.3;ST3GAL3	SHMT1P1;ARTN;RP11-7O11.3;IPO13;DPH2;ATP6V0B;B4GALT2;CCDC24;SLC6A9;RP5-1198O20.4
CESC-C5-A7X3-TP	HPV45~930~+~chr1~43464843~+	chr1	43464843	HPV45	930	138	chr1:43819232	3	CDC20;MIR6734;ELOVL1;MED8;RP1-92O14.6;SZT2;SZT2-AS1;MIR6735;HYI;HYI-AS1	PTPRF;KDM4A;KDM4A-AS1;RP11-184I16.4;RP11-184I16.3;ST3GAL3;SHMT1P1;ARTN;RP11-7O11.3;IPO13
LIHC-DD-AADV-TP	chr1~45724221~+~NC_003977_3182nt_Hepatitis_B_virus~1760~-	chr1	45724221	NC_003977_3182nt_Hepatitis_B_virus	1760	18	chr1:46499175	2	AL355480.1;AL355480.2;NASP;AL355480.4;CCDC17;RPS15AP10;RP11-767N6.2;GPBP1L1;TMEM69;RP11-767N6.7;IPP	RP11-630I5.1;TMA16P2;MAST2;RP4-533D7.4;PIK3R3;RP4-533D7.3;RP4-533D7.5;RP11-322N21.2;AL672043.1;TSPAN1
CESC-JX-A5QV-TP	chr1~46499175~+~HPV16~7128~+	chr1	46499175	HPV16	7128	35	chr1:46499175	2	RAD54L;LRRC41;UQCRH;NSUN4;RP4-603I14.3;FAAH;AL137797.1;FAAHP1;LINC01398;LINC00505	DMBX1;KNCN;MKNK1-AS1;MKNK1;MOB3C;ATPAF1;NENFP1;TEX38;EFCAB14-AS1;EFCAB14
LIHC-CC-A9FU-TP	chr1~56196193~+~NC_003977_3182nt_Hepatitis_B_virus~1813~-	chr1	56196193	NC_003977_3182nt_Hepatitis_B_virus	1813	23	chr1:56196193	3	RP4-633H17.2;RN7SKP291;RNU6-830P;Y_RNA;RP11-466L17.1;RP11-90C4.1;RP11-90C4.2;PIGQP1;RP11-90C4.3;RP1-158P9.1	RP4-710M16.1;RP11-504A18.1;AC119674.1;RP4-710M16.2;RPL21P23;PPAP2B;RP11-377K22.3;RP11-377K22.2;PRKAA2;C1orf168
CESC-Q1-A6DT-TP	chr1~55334295~+~HPV16~1333~+	chr1	55334295	HPV16	1333	36	chr1:56196193	3	RP11-67L3.5;RP11-67L3.4;TMEM61;RP11-12C17.2;BSND;PCSK9;USP24;GYG1P3;MIR4422;RP11-101C11.1	GOT2P1;RP4-633H17.2;RN7SKP291;RNU6-830P;Y_RNA;RP11-466L17.1;RP11-90C4.1;RP11-90C4.2;PIGQP1;RP11-90C4.3
LIHC-DD-AADU-TP	chr1~55808635~+~NC_003977_3182nt_Hepatitis_B_virus~1789~-	chr1	55808635	NC_003977_3182nt_Hepatitis_B_virus	1789	180	chr1:56196193	3	USP24;GYG1P3;MIR4422;RP11-101C11.1;GOT2P1;RP4-633H17.2;RN7SKP291;RNU6-830P;Y_RNA;RP11-466L17.1	RP11-90C4.1;RP11-90C4.2;PIGQP1;RP11-90C4.3;RP1-158P9.1;RP4-710M16.1;RP11-504A18.1;AC119674.1;RP4-710M16.2;RPL21P23
LIHC-2Y-A9H4-TP	NC_003977_3182nt_Hepatitis_B_virus~2116~+~chr1~57273794~+	chr1	57273794	NC_003977_3182nt_Hepatitis_B_virus	2116	18	chr1:57441030	3	PPAP2B;RP11-377K22.3;RP11-377K22.2;PRKAA2;C1orf168;RP11-378I13.1;C8A;C8B;AL161740.1;RP5-1103B4.3;DAB1	RP6-102O10.1;RPS20P5;AL137855.1;DAB1-AS1;HNRNPA1P6;RPS26P15;RP11-393I23.4;RP11-393I23.3;RP11-414C16.1;OMA1
LIHC-G3-A3CH-NT	chr1~57441030~+~NC_003977_3182nt_Hepatitis_B_virus~1601~-	chr1	57441030	NC_003977_3182nt_Hepatitis_B_virus	1601	21	chr1:57441030	3	RP11-377K22.3;RP11-377K22.2;PRKAA2;C1orf168;RP11-378I13.1;C8A;C8B;AL161740.1;RP5-1103B4.3;RP6-102O10.1;DAB1	RPS20P5;AL137855.1;DAB1-AS1;HNRNPA1P6;RPS26P15;RP11-393I23.4;RP11-393I23.3;RP11-414C16.1;OMA1;RP4-592A1.4
CESC-C5-A7CG-TP	HPV52~3344~-~chr1~62443959~+	chr1	62443959	HPV52	3344	322	chr1:62427466	2	LAMTOR5P1;RN7SL180P;MIR3116-1;PIGPP2;RPS15AP7;L1TD1;RP5-1155K23.4;Y_RNA;KANK4;RNU6-371P;USP1	RP11-293K19.1;DOCK7;ANGPTL3;RP5-849H19.3;RP5-849H19.2;RP11-230B22.1;ATG4C;RP4-771M4.3;RP4-771M4.2;RP11-5P4.1
CESC-Q1-A6DW-TP	chr20~14580439~+~HPV16~881~-	chr20	14580439	HPV16	881	5810	chr20:15208196	4	SEL1L2;AL117333.1;RNU6-278P;RPS3P1;AIMP1P1;RN7SL864P;AL136992.1;FLRT3;RNU6-228P;RNF11B;MACROD2-IT1;MACROD2	RPS10P2;MACROD2-AS1;RP5-974N19.1;RNU6-1159P;RNU6-115P;RNA5SP475;RP11-388K2.1;AL121584.1;ENSAP1;PPIAP17
CESC-Q1-A73S-TP	chr20~14727528~+~HPV18~930~-	chr20	14727528	HPV18	930	42	chr20:15208196	4	AL117333.1;RNU6-278P;RPS3P1;AIMP1P1;RN7SL864P;AL136992.1;FLRT3;RNU6-228P;RNF11B;MACROD2-IT1;MACROD2	RPS10P2;MACROD2-AS1;RP5-974N19.1;RNU6-1159P;RNU6-115P;RNA5SP475;RP11-388K2.1;AL121584.1;ENSAP1;PPIAP17
CESC-MA-AA3X-TP	HPV16~5837~+~chr20~15208196~+	chr20	15208196	HPV16	5837	28	chr20:15208196	4	AL136992.1;FLRT3;RNU6-228P;RNF11B;MACROD2-IT1;RPS10P2;MACROD2-AS1;RP5-974N19.1;RNU6-1159P;RNU6-115P;MACROD2	RNA5SP475;RP11-388K2.1;AL121584.1;ENSAP1;PPIAP17;AL118509.1;KIF16B;AL049794.1;RP4-777L9.2;RP4-777L9.3
CESC-VS-A9V1-TP	chr20~15008727~+~HPV45~1043~-	chr20	15008727	HPV45	1043	446	chr20:15208196	4	AIMP1P1;RN7SL864P;AL136992.1;FLRT3;RNU6-228P;RNF11B;MACROD2-IT1;RPS10P2;MACROD2-AS1;RP5-974N19.1;MACROD2	RNU6-1159P;RNU6-115P;RNA5SP475;RP11-388K2.1;AL121584.1;ENSAP1;PPIAP17;AL118509.1;KIF16B;AL049794.1
HNSC-MZ-A5BI-TP	chr20~24942171~+~HPV33~895~-	chr20	24942171	HPV33	895	89	chr20:24908499	2	POM121L3P;RP5-1100I6.1;FLJ33581;RNU1-23P;RP4-564O4.1;GAPDHP53;RP11-526K17.2;SYNDIG1;RP5-860P4.2;RP4-568C11.4	CST7;RNU6-1257P;APMAP;ACSS1;RP5-1025A1.3;VSX1;RP5-1025A1.2;RP4-738P15.1;RP4-738P15.4;ENTPD6
LIHC-G3-A3CH-NT	chr20~24490451~+~NC_003977_3182nt_Hepatitis_B_virus~1762~-	chr20	24490451	NC_003977_3182nt_Hepatitis_B_virus	1762	17	chr20:24908499	2	CST5;CSTP1;RP5-831C21.1;GGTLC1;POM121L3P;RP5-1100I6.1;FLJ33581;RNU1-23P;RP4-564O4.1;GAPDHP53;SYNDIG1	RP11-526K17.2;RP5-860P4.2;RP4-568C11.4;CST7;RNU6-1257P;APMAP;ACSS1;RP5-1025A1.3;VSX1;RP5-1025A1.2
LIHC-CC-A8HT-TP	NC_003977_3182nt_Hepatitis_B_virus~1804~+~chr20~40674406~+	chr20	40674406	NC_003977_3182nt_Hepatitis_B_virus	1804	16	chr20:41483448	2	ATG3P1;Metazoa_SRP;Metazoa_SRP;RP5-1031J8.1;HSPE1P1;LINC01370;RP11-101E14.3;AL009050.1;RP1-191L6.2;AL049691.1	MAFB;RP4-644L1.2;RNA5SP484;RNU2-52P;TOP1;PLCG1-AS1;PLCG1;MIR6871;RP3-511B24.5;RPL23AP81
CESC-MA-AA41-TP	chr20~41491820~+~HPV16~881~-	chr20	41491820	HPV16	881	943	chr20:41483448	2	RP3-511B24.5;RPL23AP81;ZHX3;RN7SL615P;RP3-450M14.1;LPIN3;EMILIN3;RP4-620E11.5;RP4-620E11.4;RP4-620E11.8;CHD6	RPL12P11;RNU6-1018P;SNORA26;RP5-1121H13.1;RP5-1121H13.3;RP5-1121H13.4;RP4-730D4.1;PTPRT;RP1-232N11.2;RP4-753D4.2
LIHC-DD-AACN-TP	chr21~21366678~+~NC_003977_3182nt_Hepatitis_B_virus~1456~-	chr21	21366678	NC_003977_3182nt_Hepatitis_B_virus	1456	30	chr21:21366678	2	AP001171.1;RNU6-772P;RN7SKP147;FDPSP6;KRT18P2;RPS3AP1;AP001506.1;LINC00320;PPIAP1;AP001136.2;NCAM2	AP001137.1;AF241725.4;AF241725.6;LINC00317;LINC01425;AP000472.3;AP000472.2;LINC00308;AP000705.8;AP000705.6
HNSC-CN-A49C-TP	HPV16~881~+~chr21~20794523~+	chr21	20794523	HPV16	881	64	chr21:21366678	2	AP000568.2;C1QBPP;AP000946.2;AP001171.1;RNU6-772P;RN7SKP147;FDPSP6;KRT18P2;RPS3AP1;AP001506.1;LINC00320	PPIAP1;AP001136.2;NCAM2;AP001137.1;AF241725.4;AF241725.6;LINC00317;LINC01425;AP000472.3;AP000472.2
LIHC-BC-A10W-NT	chr21~28353388~+~NC_003977_3182nt_Hepatitis_B_virus~1804~-	chr21	28353388	NC_003977_3182nt_Hepatitis_B_virus	1804	18	chr21:28353388	2	AP001604.3;RPL10P1;NCSTNP1;AP001607.1;LINC00113;AJ006995.3;LINC00314;AL035610.1;AL035610.3;AL035610.2	LINC00161;AF131217.1;N6AMT1;HSPD1P7;THUMPD1P1;LTN1;RPL23P2;RWDD2B;RP1-100J12.1;USP16
LIHC-G3-A3CH-NT	NC_003977_3182nt_Hepatitis_B_virus~1794~+~chr21~28019893~+	chr21	28019893	NC_003977_3182nt_Hepatitis_B_virus	1794	29	chr21:28353388	2	GPX1P2;AP001604.1;EIF4A1P1;AP001605.4;AP001604.3;RPL10P1;NCSTNP1;AP001607.1;LINC00113;AJ006995.3;LINC00314	AL035610.1;AL035610.3;AL035610.2;LINC00161;AF131217.1;N6AMT1;HSPD1P7;THUMPD1P1;LTN1;RPL23P2
LIHC-DD-AADM-TP	NC_003977_3182nt_Hepatitis_B_virus~451~+~chr21~8222958~+	chr21	8222958	NC_003977_3182nt_Hepatitis_B_virus	451	10	chr21:8240638	5	FP671120.3;MIR6724-3;pRNA;FP671120.2;MIR3648-2;MIR3687-2;CH507-513H4.6;RNA5-8S5;FP671120.7;FP671120.4;CH507-513H4.1	MIR6724-2;pRNA;FP671120.5;FP671120.1;CH507-513H4.5;RNA5-8S5;FP671120.6;FP236383.2;MIR6724-3;pRNA
CESC-DR-A0ZL-TP	HPV16~881~+~chr21~8222960~+	chr21	8222960	HPV16	881	25	chr21:8240638	5	FP671120.3;MIR6724-3;pRNA;FP671120.2;MIR3648-2;MIR3687-2;CH507-513H4.6;RNA5-8S5;FP671120.7;FP671120.4;CH507-513H4.1	MIR6724-2;pRNA;FP671120.5;FP671120.1;CH507-513H4.5;RNA5-8S5;FP671120.6;FP236383.2;MIR6724-3;pRNA
HNSC-CV-5971-TP	HPV16~3633~+~chr21~8222960~+	chr21	8222960	HPV16	3633	22	chr21:8240638	5	FP671120.3;MIR6724-3;pRNA;FP671120.2;MIR3648-2;MIR3687-2;CH507-513H4.6;RNA5-8S5;FP671120.7;FP671120.4;CH507-513H4.1	MIR6724-2;pRNA;FP671120.5;FP671120.1;CH507-513H4.5;RNA5-8S5;FP671120.6;FP236383.2;MIR6724-3;pRNA
LIHC-CC-A7IK-TP	chr21~7675579~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	chr21	7675579	NC_003977_3182nt_Hepatitis_B_virus	461	39	chr21:8240638	5	CH507-254M2.1;Y_RNA;CH507-236L23.2;CH507-236L23.3;CH507-254M2.5;CH507-254M2.6;CH507-254M2.2;Y_RNA;CH507-338C24.2;Y_RNA;CH507-338C24.1	SMIM11;CH507-396I9.7;CH507-396I9.3;CH507-396I9.6;SNORA11;CH507-338C24.3;FP671120.3;MIR6724-3;pRNA;FP671120.2
LIHC-DD-AACT-TP	chr21~8240638~+~NC_003977_3182nt_Hepatitis_B_virus~1744~-	chr21	8240638	NC_003977_3182nt_Hepatitis_B_virus	1744	510	chr21:8240638	5	MIR6724-3;pRNA;FP671120.2;MIR3648-2;MIR3687-2;CH507-513H4.6;CH507-513H4.1;RNA5-8S5;FP671120.7;FP671120.4	MIR6724-2;pRNA;FP671120.5;FP671120.1;CH507-513H4.5;RNA5-8S5;FP671120.6;FP236383.2;MIR6724-3;pRNA
LIHC-ED-A7XP-TP	chr22~11035680~+~NC_003977_3182nt_Hepatitis_B_virus~1787~-	chr22	11035680	NC_003977_3182nt_Hepatitis_B_virus	1787	531	chr22:11805956	2	U2;CU459211.1	CU104787.1;BAGE5;ACTR3BP6;5_8S_rRNA;AC137488.1;AC137488.2;CU013544.1;CT867976.1;CT867977.1;CT978678.1
LIHC-BW-A5NP-TP	chr22~11805956~+~NC_003977_3182nt_Hepatitis_B_virus~1809~-	chr22	11805956	NC_003977_3182nt_Hepatitis_B_virus	1809	32	chr22:11805956	2	BAGE5;ACTR3BP6;5_8S_rRNA;AC137488.1;AC137488.2;CU013544.1;CT867976.1;CT867977.1;CT978678.1;CU459202.1	AC116618.1;CU463998.1;CU463998.3;CU463998.2;U6;LA16c-60D12.1;LA16c-13E4.3;LA16c-60D12.2;ZNF72P;BNIP3P2
CESC-VS-A9UV-TP	chr22~16611894~+~HPV52~3344~+	chr22	16611894	HPV52	3344	39	chr22:16611894	2	PABPC1P9;SLC9B1P4;ACTR3BP2;CHEK2P4;KB-67B5.17;KB-67B5.12;KCNMB3P1;CCT8L2;FABP5P11;AP000547.1;TPTEP1	KB-7G2.9;SLC25A15P5;PARP4P3;ANKRD62P1-PARP4P3;ANKRD62P1;VWFP1;AC005301.8;XKR3;HSFY1P1;GPM6BP3
LIHC-DD-AADU-TP	chr22~16476924~+~NC_003977_3182nt_Hepatitis_B_virus~1774~-	chr22	16476924	NC_003977_3182nt_Hepatitis_B_virus	1774	37	chr22:16611894	2	LA16c-60H5.7;NBEAP3;LA16c-4G1.4;LA16c-4G1.3;U6;AC092854.1;ABCD1P4;LA16c-17H1.3;PABPC1P9;SLC9B1P4	ACTR3BP2;CHEK2P4;KB-67B5.17;KB-67B5.12;KCNMB3P1;CCT8L2;FABP5P11;AP000547.1;KB-7G2.9;SLC25A15P5
LIHC-DD-AADN-TP	chr22~21688836~+~NC_003977_3182nt_Hepatitis_B_virus~1824~-	chr22	21688836	NC_003977_3182nt_Hepatitis_B_virus	1824	216	chr22:21688836	2	RIMBP3C;Metazoa_SRP;UBE2L3;YDJC;CCDC116;KB-1440D3.14;SDF2L1;MIR301B;MIR130B;KB-1440D3.13;PPIL2	YPEL1;RN7SL280P;RNA5SP493;MAPK1;KB-1027C11.4;PPM1F;LL22NC03-86G7.1;TOP3B;PRAMENP;IGLVI-70
LIHC-CC-A9FU-TP	chr22~21559634~+~NC_003977_3182nt_Hepatitis_B_virus~1454~-	chr22	21559634	NC_003977_3182nt_Hepatitis_B_virus	1454	68	chr22:21688836	2	Metazoa_SRP;HIC2;Metazoa_SRP;TMEM191C;PI4KAP2;Metazoa_SRP;SCARNA17;RN7SKP221;RIMBP3C;Metazoa_SRP;UBE2L3	YDJC;CCDC116;KB-1440D3.14;SDF2L1;MIR301B;MIR130B;KB-1440D3.13;PPIL2;YPEL1;RN7SL280P
CESC-C5-A7X8-TP	HPV18~930~+~chr22~29528347~+	chr22	29528347	HPV18	930	484	chr22:29528347	2	AC002059.10;SNORD125;MIR3653;AP1B1;AC000041.8;RFPL4AP6;AC000041.10;RFPL1;RFPL1S;NEFH;CTA-256D12.11;THOC5	NIPSNAP1;RPEP4;NF2;RP1-76B20.11;RP1-76B20.12;CABP7;ZMAT5;Y_RNA;UQCR10;ASCC2
CESC-VS-A959-TP	chr22~29039267~+~HPV31~3591~-	chr22	29039267	HPV31	3591	35	chr22:29528347	2	HSCB;CCDC117;CTA-292E10.9;XBP1;Z93930.1;CTA-292E10.8;CTA-292E10.6;CTA-292E10.7;ZNRF3-IT1;ZNRF3-AS1;ZNRF3;chr22-38_28785274-29006793.1	C22orf31;CTA-747E2.10;KREMEN1;Z95116.1;RNU6-810P;RNU6-1219P;EMID1;CTA-984G1.5;RHBDD3;EWSR1
LIHC-DD-A1EL-NT	NC_003977_3182nt_Hepatitis_B_virus~1825~+~chr22~40997079~+	chr22	40997079	NC_003977_3182nt_Hepatitis_B_virus	1825	57	chr22:41294297	2	RP3-408N23.4;SLC25A17;JTBP1;MIR4766;ST13;DNAJB7;XPNPEP3;Metazoa_SRP;RNU6-379P;RBX1	Y_RNA;AL080243.1;RP11-12M9.3;Y_RNA;RP11-12M9.4;MIR1281;EP300;RNU6-375P;RP1-85F18.6;EP300-AS1
LIHC-DD-AADV-TP	chr22~41294297~+~NC_003977_3182nt_Hepatitis_B_virus~1789~-	chr22	41294297	NC_003977_3182nt_Hepatitis_B_virus	1789	11	chr22:41294297	2	EP300;RNU6-375P;RP1-85F18.6;EP300-AS1;LRRC37A14P;RP4-756G23.5;L3MBTL2;CHADL;MIR6889;RANGAP1	ZC3H7B;RNU6-495P;TEF;CTA-223H9.9;TOB2;PHF5A;ACO2;POLR3H;CSDC2;PMM1
LIHC-CC-A9FS-TP	NC_003977_3182nt_Hepatitis_B_virus~1823~+~chr22~50306679~+	chr22	50306679	NC_003977_3182nt_Hepatitis_B_virus	1823	21	chr22:50465879	2	TRABD;RP3-402G11.26;RP3-402G11.27;RP3-402G11.28;SELO;TUBGCP6;HDAC10;MAPK12;MAPK11;AL022328.1;PLXNB2	XX-C283C717.1;XX-C00717C00720L.1;DENND6B;RN7SL500P;PPP6R2;Y_RNA;SBF1;ADM2;MIOX;LMF2
CESC-C5-A2LX-TP	HPV16~3391~-~chr22~50465879~+	chr22	50465879	HPV16	3391	19	chr22:50465879	2	MAPK12;MAPK11;AL022328.1;PLXNB2;XX-C283C717.1;XX-C00717C00720L.1;DENND6B;RN7SL500P;PPP6R2;Y_RNA;SBF1	ADM2;MIOX;LMF2;NCAPH2;CTA-384D8.36;SCO2;TYMP;ODF3B;CTA-384D8.35;CTA-384D8.34
CESC-VS-A8QF-TP	chr2~9759300~+~HPV16~881~-	chr2	9759300	HPV16	881	3050	chr2:10698260	4	IAH1;RP11-400L8.2;ADAM17;RP11-214N9.1;YWHAQ;Y_RNA;RP11-521D12.1;RP11-521D12.2;RNU4-73P;RP11-521D12.4;RP11-521D12.5	TAF1B;RP11-95D17.1;GRHL1;AC010969.1;RP11-254F7.1;RP11-254F7.2;KLF11;RP11-254F7.3;CYS1;AC104794.4
CESC-VS-A8QH-TP	chr2~9759300~+~HPV16~881~-	chr2	9759300	HPV16	881	11	chr2:10698260	4	IAH1;RP11-400L8.2;ADAM17;RP11-214N9.1;YWHAQ;Y_RNA;RP11-521D12.1;RP11-521D12.2;RNU4-73P;RP11-521D12.4;RP11-521D12.5	TAF1B;RP11-95D17.1;GRHL1;AC010969.1;RP11-254F7.1;RP11-254F7.2;KLF11;RP11-254F7.3;CYS1;AC104794.4
LGG-VV-A829-TP	chr2~9759300~+~HPV16~881~-	chr2	9759300	HPV16	881	13	chr2:10698260	4	IAH1;RP11-400L8.2;ADAM17;RP11-214N9.1;YWHAQ;Y_RNA;RP11-521D12.1;RP11-521D12.2;RNU4-73P;RP11-521D12.4;RP11-521D12.5	TAF1B;RP11-95D17.1;GRHL1;AC010969.1;RP11-254F7.1;RP11-254F7.2;KLF11;RP11-254F7.3;CYS1;AC104794.4
