hotspot	Chromosome	hotspot_coord	virus_genome	hotspot_virus_tally	insert_genes	insert_gene_count	hotspot_name
chr7:37325769	chr7	37325769	HPV16	1	ELMO1	3	chr7:37325769^ELMO1
chr7:37325769	chr7	37325769	HPV18	1	ELMO1	3	chr7:37325769^ELMO1
chr7:37325769	chr7	37325769	HPV33	1	ELMO1	3	chr7:37325769^ELMO1
chr7:3977314	chr7	3977314	HPV11	1	SDK1	4	chr7:3977314^SDK1
chr7:3977314	chr7	3977314	HPV16	3	SDK1	4	chr7:3977314^SDK1
chr7:40161621	chr7	40161621	Eppstein-Barr	1	SUGCT	3	chr7:40161621^SUGCT
chr7:40161621	chr7	40161621	HPV16	1	SUGCT	3	chr7:40161621^SUGCT
chr7:40161621	chr7	40161621	HPV33	1	SUGCT	3	chr7:40161621^SUGCT
chr7:40161621	chr7	40161621	HPV58	1	SUGCT	3	chr7:40161621^SUGCT
chr7:42781538	chr7	42781538	HPV16	2	LINC01448~TCP1P1	2	chr7:42781538^LINC01448~TCP1P1
chr7:42781538	chr7	42781538	HPV33	1	LINC01448~TCP1P1	2	chr7:42781538^LINC01448~TCP1P1
chr7:43626928	chr7	43626928	Eppstein-Barr	3	COA1	2	chr7:43626928^COA1
chr7:43825360	chr7	43825360	HPV16	1	BLVRA~MRPS24	2	chr7:43825360^BLVRA~MRPS24
chr7:43825360	chr7	43825360	HPV33	1	BLVRA~MRPS24	2	chr7:43825360^BLVRA~MRPS24
chr7:43825360	chr7	43825360	HPV58	1	BLVRA~MRPS24	2	chr7:43825360^BLVRA~MRPS24
chr7:44031170	chr7	44031170	Eppstein-Barr	3	DBNL	4	chr7:44031170^DBNL
chr7:44031170	chr7	44031170	HPV16	3	DBNL	4	chr7:44031170^DBNL
chr7:44031170	chr7	44031170	NC_007815_8197nt_PreXMRV_1	1	DBNL	4	chr7:44031170^DBNL
chr7:44202258	chr7	44202258	HPV16	2	POLD2	2	chr7:44202258^POLD2
chr7:44202258	chr7	44202258	HPV18	1	POLD2	2	chr7:44202258^POLD2
chr7:44202258	chr7	44202258	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	POLD2	2	chr7:44202258^POLD2
chr7:44549130	chr7	44549130	Eppstein-Barr	1	NPC1L1~DDX56	2	chr7:44549130^NPC1L1~DDX56
chr7:44549130	chr7	44549130	HPV16	2	NPC1L1~DDX56	2	chr7:44549130^NPC1L1~DDX56
chr7:44549130	chr7	44549130	HPV33	1	NPC1L1~DDX56	2	chr7:44549130^NPC1L1~DDX56
chr7:44771745	chr7	44771745	Eppstein-Barr	4	ZMIZ2	3	chr7:44771745^ZMIZ2
chr7:44771745	chr7	44771745	HPV11	1	ZMIZ2	3	chr7:44771745^ZMIZ2
chr7:44771745	chr7	44771745	HPV16	1	ZMIZ2	3	chr7:44771745^ZMIZ2
chr7:44771745	chr7	44771745	HPV18	1	ZMIZ2	3	chr7:44771745^ZMIZ2
chr7:44985377	chr7	44985377	Eppstein-Barr	4	MYO1G	4	chr7:44985377^MYO1G
chr7:45098273	chr7	45098273	Eppstein-Barr	1	CCM2	3	chr7:45098273^CCM2
chr7:45098273	chr7	45098273	HPV16	4	CCM2	3	chr7:45098273^CCM2
chr7:45098273	chr7	45098273	HPV33	1	CCM2	3	chr7:45098273^CCM2
chr7:45098273	chr7	45098273	NC_001702_8135nt_Murine_type_C_retrovirus	1	CCM2	3	chr7:45098273^CCM2
chr7:45098273	chr7	45098273	NC_001806_152222nt_Human_alphaherpesvirus_1	1	CCM2	3	chr7:45098273^CCM2
chr7:4645633	chr7	4645633	Eppstein-Barr	1	FOXK1	3	chr7:4645633^FOXK1
chr7:4645633	chr7	4645633	HBV	1	FOXK1	3	chr7:4645633^FOXK1
chr7:4645633	chr7	4645633	HPV11	1	FOXK1	3	chr7:4645633^FOXK1
chr7:4645633	chr7	4645633	HPV16	2	FOXK1	3	chr7:4645633^FOXK1
chr7:504909	chr7	504909	HPV16	1	PRKAR1B	2	chr7:504909^PRKAR1B
chr7:504909	chr7	504909	HPV18	1	PRKAR1B	2	chr7:504909^PRKAR1B
chr7:504909	chr7	504909	HPV33	1	PRKAR1B	2	chr7:504909^PRKAR1B
chr7:504909	chr7	504909	HPV52	1	PRKAR1B	2	chr7:504909^PRKAR1B
chr7:51985069	chr7	51985069	HPV16	3	AC006478.1~RP11-153N17.1	3	chr7:51985069^AC006478.1~RP11-153N17.1
chr7:55128036	chr7	55128036	HPV16	2	EGFR	3	chr7:55128036^EGFR
chr7:55128036	chr7	55128036	HPV33	1	EGFR	3	chr7:55128036^EGFR
chr7:5528596	chr7	5528596	Eppstein-Barr	40	ACTB	51	chr7:5528596^ACTB
chr7:5528596	chr7	5528596	HPV16	1	ACTB	51	chr7:5528596^ACTB
chr7:5528596	chr7	5528596	HPV73	1	ACTB	51	chr7:5528596^ACTB
chr7:5528596	chr7	5528596	NC_000858_9028nt_Simian_T_lymphotropic_virus_1	1	ACTB	51	chr7:5528596^ACTB
chr7:5528596	chr7	5528596	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	ACTB	51	chr7:5528596^ACTB
chr7:5528596	chr7	5528596	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	ACTB	51	chr7:5528596^ACTB
chr7:5528596	chr7	5528596	NC_001702_8135nt_Murine_type_C_retrovirus	5	ACTB	51	chr7:5528596^ACTB
chr7:5528596	chr7	5528596	NC_001806_152222nt_Human_alphaherpesvirus_1	4	ACTB	51	chr7:5528596^ACTB
chr7:55763199	chr7	55763199	HPV16	1	FKBP9P1~Metazoa_SRP	1	chr7:55763199^FKBP9P1~Metazoa_SRP
chr7:55763199	chr7	55763199	HPV45	1	FKBP9P1~Metazoa_SRP	1	chr7:55763199^FKBP9P1~Metazoa_SRP
chr7:55763199	chr7	55763199	NC_001806_152222nt_Human_alphaherpesvirus_1	1	FKBP9P1~Metazoa_SRP	1	chr7:55763199^FKBP9P1~Metazoa_SRP
chr7:56379609	chr7	56379609	HPV11	1	CICP8~RP11-814E24.3	2	chr7:56379609^CICP8~RP11-814E24.3
chr7:56379609	chr7	56379609	HPV16	3	CICP8~RP11-814E24.3	2	chr7:56379609^CICP8~RP11-814E24.3
chr7:56379609	chr7	56379609	HPV31	1	CICP8~RP11-814E24.3	2	chr7:56379609^CICP8~RP11-814E24.3
chr7:5642710	chr7	5642710	Eppstein-Barr	2	FSCN1	2	chr7:5642710^FSCN1
chr7:5642710	chr7	5642710	HPV16	2	FSCN1	2	chr7:5642710^FSCN1
chr7:56877880	chr7	56877880	HPV11	1	RP13-580B18.1~RP11-220H4.2	2	chr7:56877880^RP13-580B18.1~RP11-220H4.2
chr7:56877880	chr7	56877880	HPV16	2	RP13-580B18.1~RP11-220H4.2	2	chr7:56877880^RP13-580B18.1~RP11-220H4.2
chr7:57826495	chr7	57826495	HPV16	3	RP11-548K12.13~RP11-715L17.1	2	chr7:57826495^RP11-548K12.13~RP11-715L17.1
chr7:57826495	chr7	57826495	HPV58	1	RP11-548K12.13~RP11-715L17.1	2	chr7:57826495^RP11-548K12.13~RP11-715L17.1
chr7:58821802	chr7	58821802	HPV16	2	RP11-548K12.13~RP11-715L17.1	3	chr7:58821802^RP11-548K12.13~RP11-715L17.1
chr7:58821802	chr7	58821802	HPV33	1	RP11-548K12.13~RP11-715L17.1	3	chr7:58821802^RP11-548K12.13~RP11-715L17.1
chr7:60291015	chr7	60291015	HPV16	3	RP11-548K12.13~RP11-715L17.1	3	chr7:60291015^RP11-548K12.13~RP11-715L17.1
chr7:605655	chr7	605655	HPV11	1	PRKAR1B	6	chr7:605655^PRKAR1B
chr7:605655	chr7	605655	HPV16	2	PRKAR1B	6	chr7:605655^PRKAR1B
chr7:605655	chr7	605655	HPV33	2	PRKAR1B	6	chr7:605655^PRKAR1B
chr7:605655	chr7	605655	NC_001806_152222nt_Human_alphaherpesvirus_1	2	PRKAR1B	6	chr7:605655^PRKAR1B
chr7:60929141	chr7	60929141	HPV16	2	RP11-548K12.13~RP11-715L17.1	4	chr7:60929141^RP11-548K12.13~RP11-715L17.1
chr7:60929141	chr7	60929141	HPV18	1	RP11-548K12.13~RP11-715L17.1	4	chr7:60929141^RP11-548K12.13~RP11-715L17.1
chr7:60929141	chr7	60929141	HPV33	1	RP11-548K12.13~RP11-715L17.1	4	chr7:60929141^RP11-548K12.13~RP11-715L17.1
chr7:61973203	chr7	61973203	HPV16	2	RP11-548K12.13~RP11-715L17.1	3	chr7:61973203^RP11-548K12.13~RP11-715L17.1
chr7:61973203	chr7	61973203	HPV18	1	RP11-548K12.13~RP11-715L17.1	3	chr7:61973203^RP11-548K12.13~RP11-715L17.1
chr7:62510234	chr7	62510234	HPV16	3	RP11-715L17.1~RNU6-417P	3	chr7:62510234^RP11-715L17.1~RNU6-417P
chr7:63032760	chr7	63032760	HPV16	3	RNU6-417P~RP11-196D18.1	2	chr7:63032760^RNU6-417P~RP11-196D18.1
chr7:6349532	chr7	6349532	Eppstein-Barr	2	DAGLB	1	chr7:6349532^DAGLB
chr7:6349532	chr7	6349532	HPV16	1	DAGLB	1	chr7:6349532^DAGLB
chr7:65930130	chr7	65930130	Eppstein-Barr	1	VKORC1L1	2	chr7:65930130^VKORC1L1
chr7:65930130	chr7	65930130	HBV	1	VKORC1L1	2	chr7:65930130^VKORC1L1
chr7:65930130	chr7	65930130	HPV11	1	VKORC1L1	2	chr7:65930130^VKORC1L1
chr7:68470776	chr7	68470776	HPV16	3	AC025540.1~RP5-859M6.1	3	chr7:68470776^AC025540.1~RP5-859M6.1
chr7:6915153	chr7	6915153	HPV16	2	ALG1L5P	1	chr7:6915153^ALG1L5P
chr7:6915153	chr7	6915153	HPV59	1	ALG1L5P	1	chr7:6915153^ALG1L5P
chr7:73110529	chr7	73110529	Eppstein-Barr	1	AC006995.8~RP11-396K3.1	1	chr7:73110529^AC006995.8~RP11-396K3.1
chr7:73110529	chr7	73110529	HPV16	1	AC006995.8~RP11-396K3.1	1	chr7:73110529^AC006995.8~RP11-396K3.1
chr7:73110529	chr7	73110529	HPV33	1	AC006995.8~RP11-396K3.1	1	chr7:73110529^AC006995.8~RP11-396K3.1
chr7:73110529	chr7	73110529	NC_001702_8135nt_Murine_type_C_retrovirus	1	AC006995.8~RP11-396K3.1	1	chr7:73110529^AC006995.8~RP11-396K3.1
chr7:74153909	chr7	74153909	Eppstein-Barr	5	EIF4H	3	chr7:74153909^EIF4H
chr7:74153909	chr7	74153909	HPV11	1	EIF4H	3	chr7:74153909^EIF4H
chr7:74153909	chr7	74153909	HPV16	2	EIF4H	3	chr7:74153909^EIF4H
chr7:74382895	chr7	74382895	Eppstein-Barr	1	CLIP2	3	chr7:74382895^CLIP2
chr7:74382895	chr7	74382895	HPV18	1	CLIP2	3	chr7:74382895^CLIP2
chr7:74382895	chr7	74382895	HPV33	1	CLIP2	3	chr7:74382895^CLIP2
chr7:74382895	chr7	74382895	NC_007815_8197nt_PreXMRV_1	1	CLIP2	3	chr7:74382895^CLIP2
chr7:74786209	chr7	74786209	Eppstein-Barr	2	NCF1	2	chr7:74786209^NCF1
chr7:74786209	chr7	74786209	HPV16	1	NCF1	2	chr7:74786209^NCF1
chr7:74786209	chr7	74786209	HPV33	1	NCF1	2	chr7:74786209^NCF1
chr7:74786209	chr7	74786209	NC_001501_8332nt_Moloney_murine_leukemia_virus	2	NCF1	2	chr7:74786209^NCF1
chr7:7499985	chr7	7499985	HPV16	2	COL28A1	2	chr7:7499985^COL28A1
chr7:7499985	chr7	7499985	HPV33	1	COL28A1	2	chr7:7499985^COL28A1
chr7:75201155	chr7	75201155	HPV16	1	GTF2IP1	4	chr7:75201155^GTF2IP1
chr7:75201155	chr7	75201155	HPV18	1	GTF2IP1	4	chr7:75201155^GTF2IP1
chr7:75201155	chr7	75201155	HPV33	1	GTF2IP1	4	chr7:75201155^GTF2IP1
chr7:75201155	chr7	75201155	NC_001501_8332nt_Moloney_murine_leukemia_virus	2	GTF2IP1	4	chr7:75201155^GTF2IP1
chr7:75201155	chr7	75201155	NC_001702_8135nt_Murine_type_C_retrovirus	1	GTF2IP1	4	chr7:75201155^GTF2IP1
chr7:76062506	chr7	76062506	Eppstein-Barr	3	MDH2	5	chr7:76062506^MDH2
chr7:76062506	chr7	76062506	HPV11	1	MDH2	5	chr7:76062506^MDH2
chr7:76062506	chr7	76062506	NC_007815_8197nt_PreXMRV_1	1	MDH2	5	chr7:76062506^MDH2
chr7:76530699	chr7	76530699	Eppstein-Barr	1	AC004980.7	3	chr7:76530699^AC004980.7
chr7:76530699	chr7	76530699	HPV16	3	AC004980.7	3	chr7:76530699^AC004980.7
chr7:76999780	chr7	76999780	HPV11	1	DTX2P1~UPK3BP1	1	chr7:76999780^DTX2P1~UPK3BP1
chr7:76999780	chr7	76999780	HPV16	2	DTX2P1~UPK3BP1	1	chr7:76999780^DTX2P1~UPK3BP1
chr7:79923209	chr7	79923209	HPV16	2	RNA5SP234~RNU6-849P	2	chr7:79923209^RNA5SP234~RNU6-849P
chr7:79923209	chr7	79923209	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	RNA5SP234~RNU6-849P	2	chr7:79923209^RNA5SP234~RNU6-849P
chr7:84190693	chr7	84190693	HPV16	2	SEMA3A	3	chr7:84190693^SEMA3A
chr7:84190693	chr7	84190693	HPV33	1	SEMA3A	3	chr7:84190693^SEMA3A
chr7:87505686	chr7	87505686	HPV16	3	ABCB1	2	chr7:87505686^ABCB1
chr7:8947772	chr7	8947772	HPV16	1	AC009500.2~RP4-668E10.2	2	chr7:8947772^AC009500.2~RP4-668E10.2
chr7:8947772	chr7	8947772	HPV33	1	AC009500.2~RP4-668E10.2	2	chr7:8947772^AC009500.2~RP4-668E10.2
chr7:8947772	chr7	8947772	HPV58	1	AC009500.2~RP4-668E10.2	2	chr7:8947772^AC009500.2~RP4-668E10.2
chr7:89938462	chr7	89938462	HPV16	3	STEAP2-AS1	3	chr7:89938462^STEAP2-AS1
chr7:904345	chr7	904345	Eppstein-Barr	1	ADAP1;COX19	4	chr7:904345^ADAP1;COX19
chr7:904345	chr7	904345	HPV11	1	ADAP1;COX19	4	chr7:904345^ADAP1;COX19
chr7:904345	chr7	904345	HPV16	1	ADAP1;COX19	4	chr7:904345^ADAP1;COX19
chr7:904345	chr7	904345	HPV18	1	ADAP1;COX19	4	chr7:904345^ADAP1;COX19
chr7:904345	chr7	904345	HPV33	1	ADAP1;COX19	4	chr7:904345^ADAP1;COX19
chr7:904345	chr7	904345	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	ADAP1;COX19	4	chr7:904345^ADAP1;COX19
chr7:904345	chr7	904345	NC_001806_152222nt_Human_alphaherpesvirus_1	2	ADAP1;COX19	4	chr7:904345^ADAP1;COX19
chr7:92053380	chr7	92053380	Eppstein-Barr	1	AKAP9	3	chr7:92053380^AKAP9
chr7:92053380	chr7	92053380	HPV16	2	AKAP9	3	chr7:92053380^AKAP9
chr7:96466491	chr7	96466491	HPV16	3	RNU7-188P~AC004458.1	2	chr7:96466491^RNU7-188P~AC004458.1
chr7:96596576	chr7	96596576	HPV18	1	SHFM1	2	chr7:96596576^SHFM1
chr7:96596576	chr7	96596576	HPV33	2	SHFM1	2	chr7:96596576^SHFM1
chr7:97895011	chr7	97895011	HPV16	1	AC079781.7~AC079781.8	2	chr7:97895011^AC079781.7~AC079781.8
chr7:97895011	chr7	97895011	HPV33	1	AC079781.7~AC079781.8	2	chr7:97895011^AC079781.7~AC079781.8
chr7:97895011	chr7	97895011	HPV58	1	AC079781.7~AC079781.8	2	chr7:97895011^AC079781.7~AC079781.8
chr7:99225134	chr7	99225134	HPV16	3	KPNA7	1	chr7:99225134^KPNA7
chr7:99421071	chr7	99421071	Eppstein-Barr	5	ARPC1B;PDAP1	2	chr7:99421071^ARPC1B;PDAP1
chr7:99421071	chr7	99421071	HPV16	2	ARPC1B;PDAP1	2	chr7:99421071^ARPC1B;PDAP1
chr7:99421071	chr7	99421071	NC_007815_8197nt_PreXMRV_1	1	ARPC1B;PDAP1	2	chr7:99421071^ARPC1B;PDAP1
chr8:100455677	chr8	100455677	Eppstein-Barr	1	KB-173C10.1~KB-1615E4.2	2	chr8:100455677^KB-173C10.1~KB-1615E4.2
chr8:100455677	chr8	100455677	HBV	1	KB-173C10.1~KB-1615E4.2	2	chr8:100455677^KB-173C10.1~KB-1615E4.2
chr8:100455677	chr8	100455677	HPV16	1	KB-173C10.1~KB-1615E4.2	2	chr8:100455677^KB-173C10.1~KB-1615E4.2
chr8:100455677	chr8	100455677	HPV58	1	KB-173C10.1~KB-1615E4.2	2	chr8:100455677^KB-173C10.1~KB-1615E4.2
chr8:100714169	chr8	100714169	Eppstein-Barr	5	PABPC1	6	chr8:100714169^PABPC1
chr8:100714169	chr8	100714169	NC_001702_8135nt_Murine_type_C_retrovirus	1	PABPC1	6	chr8:100714169^PABPC1
chr8:100714169	chr8	100714169	NC_007815_8197nt_PreXMRV_1	1	PABPC1	6	chr8:100714169^PABPC1
chr8:101609107	chr8	101609107	Eppstein-Barr	1	GRHL2	3	chr8:101609107^GRHL2
chr8:101609107	chr8	101609107	HPV11	1	GRHL2	3	chr8:101609107^GRHL2
chr8:101609107	chr8	101609107	HPV16	1	GRHL2	3	chr8:101609107^GRHL2
chr8:101609107	chr8	101609107	HPV18	1	GRHL2	3	chr8:101609107^GRHL2
chr8:102271350	chr8	102271350	Eppstein-Barr	3	UBR5	2	chr8:102271350^UBR5
chr8:10269612	chr8	10269612	HPV11	1	MSRA	3	chr8:10269612^MSRA
chr8:10269612	chr8	10269612	HPV16	1	MSRA	3	chr8:10269612^MSRA
chr8:10269612	chr8	10269612	HPV33	1	MSRA	3	chr8:10269612^MSRA
chr8:102966209	chr8	102966209	HPV16	2	KB-1507C5.2	2	chr8:102966209^KB-1507C5.2
chr8:102966209	chr8	102966209	HPV18	1	KB-1507C5.2	2	chr8:102966209^KB-1507C5.2
chr8:106109350	chr8	106109350	HPV16	1	Y_RNA~SLC16A14P1	2	chr8:106109350^Y_RNA~SLC16A14P1
chr8:106109350	chr8	106109350	HPV18	1	Y_RNA~SLC16A14P1	2	chr8:106109350^Y_RNA~SLC16A14P1
chr8:106109350	chr8	106109350	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	Y_RNA~SLC16A14P1	2	chr8:106109350^Y_RNA~SLC16A14P1
chr8:110182589	chr8	110182589	HPV16	3	RP11-403P13.1~RP11-211F2.1	4	chr8:110182589^RP11-403P13.1~RP11-211F2.1
chr8:110182589	chr8	110182589	HPV18	1	RP11-403P13.1~RP11-211F2.1	4	chr8:110182589^RP11-403P13.1~RP11-211F2.1
chr8:11179494	chr8	11179494	HPV16	3	XKR6	2	chr8:11179494^XKR6
chr8:112871919	chr8	112871919	HPV16	3	CSMD3	3	chr8:112871919^CSMD3
chr8:115201078	chr8	115201078	HPV11	1	CARSP2~AF178030.2	3	chr8:115201078^CARSP2~AF178030.2
chr8:115201078	chr8	115201078	HPV16	2	CARSP2~AF178030.2	3	chr8:115201078^CARSP2~AF178030.2
chr8:115445675	chr8	115445675	Eppstein-Barr	1	TRPS1	3	chr8:115445675^TRPS1
chr8:115445675	chr8	115445675	HPV16	2	TRPS1	3	chr8:115445675^TRPS1
chr8:115720783	chr8	115720783	HPV16	3	TRPS1	3	chr8:115720783^TRPS1
chr8:119091767	chr8	119091767	HPV16	3	COLEC10	2	chr8:119091767^COLEC10
chr8:119091767	chr8	119091767	HPV18	1	COLEC10	2	chr8:119091767^COLEC10
chr8:12164300	chr8	12164300	HPV16	3	ENPP7P12~ABC12-47043100G14.2	1	chr8:12164300^ENPP7P12~ABC12-47043100G14.2
chr8:122934228	chr8	122934228	HPV16	3	ZHX2	2	chr8:122934228^ZHX2
chr8:124251586	chr8	124251586	HBV	1	RNU6-756P~RP11-383J24.1	1	chr8:124251586^RNU6-756P~RP11-383J24.1
chr8:124251586	chr8	124251586	HPV16	2	RNU6-756P~RP11-383J24.1	1	chr8:124251586^RNU6-756P~RP11-383J24.1
chr8:12434778	chr8	12434778	HPV16	3	ENPP7P6	2	chr8:12434778^ENPP7P6
chr8:12548368	chr8	12548368	HPV16	2	ENPP7P6~RPS3AP34	2	chr8:12548368^ENPP7P6~RPS3AP34
chr8:12548368	chr8	12548368	HPV33	1	ENPP7P6~RPS3AP34	2	chr8:12548368^ENPP7P6~RPS3AP34
chr8:126245760	chr8	126245760	HPV16	3	RFPL4AP5~RP11-65D17.1	2	chr8:126245760^RFPL4AP5~RP11-65D17.1
chr8:127241438	chr8	127241438	HPV16	5	CCAT1~RP11-382A18.3	15	chr8:127241438^CCAT1~RP11-382A18.3
chr8:127241438	chr8	127241438	HPV18	12	CCAT1~RP11-382A18.3	15	chr8:127241438^CCAT1~RP11-382A18.3
chr8:127241438	chr8	127241438	HPV45	2	CCAT1~RP11-382A18.3	15	chr8:127241438^CCAT1~RP11-382A18.3
chr8:127350534	chr8	127350534	HPV16	9	CASC8	12	chr8:127350534^CASC8
chr8:127350534	chr8	127350534	HPV18	3	CASC8	12	chr8:127350534^CASC8
chr8:127350534	chr8	127350534	HPV33	1	CASC8	12	chr8:127350534^CASC8
chr8:127350534	chr8	127350534	HPV45	1	CASC8	12	chr8:127350534^CASC8
chr8:127627728	chr8	127627728	HPV16	4	AC108925.1~CASC11	6	chr8:127627728^AC108925.1~CASC11
chr8:127627728	chr8	127627728	HPV18	5	AC108925.1~CASC11	6	chr8:127627728^AC108925.1~CASC11
chr8:127764585	chr8	127764585	Eppstein-Barr	1	MYC~PVT1_1	17	chr8:127764585^MYC~PVT1_1
chr8:127764585	chr8	127764585	HPV16	14	MYC~PVT1_1	17	chr8:127764585^MYC~PVT1_1
chr8:127764585	chr8	127764585	HPV18	9	MYC~PVT1_1	17	chr8:127764585^MYC~PVT1_1
chr8:127764585	chr8	127764585	HPV33	1	MYC~PVT1_1	17	chr8:127764585^MYC~PVT1_1
chr8:127764585	chr8	127764585	HPV35	1	MYC~PVT1_1	17	chr8:127764585^MYC~PVT1_1
chr8:127865839	chr8	127865839	HPV16	8	PVT1	12	chr8:127865839^PVT1
chr8:127865839	chr8	127865839	HPV18	4	PVT1	12	chr8:127865839^PVT1
chr8:127968698	chr8	127968698	HPV16	3	PVT1	4	chr8:127968698^PVT1
chr8:127968698	chr8	127968698	HPV18	1	PVT1	4	chr8:127968698^PVT1
chr8:128088284	chr8	128088284	HPV16	1	FKSG59~MIR1208	3	chr8:128088284^FKSG59~MIR1208
chr8:128088284	chr8	128088284	HPV18	3	FKSG59~MIR1208	3	chr8:128088284^FKSG59~MIR1208
chr8:1287541	chr8	1287541	HPV11	1	CTD-2281E23.1~AF067845.1	3	chr8:1287541^CTD-2281E23.1~AF067845.1
chr8:1287541	chr8	1287541	HPV16	3	CTD-2281E23.1~AF067845.1	3	chr8:1287541^CTD-2281E23.1~AF067845.1
chr8:1287541	chr8	1287541	HPV33	1	CTD-2281E23.1~AF067845.1	3	chr8:1287541^CTD-2281E23.1~AF067845.1
chr8:130273	chr8	130273	HPV16	1	AC144568.2~RP11-585F1.8	2	chr8:130273^AC144568.2~RP11-585F1.8
chr8:130273	chr8	130273	HPV33	1	AC144568.2~RP11-585F1.8	2	chr8:130273^AC144568.2~RP11-585F1.8
chr8:130273	chr8	130273	HPV58	1	AC144568.2~RP11-585F1.8	2	chr8:130273^AC144568.2~RP11-585F1.8
chr8:130880603	chr8	130880603	HPV16	2	ADCY8	3	chr8:130880603^ADCY8
chr8:130880603	chr8	130880603	HPV58	1	ADCY8	3	chr8:130880603^ADCY8
chr8:132936088	chr8	132936088	Eppstein-Barr	1	TG	3	chr8:132936088^TG
chr8:132936088	chr8	132936088	HPV16	1	TG	3	chr8:132936088^TG
chr8:132936088	chr8	132936088	HPV33	1	TG	3	chr8:132936088^TG
chr8:133195029	chr8	133195029	HPV16	1	NDRG1	2	chr8:133195029^NDRG1
chr8:133195029	chr8	133195029	HPV18	1	NDRG1	2	chr8:133195029^NDRG1
chr8:133195029	chr8	133195029	NC_001702_8135nt_Murine_type_C_retrovirus	1	NDRG1	2	chr8:133195029^NDRG1
chr8:134733343	chr8	134733343	HPV16	2	CTD-2342N23.1~AC083843.4	1	chr8:134733343^CTD-2342N23.1~AC083843.4
chr8:134733343	chr8	134733343	NC_001702_8135nt_Murine_type_C_retrovirus	1	CTD-2342N23.1~AC083843.4	1	chr8:134733343^CTD-2342N23.1~AC083843.4
chr8:135353340	chr8	135353340	HPV16	3	RP11-452N4.1~RP11-343P9.1	3	chr8:135353340^RP11-452N4.1~RP11-343P9.1
chr8:135353340	chr8	135353340	HPV33	1	RP11-452N4.1~RP11-343P9.1	3	chr8:135353340^RP11-452N4.1~RP11-343P9.1
chr8:138178262	chr8	138178262	HPV16	2	FAM135B	2	chr8:138178262^FAM135B
chr8:138178262	chr8	138178262	HPV33	1	FAM135B	2	chr8:138178262^FAM135B
chr8:141116142	chr8	141116142	Eppstein-Barr	1	DENND3	3	chr8:141116142^DENND3
chr8:141116142	chr8	141116142	HPV16	1	DENND3	3	chr8:141116142^DENND3
chr8:141116142	chr8	141116142	HPV18	1	DENND3	3	chr8:141116142^DENND3
chr8:141116142	chr8	141116142	HPV33	1	DENND3	3	chr8:141116142^DENND3
chr8:141406930	chr8	141406930	Eppstein-Barr	2	PTP4A3	3	chr8:141406930^PTP4A3
chr8:141406930	chr8	141406930	HPV16	3	PTP4A3	3	chr8:141406930^PTP4A3
chr8:141406930	chr8	141406930	NC_001806_152222nt_Human_alphaherpesvirus_1	1	PTP4A3	3	chr8:141406930^PTP4A3
chr8:141544713	chr8	141544713	HPV11	1	AC138647.1~AC104417.1	4	chr8:141544713^AC138647.1~AC104417.1
chr8:141544713	chr8	141544713	HPV16	2	AC138647.1~AC104417.1	4	chr8:141544713^AC138647.1~AC104417.1
chr8:141544713	chr8	141544713	HPV33	1	AC138647.1~AC104417.1	4	chr8:141544713^AC138647.1~AC104417.1
chr8:141544713	chr8	141544713	HPV58	1	AC138647.1~AC104417.1	4	chr8:141544713^AC138647.1~AC104417.1
chr8:141852797	chr8	141852797	HPV16	3	AC138647.1~AC104417.1	4	chr8:141852797^AC138647.1~AC104417.1
chr8:141852797	chr8	141852797	HPV33	1	AC138647.1~AC104417.1	4	chr8:141852797^AC138647.1~AC104417.1
chr8:142596852	chr8	142596852	HPV16	2	MROH4P~ARC	2	chr8:142596852^MROH4P~ARC
chr8:142596852	chr8	142596852	HPV33	1	MROH4P~ARC	2	chr8:142596852^MROH4P~ARC
chr8:143038908	chr8	143038908	Eppstein-Barr	2	LY6E	2	chr8:143038908^LY6E
chr8:143038908	chr8	143038908	HPV16	1	LY6E	2	chr8:143038908^LY6E
chr8:143038908	chr8	143038908	NC_007815_8197nt_PreXMRV_1	1	LY6E	2	chr8:143038908^LY6E
chr8:143189526	chr8	143189526	HPV11	1	LY6H~GPIHBP1	3	chr8:143189526^LY6H~GPIHBP1
chr8:143189526	chr8	143189526	HPV16	1	LY6H~GPIHBP1	3	chr8:143189526^LY6H~GPIHBP1
chr8:143189526	chr8	143189526	HPV33	1	LY6H~GPIHBP1	3	chr8:143189526^LY6H~GPIHBP1
chr8:143291506	chr8	143291506	HPV16	3	TOP1MT	2	chr8:143291506^TOP1MT
chr8:143590351	chr8	143590351	Eppstein-Barr	3	EEF1D	2	chr8:143590351^EEF1D
chr8:143590351	chr8	143590351	HPV16	1	EEF1D	2	chr8:143590351^EEF1D
chr8:143590351	chr8	143590351	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	EEF1D	2	chr8:143590351^EEF1D
chr8:143590351	chr8	143590351	NC_001702_8135nt_Murine_type_C_retrovirus	1	EEF1D	2	chr8:143590351^EEF1D
