#sample	entry	chrB	orientA	score	coordB	chrA	coordA	end	orientB	virus_brkend_grp	match	total	multiqc_index
subset.insertion_seqs.fa	chrX~87177401~+~HPV97~1543~-	HPV97	+	3	1543	chrX	87177401	87177361	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chrX~98926501~+~HPV97~1543~-	HPV97	+	3	1543	chrX	98926501	98926461	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chrX~123010859~+~HPV97~1543~-	HPV97	+	3	1543	chrX	123010859	123010819	-	HPV97:1543	40	2	
subset.insertion_seqs.fa	chrX~129023491~+~HPV97~1543~-	HPV97	+	0	1543	chrX	129023491	129023453	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chrX~141263060~+~HPV97~1543~-	HPV97	+	3	1543	chrX	141263060	141263020	-	HPV97:1543	40	2	
subset.insertion_seqs.fa	chrX~66723605~+~HPV97~1543~-	HPV97	+	0	1543	chrX	66723605	66723567	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chrX~66783666~+~HPV97~1543~-	HPV97	+	3	1543	chrX	66783666	66783626	-	HPV97:1543	39	2	
subset.insertion_seqs.fa	chrX~70643786~+~HPV97~1543~-	HPV97	+	0	1543	chrX	70643786	70643748	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chrX~75128464~+~HPV97~1543~-	HPV97	+	3	1543	chrX	75128464	75128424	-	HPV97:1543	39	2	
subset.insertion_seqs.fa	chrX~75550995~+~HPV97~1543~-	HPV97	+	0	1543	chrX	75550995	75550957	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chrX~79193722~+~HPV97~1543~-	HPV97	+	0	1543	chrX	79193722	79193684	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chrX~67461464~+~HPV97~1543~-	HPV97	+	0	1543	chrX	67461464	67461427	-	HPV97:1543	35	1	
subset.insertion_seqs.fa	chrX~84464690~+~HPV97~1543~-	HPV97	+	0	1543	chrX	84464690	84464653	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr9~15893299~+~HPV97~1543~-	HPV97	+	3	1543	chr9	15893299	15893259	-	HPV97:1543	41	2	
subset.insertion_seqs.fa	chr9~27754213~+~HPV97~1543~-	HPV97	+	3	1543	chr9	27754213	27754173	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr9~60868338~+~HPV97~1543~-	HPV97	+	0	1543	chr9	60868338	60868300	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr9~118860625~+~HPV97~1543~-	HPV97	+	3	1543	chr9	118860625	118860583	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr9~100182130~+~HPV97~1543~-	HPV97	+	3	1543	chr9	100182130	100182088	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr9~93805496~+~HPV97~1543~-	HPV97	+	3	1543	chr9	93805496	93805456	-	HPV97:1543	41	2	
subset.insertion_seqs.fa	chr9~67570110~+~HPV97~1543~-	HPV97	+	3	1543	chr9	67570110	67570070	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr9~102904750~+~HPV97~1543~-	HPV97	+	0	1543	chr9	102904750	102904712	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr9~81167452~+~HPV97~1543~-	HPV97	+	0	1543	chr9	81167452	81167414	-	HPV97:1543	35	1	
subset.insertion_seqs.fa	chr9~78059226~+~HPV97~1543~-	HPV97	+	3	1543	chr9	78059226	78059187	-	HPV97:1543	37	2	
subset.insertion_seqs.fa	chr8~25761101~+~HPV97~1543~-	HPV97	+	3	1543	chr8	25761101	25761061	-	HPV97:1543	41	2	
subset.insertion_seqs.fa	chr8~55465501~+~HPV97~1543~-	HPV97	+	3	1543	chr8	55465501	55465461	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr8~59818543~+~HPV97~1543~-	HPV97	+	3	1543	chr8	59818543	59818503	-	HPV97:1543	38	2	
subset.insertion_seqs.fa	chr8~64492695~+~HPV97~1543~-	HPV97	+	3	1543	chr8	64492695	64492656	-	HPV97:1543	41	2	
subset.insertion_seqs.fa	chr8~70339955~+~HPV97~1543~-	HPV97	+	3	1543	chr8	70339955	70339915	-	HPV97:1543	39	2	
subset.insertion_seqs.fa	chr8~73468321~+~HPV97~1543~-	HPV97	+	3	1543	chr8	73468321	73468281	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr8~111495883~+~HPV97~1543~-	HPV97	+	3	1543	chr8	111495883	111495841	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr8~1726893~+~HPV97~1543~-	HPV97	+	3	1543	chr8	1726893	1726854	-	HPV97:1543	41	2	
subset.insertion_seqs.fa	chr8~57708391~+~HPV97~1543~-	HPV97	+	3	1543	chr8	57708391	57708351	-	HPV97:1543	40	2	
subset.insertion_seqs.fa	chr8~122278335~+~HPV97~1543~-	HPV97	+	0	1543	chr8	122278335	122278297	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr8~88849028~+~HPV97~1543~-	HPV97	+	3	1543	chr8	88849028	88848988	-	HPV97:1543	39	2	
subset.insertion_seqs.fa	chr8~81170202~+~HPV97~1543~-	HPV97	+	0	1543	chr8	81170202	81170164	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr8~127834434~+~HPV97~1543~-	HPV97	+	0	1543	chr8	127834434	127834397	-	HPV97:1543	35	1	
subset.insertion_seqs.fa	chr8~127183234~+~HPV97~1543~-	HPV97	+	0	1543	chr8	127183234	127183197	-	HPV97:1543	35	1	
subset.insertion_seqs.fa	chr8~48567620~+~HPV97~1543~-	HPV97	+	0	1543	chr8	48567620	48567583	-	HPV97:1543	35	1	
subset.insertion_seqs.fa	chr8~134678954~+~HPV97~1543~-	HPV97	+	0	1543	chr8	134678954	134678916	-	HPV97:1543	35	1	
subset.insertion_seqs.fa	chr7~32773106~+~HPV97~1543~-	HPV97	+	3	1543	chr7	32773106	32773066	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr7~126964181~+~HPV97~1543~-	HPV97	+	0	1543	chr7	126964181	126964143	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr7~126297263~+~HPV97~1543~-	HPV97	+	0	1543	chr7	126297263	126297225	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr7~115892340~+~HPV97~1543~-	HPV97	+	3	1543	chr7	115892340	115892300	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr7~63946601~+~HPV97~1543~-	HPV97	+	3	1543	chr7	63946601	63946559	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr7~97056116~+~HPV97~1543~-	HPV97	+	0	1543	chr7	97056116	97056078	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr7~36706022~+~HPV97~1543~-	HPV97	+	3	1543	chr7	36706022	36705984	-	HPV97:1543	40	2	
subset.insertion_seqs.fa	chr6~13459372~+~HPV97~1543~-	HPV97	+	3	1543	chr6	13459372	13459332	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr6~29365164~+~HPV97~1543~-	HPV97	+	3	1543	chr6	29365164	29365122	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr6~46385563~+~HPV97~1543~-	HPV97	+	0	1543	chr6	46385563	46385525	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr6~49672340~+~HPV97~1543~-	HPV97	+	0	1543	chr6	49672340	49672302	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr6~115550031~+~HPV97~1543~-	HPV97	+	0	1543	chr6	115550031	115549993	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr6~117750371~+~HPV97~1543~-	HPV97	+	0	1543	chr6	117750371	117750334	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr6~140974056~+~HPV97~1543~-	HPV97	+	0	1543	chr6	140974056	140974018	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr6~84238510~+~HPV97~1543~-	HPV97	+	3	1543	chr6	84238510	84238470	-	HPV97:1543	39	2	
subset.insertion_seqs.fa	chr6~44883884~+~HPV97~1543~-	HPV97	+	0	1543	chr6	44883884	44883848	-	HPV97:1543	35	1	
subset.insertion_seqs.fa	chr6~8522252~+~HPV97~1543~-	HPV97	+	3	1543	chr6	8522252	8522214	-	HPV97:1543	38	2	
subset.insertion_seqs.fa	chr6~100043750~+~HPV97~1543~-	HPV97	+	0	1543	chr6	100043750	100043712	-	HPV97:1543	35	1	
subset.insertion_seqs.fa	chr5~7106761~+~HPV97~1543~-	HPV97	+	0	1543	chr5	7106761	7106723	-	HPV97:1543	38	1	
subset.insertion_seqs.fa	chr5~71311838~+~HPV97~1543~-	HPV97	+	3	1543	chr5	71311838	71311796	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr5~85726314~+~HPV97~1543~-	HPV97	+	3	1543	chr5	85726314	85726274	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr5~117198040~+~HPV97~1543~-	HPV97	+	3	1543	chr5	117198040	117198000	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr5~121674183~+~HPV97~1543~-	HPV97	+	3	1543	chr5	121674183	121674141	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr5~163078216~+~HPV97~1543~-	HPV97	+	0	1543	chr5	163078216	163078179	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr5~15361130~+~HPV97~1543~-	HPV97	+	3	1543	chr5	15361130	15361090	-	HPV97:1543	39	2	
subset.insertion_seqs.fa	chr5~51629593~+~HPV97~1543~-	HPV97	+	0	1543	chr5	51629593	51629555	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr5~77446791~+~HPV97~1543~-	HPV97	+	3	1543	chr5	77446791	77446751	-	HPV97:1543	39	2	
subset.insertion_seqs.fa	chr5~181013517~+~HPV97~1543~-	HPV97	+	0	1543	chr5	181013517	181013479	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr5~98673620~+~HPV97~1543~-	HPV97	+	0	1543	chr5	98673620	98673584	-	HPV97:1543	35	1	
subset.insertion_seqs.fa	chr5~90799943~+~HPV97~1543~-	HPV97	+	0	1543	chr5	90799943	90799905	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr5~27873827~+~HPV97~1543~-	HPV97	+	0	1543	chr5	27873827	27873790	-	HPV97:1543	35	1	
subset.insertion_seqs.fa	chr5~114026246~+~HPV97~1543~-	HPV97	+	0	1543	chr5	114026246	114026208	-	HPV97:1543	35	1	
subset.insertion_seqs.fa	chr5~110689999~+~HPV97~1543~-	HPV97	+	3	1543	chr5	110689999	110689961	-	HPV97:1543	37	2	
subset.insertion_seqs.fa	chr4~9205364~+~HPV97~1543~-	HPV97	+	3	1543	chr4	9205364	9205324	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr4~13272174~+~HPV97~1543~-	HPV97	+	3	1543	chr4	13272174	13272134	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr4~30910191~+~HPV97~1543~-	HPV97	+	3	1543	chr4	30910191	30910149	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr4~43920628~+~HPV97~1543~-	HPV97	+	3	1543	chr4	43920628	43920586	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr4~76346251~+~HPV97~1543~-	HPV97	+	3	1543	chr4	76346251	76346211	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr4~76483015~+~HPV97~1543~-	HPV97	+	3	1543	chr4	76483015	76482973	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr4~83823820~+~HPV97~1543~-	HPV97	+	3	1543	chr4	83823820	83823780	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr4~119919484~+~HPV97~1543~-	HPV97	+	0	1543	chr4	119919484	119919446	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr4~122369789~+~HPV97~1543~-	HPV97	+	0	1543	chr4	122369789	122369751	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr4~129048494~+~HPV97~1543~-	HPV97	+	0	1543	chr4	129048494	129048456	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr4~131274014~+~HPV97~1543~-	HPV97	+	0	1543	chr4	131274014	131273976	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr4~144965065~+~HPV97~1543~-	HPV97	+	0	1543	chr4	144965065	144965027	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr4~167566601~+~HPV97~1543~-	HPV97	+	3	1543	chr4	167566601	167566561	-	HPV97:1543	40	2	
subset.insertion_seqs.fa	chr4~98034962~+~HPV97~1543~-	HPV97	+	3	1543	chr4	98034962	98034923	-	HPV97:1543	39	2	
subset.insertion_seqs.fa	chr4~175489833~+~HPV97~1543~-	HPV97	+	0	1543	chr4	175489833	175489796	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr4~8138727~+~HPV97~1543~-	HPV97	+	0	1543	chr4	8138727	8138689	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr3~20715808~+~HPV97~1543~-	HPV97	+	3	1543	chr3	20715808	20715768	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr3~22831274~+~HPV97~1543~-	HPV97	+	3	1543	chr3	22831274	22831232	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr3~39309560~+~HPV97~1543~-	HPV97	+	3	1543	chr3	39309560	39309518	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr3~39556213~+~HPV97~1543~-	HPV97	+	3	1543	chr3	39556213	39556171	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr3~98974923~+~HPV97~1543~-	HPV97	+	3	1543	chr3	98974923	98974883	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr3~100909274~+~HPV97~1543~-	HPV97	+	3	1543	chr3	100909274	100909232	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr3~110012675~+~HPV97~1543~-	HPV97	+	3	1543	chr3	110012675	110012635	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr3~112919381~+~HPV97~1543~-	HPV97	+	0	1543	chr3	112919381	112919343	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr3~191614900~+~HPV97~1543~-	HPV97	+	0	1543	chr3	191614900	191614862	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr3~26436469~+~HPV97~1543~-	HPV97	+	3	1543	chr3	26436469	26436429	-	HPV97:1543	39	2	
subset.insertion_seqs.fa	chr3~30127243~+~HPV97~1543~-	HPV97	+	0	1543	chr3	30127243	30127205	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr3~51266692~+~HPV97~1543~-	HPV97	+	3	1543	chr3	51266692	51266652	-	HPV97:1543	39	2	
subset.insertion_seqs.fa	chr3~59037146~+~HPV97~1543~-	HPV97	+	0	1543	chr3	59037146	59037108	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr3~193838164~+~HPV97~1543~-	HPV97	+	0	1543	chr3	193838164	193838126	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr3~154879993~+~HPV97~1543~-	HPV97	+	3	1543	chr3	154879993	154879953	-	HPV97:1543	39	2	
subset.insertion_seqs.fa	chr3~132960897~+~HPV97~1543~-	HPV97	+	0	1543	chr3	132960897	132960859	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr22~28614809~+~HPV97~1543~-	HPV97	+	3	1543	chr22	28614809	28614769	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr22~12878419~+~HPV97~1543~-	HPV97	+	0	1543	chr22	12878419	12878381	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr21~45808062~+~HPV97~1543~-	HPV97	+	3	1543	chr21	45808062	45808022	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr21~18309272~+~HPV97~1543~-	HPV97	+	3	1543	chr21	18309272	18309232	-	HPV97:1543	41	2	
subset.insertion_seqs.fa	chr21~13391392~+~HPV97~1543~-	HPV97	+	3	1543	chr21	13391392	13391352	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr21~16883803~+~HPV97~1543~-	HPV97	+	3	1543	chr21	16883803	16883763	-	HPV97:1543	40	3	
subset.insertion_seqs.fa	chr20~54725443~+~HPV97~1543~-	HPV97	+	3	1543	chr20	54725443	54725403	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr2~22733098~+~HPV97~1543~-	HPV97	+	1	1543	chr2	22733098	22733060	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr2~63626203~+~HPV97~1543~-	HPV97	+	4	1543	chr2	63626203	63626163	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr2~78659794~+~HPV97~1543~-	HPV97	+	4	1543	chr2	78659794	78659752	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr2~84567663~+~HPV97~1543~-	HPV97	+	4	1543	chr2	84567663	84567621	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr2~209246349~+~HPV97~1543~-	HPV97	+	4	1543	chr2	209246349	209246309	-	HPV97:1543	40	2	
subset.insertion_seqs.fa	chr2~199076606~+~HPV97~1543~-	HPV97	+	1	1543	chr2	199076606	199076568	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr2~149982551~+~HPV97~1543~-	HPV97	+	4	1543	chr2	149982551	149982509	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr2~141050649~+~HPV97~1543~-	HPV97	+	4	1543	chr2	141050649	141050609	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr2~136681383~+~HPV97~1543~-	HPV97	+	1	1543	chr2	136681383	136681345	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr2~186471552~+~HPV97~1543~-	HPV97	+	1	1543	chr2	186471552	186471514	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr2~59071994~+~HPV97~1543~-	HPV97	+	1	1543	chr2	59071994	59071956	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr2~142454051~+~HPV97~1543~-	HPV97	+	1	1543	chr2	142454051	142454013	-	HPV97:1543	35	1	
subset.insertion_seqs.fa	chr19~22016756~+~HPV97~1543~-	HPV97	+	3	1543	chr19	22016756	22016716	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr18~53522780~+~HPV97~1543~-	HPV97	+	3	1543	chr18	53522780	53522740	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr18~43290932~+~HPV97~1543~-	HPV97	+	3	1543	chr18	43290932	43290892	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr18~34725111~+~HPV97~1543~-	HPV97	+	3	1543	chr18	34725111	34725071	-	HPV97:1543	41	2	
subset.insertion_seqs.fa	chr18~32797383~+~HPV97~1543~-	HPV97	+	0	1543	chr18	32797383	32797345	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr18~70768030~+~HPV97~1543~-	HPV97	+	0	1543	chr18	70768030	70767993	-	HPV97:1543	35	1	
subset.insertion_seqs.fa	chr18~40795098~+~HPV97~1543~-	HPV97	+	3	1543	chr18	40795098	40795058	-	HPV97:1543	40	2	
subset.insertion_seqs.fa	chr16~31613915~+~HPV97~1543~-	HPV97	+	3	1543	chr16	31613915	31613875	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr16~12103557~+~HPV97~1543~-	HPV97	+	3	1543	chr16	12103557	12103515	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr16~48239248~+~HPV97~1543~-	HPV97	+	3	1543	chr16	48239248	48239208	-	HPV97:1543	40	3	
subset.insertion_seqs.fa	chr15~61585648~+~HPV97~1543~-	HPV97	+	3	1543	chr15	61585648	61585608	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr15~55140518~+~HPV97~1543~-	HPV97	+	3	1543	chr15	55140518	55140478	-	HPV97:1543	41	2	
subset.insertion_seqs.fa	chr15~33334545~+~HPV97~1543~-	HPV97	+	3	1543	chr15	33334545	33334505	-	HPV97:1543	40	3	
subset.insertion_seqs.fa	chr15~25482350~+~HPV97~1543~-	HPV97	+	3	1543	chr15	25482350	25482310	-	HPV97:1543	41	2	
subset.insertion_seqs.fa	chr14~37192819~+~HPV97~1543~-	HPV97	+	3	1543	chr14	37192819	37192777	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr14~96006947~+~HPV97~1543~-	HPV97	+	3	1543	chr14	96006947	96006908	-	HPV97:1543	40	2	
subset.insertion_seqs.fa	chr14~94608342~+~HPV97~1543~-	HPV97	+	3	1543	chr14	94608342	94608300	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr14~88677318~+~HPV97~1543~-	HPV97	+	3	1543	chr14	88677318	88677276	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr14~68582023~+~HPV97~1543~-	HPV97	+	3	1543	chr14	68582023	68581981	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr14~66289479~+~HPV97~1543~-	HPV97	+	0	1543	chr14	66289479	66289441	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr14~44210158~+~HPV97~1543~-	HPV97	+	3	1543	chr14	44210158	44210118	-	HPV97:1543	41	2	
subset.insertion_seqs.fa	chr14~29977347~+~HPV97~1543~-	HPV97	+	3	1543	chr14	29977347	29977305	-	HPV97:1543	41	3	
subset.insertion_seqs.fa	chr13~47754282~+~HPV97~1543~-	HPV97	+	3	1543	chr13	47754282	47754240	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr13~52264590~+~HPV97~1543~-	HPV97	+	3	1543	chr13	52264590	52264548	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr13~96979237~+~HPV97~1543~-	HPV97	+	3	1543	chr13	96979237	96979197	-	HPV97:1543	41	2	
subset.insertion_seqs.fa	chr13~79963470~+~HPV97~1543~-	HPV97	+	3	1543	chr13	79963470	79963430	-	HPV97:1543	41	2	
subset.insertion_seqs.fa	chr13~79475334~+~HPV97~1543~-	HPV97	+	3	1543	chr13	79475334	79475292	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr13~79304921~+~HPV97~1543~-	HPV97	+	3	1543	chr13	79304921	79304880	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr13~56446999~+~HPV97~1543~-	HPV97	+	3	1543	chr13	56446999	56446957	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr13~84698980~+~HPV97~1543~-	HPV97	+	3	1543	chr13	84698980	84698940	-	HPV97:1543	41	2	
subset.insertion_seqs.fa	chr12~5340481~+~HPV97~1543~-	HPV97	+	3	1543	chr12	5340481	5340441	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr12~10486678~+~HPV97~1543~-	HPV97	+	3	1543	chr12	10486678	10486636	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr12~11261330~+~HPV97~1543~-	HPV97	+	3	1543	chr12	11261330	11261290	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr12~44249857~+~HPV97~1543~-	HPV97	+	3	1543	chr12	44249857	44249817	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr12~61279463~+~HPV97~1543~-	HPV97	+	3	1543	chr12	61279463	61279423	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr12~44562181~+~HPV97~1543~-	HPV97	+	3	1543	chr12	44562181	44562139	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr12~83742200~+~HPV97~1543~-	HPV97	+	0	1543	chr12	83742200	83742162	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr12~73357155~+~HPV97~1543~-	HPV97	+	0	1543	chr12	73357155	73357117	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr12~43611835~+~HPV97~1543~-	HPV97	+	0	1543	chr12	43611835	43611797	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr12~22370934~+~HPV97~1543~-	HPV97	+	3	1543	chr12	22370934	22370894	-	HPV97:1543	41	2	
subset.insertion_seqs.fa	chr12~22151572~+~HPV97~1543~-	HPV97	+	3	1543	chr12	22151572	22151532	-	HPV97:1543	41	2	
subset.insertion_seqs.fa	chr12~23469246~+~HPV97~1543~-	HPV97	+	0	1543	chr12	23469246	23469213	-	HPV97:1543	32	1	
subset.insertion_seqs.fa	chr11~4631983~+~HPV97~1543~-	HPV97	+	3	1543	chr11	4631983	4631943	-	HPV97:1543	41	2	
subset.insertion_seqs.fa	chr11~13130714~+~HPV97~1543~-	HPV97	+	3	1543	chr11	13130714	13130674	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr11~97640195~+~HPV97~1543~-	HPV97	+	3	1543	chr11	97640195	97640153	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr11~129602168~+~HPV97~1543~-	HPV97	+	0	1543	chr11	129602168	129602130	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr11~129472050~+~HPV97~1543~-	HPV97	+	0	1543	chr11	129472050	129472013	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr11~100261813~+~HPV97~1543~-	HPV97	+	0	1543	chr11	100261813	100261775	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr11~40261852~+~HPV97~1543~-	HPV97	+	3	1543	chr11	40261852	40261812	-	HPV97:1543	38	2	
subset.insertion_seqs.fa	chr11~28884541~+~HPV97~1543~-	HPV97	+	3	1543	chr11	28884541	28884499	-	HPV97:1543	41	3	
subset.insertion_seqs.fa	chr11~98094504~+~HPV97~1543~-	HPV97	+	0	1543	chr11	98094504	98094468	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr11~13587621~+~HPV97~1543~-	HPV97	+	0	1543	chr11	13587621	13587583	-	HPV97:1543	35	1	
subset.insertion_seqs.fa	chr11~27036889~+~HPV97~1543~-	HPV97	+	0	1543	chr11	27036889	27036855	-	HPV97:1543	33	1	
subset.insertion_seqs.fa	chr10~83447478~+~HPV97~1543~-	HPV97	+	3	1543	chr10	83447478	83447436	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr10~69670792~+~HPV97~1543~-	HPV97	+	3	1543	chr10	69670792	69670750	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr10~27905882~+~HPV97~1543~-	HPV97	+	3	1543	chr10	27905882	27905840	-	HPV97:1543	42	3	
subset.insertion_seqs.fa	chr10~126592558~+~HPV97~1543~-	HPV97	+	3	1543	chr10	126592558	126592516	-	HPV97:1543	41	3	
subset.insertion_seqs.fa	chr10~108026043~+~HPV97~1543~-	HPV97	+	0	1543	chr10	108026043	108026005	-	HPV97:1543	36	1	
subset.insertion_seqs.fa	chr10~19737081~+~HPV97~1543~-	HPV97	+	3	1543	chr10	19737081	19737043	-	HPV97:1543	40	2	
subset.insertion_seqs.fa	chr10~18318490~+~HPV97~1543~-	HPV97	+	3	1543	chr10	18318490	18318450	-	HPV97:1543	41	2	
subset.insertion_seqs.fa	chr1~49315260~+~HPV97~1543~-	HPV97	+	3	1543	chr1	49315260	49315217	-	HPV97:1543	43	3	
subset.insertion_seqs.fa	chr1~50364438~+~HPV97~1543~-	HPV97	+	3	1543	chr1	50364438	50364398	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr1~51894131~+~HPV97~1543~-	HPV97	+	3	1543	chr1	51894131	51894091	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr1~74046470~+~HPV97~1543~-	HPV97	+	3	1543	chr1	74046470	74046430	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr1~78162956~+~HPV97~1543~-	HPV97	+	3	1543	chr1	78162956	78162916	-	HPV97:1543	42	2	
subset.insertion_seqs.fa	chr1~94139115~+~HPV97~1543~-	HPV97	+	3	1543	chr1	94139115	94139075	-	HPV97:1543	39	2	
subset.insertion_seqs.fa	chr1~115780371~+~HPV97~1543~-	HPV97	+	0	1543	chr1	115780371	115780333	-	HPV97:1543	37	1	
subset.insertion_seqs.fa	chr1~170574231~+~HPV97~1543~-	HPV97	+	0	1543	chr1	170574231	170574193	-	HPV97:1543	37	1	
