sample_name	entry	chrA	coordA	orientA	chrB	coordB	orientB	total	Split_Reads	Uniquely_Mapped_Reads	Multiply_Mapped_Reads	Rank1_Hits
rep2.HPV39	chr20~21608350~HPV39~6205	chr20	21608350	-	HPV39	6205	+	228	228	3	236	1
rep2.HPV39	chr15~91116811~HPV39~6532	chr15	91116811	-	HPV39	6532	-	218	218	5	84	141
rep2.HPV45	chr15~55772285~HPV45~3876	chr15	55772285	+	HPV45	3876	-	205	205	2	36	178
rep2.HPV45	chr3~72318618~HPV45~2892	chr3	72318618	+	HPV45	2892	-	222	222	3	87	141
rep2.HPV45	chr17~44183885~HPV45~2930	chr17	44183885	+	HPV45	2930	-	11	11	2	3	11
rep2.HPV45	chr17~45109973~HPV45~0	chr17	45109973	+	HPV45	0	?	1	1	0	1	1
rep2.HPV45	chr8~51402444~HPV45~3876	chr8	51402444	+	HPV45	3876	-	11	11	1	6	13
rep2.HPV45	chr8~58286908~HPV45~610	chr8	58286908	+	HPV45	610	+	213	213	4	216	2
rep2.HPV45	chr7~23306452~HPV45~3799	chr7	23306452	+	HPV45	3799	+	190	190	0	74	116
rep2.HPV45	chr7~46811646~HPV45~2749	chr7	46811646	+	HPV45	2749	+	200	200	2	203	0
rep2.HPV45	chr7~106401823~HPV45~1224	chr7	106401823	+	HPV45	1224	-	213	213	4	218	0
rep2.HPV45	chr16~78983787~HPV45~3735	chr16	78983787	+	HPV45	3735	+	212	212	5	217	0
rep2.HPV45	chr2~82425480~HPV45~1903	chr2	82425480	+	HPV45	1903	+	211	211	2	220	0
rep2.HPV45	chr21~24236200~HPV45~4239	chr21	24236200	+	HPV45	4239	-	202	202	5	207	0
rep2.HPV45	chr12~94481658~HPV45~2434	chr12	94481658	+	HPV45	2434	-	200	200	2	202	1
rep2.HPV45	chr12~110668383~HPV45~0	chr12	110668383	+	HPV45	0	?	2	2	0	1	3
rep2.HPV45	chr12~116671950~HPV45~7651	chr12	116671950	+	HPV45	7651	-	8	8	3	3	8
rep2.HPV45	chrY~13388921~HPV45~2496	chrY	13388921	+	HPV45	2496	-	219	219	5	107	117
rep2.HPV45	chr11~63973836~HPV45~2700	chr11	63973836	+	HPV45	2700	+	187	187	1	14	174
rep2.HPV45	chr11~96676019~HPV45~1372	chr11	96676019	+	HPV45	1372	-	211	211	2	219	1
rep2.HPV45	chr6~15230688~HPV45~186	chr6	15230688	+	HPV45	186	+	10	10	2	3	10
rep2.HPV45	chr6~21123305~HPV45~0	chr6	21123305	+	HPV45	0	?	1	1	0	1	1
rep2.HPV45	chr3~29314841~HPV45~4090	chr3	29314841	-	HPV45	4090	+	194	194	4	199	0
rep2.HPV45	chr3~100234036~HPV45~3713	chr3	100234036	-	HPV45	3713	-	175	175	4	165	15
rep2.HPV45	chr3~127570938~HPV45~363	chr3	127570938	-	HPV45	363	+	201	201	2	204	2
rep2.HPV45	chr7~82221542~HPV45~7651	chr7	82221542	-	HPV45	7651	-	179	179	1	88	95
rep2.HPV45	chr7~88418506~HPV45~186	chr7	88418506	-	HPV45	186	+	177	177	3	85	96
rep2.HPV45	chr8~12936192~HPV45~117	chr8	12936192	-	HPV45	117	+	213	213	4	79	139
rep2.HPV45	chr8~88444670~HPV45~5162	chr8	88444670	-	HPV45	5162	+	185	185	4	189	1
rep2.HPV45	chr9~95852400~HPV45~5661	chr9	95852400	-	HPV45	5661	-	213	213	4	213	5
rep2.HPV45	chr9~113301385~HPV45~1528	chr9	113301385	-	HPV45	1528	+	200	200	2	203	0
rep2.HPV45	chr9~114161858~HPV45~6245	chr9	114161858	-	HPV45	6245	+	200	200	2	197	7
rep2.HPV45	chr12~74847075~HPV45~56	chr12	74847075	-	HPV45	56	+	213	213	4	218	0
rep2.HPV45	chr12~107024166~HPV45~1276	chr12	107024166	-	HPV45	1276	+	211	211	2	148	72
rep2.HPV45	chr2~20204306~HPV45~2106	chr2	20204306	-	HPV45	2106	+	191	191	2	194	0
rep2.HPV45	chr2~132831042~HPV45~1077	chr2	132831042	-	HPV45	1077	+	213	213	4	218	0
rep2.HPV45	chr11~17536468~HPV45~4617	chr11	17536468	-	HPV45	4617	-	215	215	4	221	0
rep2.HPV45	chr17~17543736~HPV45~2930	chr17	17543736	-	HPV45	2930	-	15	15	4	3	17
rep2.HPV45	chr17~70919979~HPV45~2379	chr17	70919979	-	HPV45	2379	+	200	200	2	182	21
rep2.HPV45	chr17~82240815~HPV45~4902	chr17	82240815	-	HPV45	4902	-	212	212	2	223	0
rep2.HPV45	chr18~36974676~HPV45~1733	chr18	36974676	-	HPV45	1733	-	211	211	2	172	48
rep2.HPV45	chr18~44002787~HPV45~0	chr18	44002787	-	HPV45	0	?	1	1	0	1	1
rep2.HPV45	chr18~67880072~HPV45~7472	chr18	67880072	-	HPV45	7472	-	191	191	2	131	70
rep2.HPV45	chr4~112050472~HPV45~2450	chr4	112050472	-	HPV45	2450	+	203	203	0	162	49
rep2.HPV45	chr15~76319220~HPV45~0	chr15	76319220	-	HPV45	0	?	1	1	0	1	1
rep2.HPV45	chr14~30275955~HPV45~2828	chr14	30275955	-	HPV45	2828	-	193	193	0	193	0
rep2.HPV45	chr14~49458753~HPV45~718	chr14	49458753	-	HPV45	718	+	213	213	4	91	127
rep2.HPV45	chr21~25720535~HPV45~6963	chr21	25720535	-	HPV45	6963	-	219	219	5	109	115
rep2.HPV45	chr19~8217681~HPV45~6956	chr19	8217681	-	HPV45	6956	-	198	198	0	14	186
rep2.HPV45	chr19~40542751~HPV45~4367	chr19	40542751	-	HPV45	4367	+	197	197	2	147	59
rep2.HPV45	chr19~47023576~HPV45~6015	chr19	47023576	-	HPV45	6015	+	200	200	2	50	153
rep2.HPV45	chr5~127169133~HPV45~4782	chr5	127169133	-	HPV45	4782	-	185	185	0	10	175
rep2.HPV45	chr5~145806860~HPV45~0	chr5	145806860	-	HPV45	0	?	1	1	0	1	1
rep2.HPV45	chr22~19618984~HPV45~4711	chr22	19618984	-	HPV45	4711	+	211	211	2	219	1
rep2.HPV45	chr22~20363743~HPV45~6113	chr22	20363743	-	HPV45	6113	+	213	213	4	2	216
rep2.HPV45	chr22~41485433~HPV45~0	chr22	41485433	-	HPV45	0	?	1	1	0	1	1
rep2.HPV45	chr22~43040894~HPV45~2177	chr22	43040894	-	HPV45	2177	+	211	211	2	220	1
rep3.HPV16	chr1~35735071~HPV16~1615	chr1	35735071	+	HPV16	1615	-	187	187	7	172	22
rep3.HPV16	chr14~100699715~HPV16~3172	chr14	100699715	+	HPV16	3172	-	1	1	0	0	1
rep3.HPV16	chr5~63765902~HPV16~2599	chr5	63765902	+	HPV16	2599	-	203	203	8	210	0
rep3.HPV16	chr18~44484577~HPV16~1886	chr18	44484577	+	HPV16	1886	-	187	187	6	191	0
rep3.HPV16	chr2~85500149~HPV16~4679	chr2	85500149	+	HPV16	4679	+	205	205	1	76	134
rep3.HPV16	chr2~233796883~HPV16~2724	chr2	233796883	+	HPV16	2724	+	203	203	8	210	0
rep3.HPV16	chrX~27087636~HPV16~0	chrX	27087636	+	HPV16	0	?	1	1	0	1	1
rep3.HPV16	chrY~16426185~HPV16~5905	chrY	16426185	+	HPV16	5905	-	135	135	8	85	58
rep3.HPV16	chr10~31545616~HPV16~3339	chr10	31545616	+	HPV16	3339	-	8	8	3	1	10
rep3.HPV16	chr10~77041575~HPV16~6983	chr10	77041575	+	HPV16	6983	-	28	28	8	5	29
rep3.HPV16	chr9~34780399~HPV16~0	chr9	34780399	+	HPV16	0	?	1	1	0	1	1
rep3.HPV16	chr9~79266812~HPV16~2848	chr9	79266812	+	HPV16	2848	+	201	201	8	207	0
rep3.HPV16	chr9~130533603~HPV16~6760	chr9	130533603	+	HPV16	6760	+	184	184	12	190	0
rep3.HPV16	chr4~141777090~HPV16~4874	chr4	141777090	+	HPV16	4874	-	191	191	6	195	0
rep3.HPV16	chr22~23681746~HPV16~6417	chr22	23681746	+	HPV16	6417	-	211	211	1	216	0
rep3.HPV16	chr11~103376796~HPV16~4072	chr11	103376796	+	HPV16	4072	-	180	180	7	187	0
rep3.HPV16	chr11~134385268~HPV16~614	chr11	134385268	+	HPV16	614	+	210	210	1	215	0
rep3.HPV16	chr6~4612275~HPV16~5802	chr6	4612275	+	HPV16	5802	-	1	1	1	0	1
rep3.HPV16	chr15~54263867~HPV16~5578	chr15	54263867	+	HPV16	5578	+	212	212	1	219	0
rep3.HPV16	chr20~19482200~HPV16~5713	chr20	19482200	+	HPV16	5713	-	211	211	1	216	0
rep3.HPV16	chr20~53690002~HPV16~4415	chr20	53690002	+	HPV16	4415	+	206	206	1	7	205
rep3.HPV16	chr13~57114676~HPV16~5802	chr13	57114676	+	HPV16	5802	-	205	205	8	70	144
rep3.HPV16	chr3~9840610~HPV16~6654	chr3	9840610	+	HPV16	6654	-	203	203	7	205	6
rep3.HPV16	chr3~91068806~HPV16~2937	chr3	91068806	+	HPV16	2937	-	45	45	8	0	54
rep3.HPV16	chr7~77569588~HPV16~0	chr7	77569588	+	HPV16	0	?	1	1	0	1	1
rep3.HPV16	chr19~33328470~HPV16~6800	chr19	33328470	+	HPV16	6800	+	183	183	2	45	143
rep3.HPV16	chr19~47808088~HPV16~3040	chr19	47808088	+	HPV16	3040	-	199	199	6	135	69
rep3.HPV16	chr20~13776812~HPV16~5397	chr20	13776812	-	HPV16	5397	+	203	203	7	207	4
rep3.HPV16	chr13~42309411~HPV16~5252	chr13	42309411	-	HPV16	5252	+	203	203	9	211	0
rep3.HPV16	chr13~89946136~HPV16~3488	chr13	89946136	-	HPV16	3488	-	202	202	1	135	70
rep3.HPV16	chr3~19690831~HPV16~0	chr3	19690831	-	HPV16	0	?	1	1	0	1	1
rep3.HPV16	chr3~71763763~HPV16~2317	chr3	71763763	-	HPV16	2317	+	204	204	8	208	4
rep3.HPV16	chr3~80341556~HPV16~5956	chr3	80341556	-	HPV16	5956	+	199	199	6	203	0
rep3.HPV16	chr3~97709621~HPV16~2807	chr3	97709621	-	HPV16	2807	+	1	1	0	1	0
rep3.HPV16	chr7~105552878~HPV16~1351	chr7	105552878	-	HPV16	1351	-	186	186	0	105	87
rep3.HPV16	chr7~155754049~HPV16~1140	chr7	155754049	-	HPV16	1140	-	210	210	1	215	0
rep3.HPV16	chr11~71383214~HPV16~0	chr11	71383214	-	HPV16	0	?	1	1	0	1	1
rep3.HPV16	chr11~95109579~HPV16~7246	chr11	95109579	-	HPV16	7246	-	181	181	7	188	1
rep3.HPV16	chr16~67077401~HPV16~5631	chr16	67077401	-	HPV16	5631	+	211	211	1	216	0
rep3.HPV16	chr16~84251218~HPV16~0	chr16	84251218	-	HPV16	0	?	1	1	0	1	1
rep3.HPV16	chr12~110599696~HPV16~6983	chr12	110599696	-	HPV16	6983	-	176	176	4	75	109
rep3.HPV16	chr6~30336448~HPV16~2375	chr6	30336448	-	HPV16	2375	+	202	202	8	72	136
rep3.HPV16	chr15~83847694~HPV16~3688	chr15	83847694	-	HPV16	3688	-	173	173	0	131	46
rep3.HPV16	chrX~137613071~HPV16~4229	chrX	137613071	-	HPV16	4229	-	144	144	3	132	14
rep3.HPV16	chr10~528781~HPV16~2052	chr10	528781	-	HPV16	2052	+	203	203	9	211	0
rep3.HPV16	chr4~44813034~HPV16~651	chr4	44813034	-	HPV16	651	+	180	180	6	23	162
rep3.HPV16	chr4~44836888~HPV16~1628	chr4	44836888	-	HPV16	1628	+	203	203	0	202	1
rep3.HPV16	chr4~71788951~HPV16~5308	chr4	71788951	-	HPV16	5308	+	171	171	9	179	0
rep3.HPV16	chr21~25267142~HPV16~3378	chr21	25267142	-	HPV16	3378	-	203	203	8	39	171
rep3.HPV16	chr22~32745835~HPV16~7690	chr22	32745835	-	HPV16	7690	-	195	195	8	203	0
rep3.HPV16	chr14~83267782~HPV16~2529	chr14	83267782	-	HPV16	2529	+	199	199	6	177	27
rep3.HPV16	chr14~92979441~HPV16~3339	chr14	92979441	-	HPV16	3339	-	195	195	4	29	174
rep3.HPV16	chr14~95941070~HPV16~3569	chr14	95941070	-	HPV16	3569	-	202	202	8	27	181
rep3.HPV16	chr1~17415445~HPV16~0	chr1	17415445	-	HPV16	0	?	1	1	0	1	1
rep3.HPV16	chr1~203250794~HPV16~6605	chr1	203250794	-	HPV16	6605	+	201	201	8	207	0
rep3.HPV16	chr5~55972860~HPV16~458	chr5	55972860	-	HPV16	458	+	196	196	9	123	81
rep3.HPV16	chr5~133281040~HPV16~3984	chr5	133281040	-	HPV16	3984	+	174	174	1	171	8
rep3.HPV16	chr18~27315890~HPV16~6230	chr18	27315890	-	HPV16	6230	+	210	210	1	182	35
rep3.HPV16	chr18~79012293~HPV16~835	chr18	79012293	-	HPV16	835	+	203	203	7	181	30
rep3.HPV16	chr2~46633180~HPV16~4516	chr2	46633180	-	HPV16	4516	-	182	182	7	44	147
rep3.HPV16	chr2~122823927~HPV16~1777	chr2	122823927	-	HPV16	1777	-	204	204	7	213	0
rep3.HPV16	chr2~155720657~HPV16~3121	chr2	155720657	-	HPV16	3121	+	10	10	4	2	10
rep3.HPV18	chr8~49790247~HPV18~4144	chr8	49790247	+	HPV18	4144	+	101	101	0	78	23
rep3.HPV18	chr5~68893202~HPV18~876	chr5	68893202	+	HPV18	876	+	100	100	0	100	0
rep3.HPV18	chr5~77002019~HPV18~7767	chr5	77002019	+	HPV18	7767	-	93	93	0	93	0
rep3.HPV18	chr6~90645580~HPV18~5592	chr6	90645580	+	HPV18	5592	+	89	89	0	89	0
rep3.HPV18	chrX~14348192~HPV18~3974	chrX	14348192	+	HPV18	3974	-	108	108	0	48	60
rep3.HPV18	chrX~133800052~HPV18~5492	chrX	133800052	+	HPV18	5492	-	109	109	0	108	1
rep3.HPV18	chr12~7102785~HPV18~5302	chr12	7102785	+	HPV18	5302	-	109	109	0	109	0
rep3.HPV18	chr12~33804427~HPV18~6668	chr12	33804427	+	HPV18	6668	+	107	107	0	4	103
rep3.HPV18	chr11~107332102~HPV18~4362	chr11	107332102	+	HPV18	4362	+	117	117	0	105	12
rep3.HPV18	chr2~118108489~HPV18~0	chr2	118108489	+	HPV18	0	?	1	1	0	1	0
rep3.HPV18	chr17~559096~HPV18~1124	chr17	559096	+	HPV18	1124	-	105	105	0	45	60
rep3.HPV18	chr17~16945694~HPV18~5110	chr17	16945694	+	HPV18	5110	+	111	111	0	56	55
rep3.HPV18	chr17~48613760~HPV18~4301	chr17	48613760	+	HPV18	4301	-	97	97	0	87	10
rep3.HPV18	chr17~72505441~HPV18~4764	chr17	72505441	+	HPV18	4764	+	98	98	0	77	21
rep3.HPV18	chr20~15505500~HPV18~4590	chr20	15505500	+	HPV18	4590	-	95	95	0	95	0
rep3.HPV18	chr1~41210276~HPV18~1402	chr1	41210276	+	HPV18	1402	-	1	1	0	0	1
rep3.HPV18	chr1~198277532~HPV18~3913	chr1	198277532	+	HPV18	3913	-	111	111	0	111	0
rep3.HPV18	chr10~85898113~HPV18~422	chr10	85898113	+	HPV18	422	+	98	98	0	48	50
rep3.HPV18	chr22~33893099~HPV18~2600	chr22	33893099	+	HPV18	2600	-	98	98	0	96	2
rep3.HPV18	chr4~21566018~HPV18~5890	chr4	21566018	+	HPV18	5890	+	109	109	0	109	0
rep3.HPV18	chr21~26641134~HPV18~5859	chr21	26641134	+	HPV18	5859	+	94	94	0	94	0
rep3.HPV18	chr7~23280972~HPV18~3157	chr7	23280972	+	HPV18	3157	+	110	110	0	81	29
rep3.HPV18	chr9~7868995~HPV18~3702	chr9	7868995	+	HPV18	3702	-	98	98	0	94	4
rep3.HPV18	chr3~114991293~HPV18~4481	chr3	114991293	+	HPV18	4481	+	91	91	0	0	91
rep3.HPV18	chr18~8383372~HPV18~2678	chr18	8383372	-	HPV18	2678	+	109	109	0	106	3
rep3.HPV18	chr8~4166739~HPV18~5687	chr8	4166739	-	HPV18	5687	+	100	100	0	98	2
rep3.HPV18	chr5~14407089~HPV18~4080	chr5	14407089	-	HPV18	4080	-	109	109	0	106	3
rep3.HPV18	chr5~141652727~HPV18~4751	chr5	141652727	-	HPV18	4751	+	108	108	0	53	55
rep3.HPV18	chr5~176911945~HPV18~4983	chr5	176911945	-	HPV18	4983	-	118	118	0	99	19
rep3.HPV18	chr14~30002188~HPV18~6937	chr14	30002188	-	HPV18	6937	-	117	117	0	66	51
rep3.HPV18	chr14~80093646~HPV18~7150	chr14	80093646	-	HPV18	7150	-	9	9	0	0	9
rep3.HPV18	chr4~102681060~HPV18~4043	chr4	102681060	-	HPV18	4043	-	115	115	1	53	64
rep3.HPV18	chr2~76163481~HPV18~1250	chr2	76163481	-	HPV18	1250	-	104	104	0	99	5
rep3.HPV18	chr2~100731540~HPV18~2369	chr2	100731540	-	HPV18	2369	+	108	108	0	102	6
rep3.HPV18	chr16~11818619~HPV18~6681	chr16	11818619	-	HPV18	6681	+	1	1	0	1	0
rep3.HPV18	chr16~25165283~HPV18~6302	chr16	25165283	-	HPV18	6302	+	92	92	0	39	53
rep3.HPV18	chr11~12336323~HPV18~1556	chr11	12336323	-	HPV18	1556	+	1	1	0	0	1
rep3.HPV18	chr11~33833308~HPV18~4370	chr11	33833308	-	HPV18	4370	+	109	109	0	74	35
rep3.HPV18	chr11~97996655~HPV18~3234	chr11	97996655	-	HPV18	3234	+	109	109	0	106	3
rep3.HPV18	chr11~112505592~HPV18~5994	chr11	112505592	-	HPV18	5994	+	106	106	0	0	106
rep3.HPV18	chr20~7492835~HPV18~6768	chr20	7492835	-	HPV18	6768	+	109	109	2	18	91
rep3.HPV18	chr7~72521324~HPV18~1471	chr7	72521324	-	HPV18	1471	+	109	109	0	85	24
rep3.HPV18	chr7~81860125~HPV18~6571	chr7	81860125	-	HPV18	6571	+	73	73	0	13	60
rep3.HPV18	chr7~93930666~HPV18~2133	chr7	93930666	-	HPV18	2133	+	108	108	0	103	5
rep3.HPV18	chr21~22867477~HPV18~2031	chr21	22867477	-	HPV18	2031	-	118	118	0	114	4
rep3.HPV18	chr21~29583107~HPV18~5697	chr21	29583107	-	HPV18	5697	-	110	110	0	106	4
rep3.HPV18	chr21~32445648~HPV18~821	chr21	32445648	-	HPV18	821	+	108	108	0	33	75
rep3.HPV18	chr21~38374593~HPV18~5510	chr21	38374593	-	HPV18	5510	-	110	110	0	90	20
rep3.HPV18	chr19~42931910~HPV18~3026	chr19	42931910	-	HPV18	3026	+	118	118	0	2	116
rep3.HPV18	chr15~98510653~HPV18~2573	chr15	98510653	-	HPV18	2573	-	99	99	0	46	53
rep3.HPV31	chr6~29746385~HPV31~5852	chr6	29746385	+	HPV31	5852	+	208	208	2	146	71
rep3.HPV31	chr6~52275466~HPV31~631	chr6	52275466	+	HPV31	631	+	206	206	4	167	41
rep3.HPV31	chr6~141738875~HPV31~2421	chr6	141738875	+	HPV31	2421	-	169	169	7	175	0
rep3.HPV31	chr3~198022128~HPV31~5524	chr3	198022128	+	HPV31	5524	+	197	197	0	197	0
rep3.HPV31	chr20~4675433~HPV31~5256	chr20	4675433	+	HPV31	5256	+	212	212	2	218	0
rep3.HPV31	chr15~59294764~HPV31~1067	chr15	59294764	+	HPV31	1067	-	211	211	1	213	3
rep3.HPV31	chr15~71816163~HPV31~5795	chr15	71816163	+	HPV31	5795	+	205	205	7	213	0
rep3.HPV31	chr22~16555454~HPV31~4742	chr22	16555454	+	HPV31	4742	-	211	211	4	16	204
rep3.HPV31	chr7~9952832~HPV31~4099	chr7	9952832	+	HPV31	4099	+	187	187	2	135	57
rep3.HPV31	chr12~29662627~HPV31~102	chr12	29662627	+	HPV31	102	+	205	205	4	70	137
rep3.HPV31	chr5~98579111~HPV31~0	chr5	98579111	+	HPV31	0	?	1	1	0	1	1
rep3.HPV31	chr4~19957765~HPV31~2934	chr4	19957765	+	HPV31	2934	-	209	209	4	79	137
rep3.HPV31	chr4~164483089~HPV31~1267	chr4	164483089	+	HPV31	1267	+	211	211	1	216	0
rep3.HPV31	chr11~115742400~HPV31~3923	chr11	115742400	+	HPV31	3923	-	209	209	3	200	20
rep3.HPV31	chr21~31943331~HPV31~1920	chr21	31943331	+	HPV31	1920	-	206	206	4	213	0
rep3.HPV31	chr1~202788593~HPV31~4538	chr1	202788593	+	HPV31	4538	+	14	14	0	5	17
rep3.HPV31	chr8~104727533~HPV31~2493	chr8	104727533	+	HPV31	2493	-	207	207	1	150	65
rep3.HPV31	chr18~6877741~HPV31~2684	chr18	6877741	+	HPV31	2684	+	209	209	4	216	0
rep3.HPV31	chr10~120592392~HPV31~7396	chr10	120592392	-	HPV31	7396	-	116	116	4	64	59
rep3.HPV31	chr15~26476478~HPV31~2714	chr15	26476478	-	HPV31	2714	+	196	196	0	197	0
rep3.HPV31	chr6~83516179~HPV31~3476	chr6	83516179	-	HPV31	3476	-	208	208	1	32	181
rep3.HPV31	chr12~88239353~HPV31~5101	chr12	88239353	-	HPV31	5101	+	1	1	0	0	1
rep3.HPV31	chr22~17917314~HPV31~6008	chr22	17917314	-	HPV31	6008	+	210	210	2	220	2
rep3.HPV31	chrY~5077294~HPV31~0	chrY	5077294	-	HPV31	0	?	2	2	0	2	2
rep3.HPV31	chr5~98579042~HPV31~0	chr5	98579042	-	HPV31	0	?	1	1	0	1	1
rep3.HPV31	chr5~104544480~HPV31~5650	chr5	104544480	-	HPV31	5650	-	203	203	7	209	0
rep3.HPV31	chr5~146930927~HPV31~1638	chr5	146930927	-	HPV31	1638	+	209	209	4	216	0
rep3.HPV31	chr5~151799207~HPV31~2196	chr5	151799207	-	HPV31	2196	-	208	208	2	60	157
rep3.HPV31	chr4~136020221~HPV31~949	chr4	136020221	-	HPV31	949	+	208	208	2	210	7
rep3.HPV31	chr4~151859954~HPV31~6477	chr4	151859954	-	HPV31	6477	-	208	208	3	213	0
rep3.HPV31	chr13~23231528~HPV31~4264	chr13	23231528	-	HPV31	4264	-	186	186	4	146	48
rep3.HPV31	chr13~58614224~HPV31~0	chr13	58614224	-	HPV31	0	?	1	1	0	1	1
rep3.HPV31	chr13~80131389~HPV31~3291	chr13	80131389	-	HPV31	3291	-	208	208	2	217	0
rep3.HPV31	chr14~20221297~HPV31~4858	chr14	20221297	-	HPV31	4858	+	199	199	0	0	199
rep3.HPV31	chr14~61844328~HPV31~0	chr14	61844328	-	HPV31	0	?	1	1	0	1	1
rep3.HPV31	chr14~69897788~HPV31~3217	chr14	69897788	-	HPV31	3217	-	195	195	7	106	92
rep3.HPV31	chr14~84956563~HPV31~7195	chr14	84956563	-	HPV31	7195	-	82	82	2	68	19
rep3.HPV31	chr14~105724692~HPV31~4456	chr14	105724692	-	HPV31	4456	-	193	193	4	2	204
rep3.HPV31	chr2~115146619~HPV31~6240	chr2	115146619	-	HPV31	6240	+	211	211	2	155	68
rep3.HPV31	chr3~16838579~HPV31~816	chr3	16838579	-	HPV31	816	+	203	203	7	209	0
rep3.HPV31	chr3~70750164~HPV31~6733	chr3	70750164	-	HPV31	6733	+	171	171	9	177	2
rep3.HPV31	chr3~96448443~HPV31~5670	chr3	96448443	-	HPV31	5670	-	179	179	0	179	0
rep3.HPV31	chr3~102345148~HPV31~2056	chr3	102345148	-	HPV31	2056	-	203	203	7	209	0
rep3.HPV31	chr3~120935901~HPV31~0	chr3	120935901	-	HPV31	0	?	1	1	0	1	1
rep3.HPV31	chr3~139235804~HPV31~4812	chr3	139235804	-	HPV31	4812	-	210	210	4	218	0
rep3.HPV31	chr16~3229892~HPV31~5160	chr16	3229892	-	HPV31	5160	+	3	3	3	2	1
rep3.HPV31	chr16~67510103~HPV31~3493	chr16	67510103	-	HPV31	3493	+	212	212	4	129	93
rep3.HPV31	chr11~59607452~HPV31~5326	chr11	59607452	-	HPV31	5326	-	206	206	8	211	1
rep3.HPV31	chr11~79766356~HPV31~6953	chr11	79766356	-	HPV31	6953	-	197	197	7	205	0
rep3.HPV31	chr1~103322146~HPV31~6798	chr1	103322146	-	HPV31	6798	+	125	125	2	28	106
rep3.HPV31	chr1~202788554~HPV31~3564	chr1	202788554	-	HPV31	3564	+	19	19	0	9	17
rep3.HPV31	chr21~27716055~HPV31~5035	chr21	27716055	-	HPV31	5035	-	202	202	2	69	142
rep3.HPV31	chr9~87763221~HPV31~1682	chr9	87763221	-	HPV31	1682	+	178	178	0	177	1
rep3.HPV31	chr8~48145011~HPV31~4652	chr8	48145011	-	HPV31	4652	+	1	1	0	1	0
rep3.HPV33	chr13~55231554~HPV33~3581	chr13	55231554	+	HPV33	3581	+	169	169	5	171	0
rep3.HPV33	chr4~140160038~HPV33~3395	chr4	140160038	+	HPV33	3395	-	206	206	3	78	137
rep3.HPV33	chr4~147393855~HPV33~0	chr4	147393855	+	HPV33	0	?	1	1	0	1	1
rep3.HPV33	chr16~27618762~HPV33~658	chr16	27618762	+	HPV33	658	+	190	190	0	199	0
rep3.HPV33	chr16~89501801~HPV33~5133	chr16	89501801	+	HPV33	5133	+	1	1	0	0	1
rep3.HPV33	chr12~48926374~HPV33~1195	chr12	48926374	+	HPV33	1195	+	3	3	3	0	3
rep3.HPV33	chr17~60497852~HPV33~6174	chr17	60497852	+	HPV33	6174	-	225	225	2	131	102
rep3.HPV33	chr3~12133291~HPV33~2679	chr3	12133291	+	HPV33	2679	+	191	191	9	196	0
rep3.HPV33	chr3~50143179~HPV33~6888	chr3	50143179	+	HPV33	6888	+	1	1	0	0	1
rep3.HPV33	chr3~136137810~HPV33~0	chr3	136137810	+	HPV33	0	?	2	2	0	2	2
rep3.HPV33	chr9~18349340~HPV33~3108	chr9	18349340	+	HPV33	3108	+	199	199	0	188	11
rep3.HPV33	chr9~127170068~HPV33~6231	chr9	127170068	+	HPV33	6231	+	220	220	9	80	148
rep3.HPV33	chr14~24983476~HPV33~6845	chr14	24983476	+	HPV33	6845	-	220	220	9	228	0
rep3.HPV33	chr6~16590637~HPV33~3520	chr6	16590637	+	HPV33	3520	-	206	206	4	208	0
rep3.HPV33	chr10~113463~HPV33~888	chr10	113463	+	HPV33	888	+	212	212	5	221	0
rep3.HPV33	chr10~2103700~HPV33~5335	chr10	2103700	+	HPV33	5335	-	225	225	2	233	0
rep3.HPV33	chr8~56254056~HPV33~0	chr8	56254056	+	HPV33	0	?	1	1	0	1	1
rep3.HPV33	chr20~39333994~HPV33~4239	chr20	39333994	+	HPV33	4239	-	164	164	0	172	1
rep3.HPV33	chr20~46299367~HPV33~1739	chr20	46299367	+	HPV33	1739	+	225	225	2	233	0
rep3.HPV33	chrX~40062041~HPV33~3487	chrX	40062041	+	HPV33	3487	+	214	214	3	222	0
rep3.HPV33	chrX~143434734~HPV33~501	chrX	143434734	+	HPV33	501	+	221	221	9	142	87
rep3.HPV33	chr11~96360836~HPV33~3703	chr11	96360836	+	HPV33	3703	-	205	205	4	162	45
rep3.HPV33	chr22~50402015~HPV33~6670	chr22	50402015	+	HPV33	6670	+	204	204	5	36	177
rep3.HPV33	chr1~227774404~HPV33~3	chr1	227774404	+	HPV33	3	+	190	190	0	199	0
rep3.HPV33	chr19~6651777~HPV33~3226	chr19	6651777	-	HPV33	3226	+	211	211	5	115	105
rep3.HPV33	chr19~42716820~HPV33~5383	chr19	42716820	-	HPV33	5383	-	205	205	4	1	206
rep3.HPV33	chr19~50816951~HPV33~7252	chr19	50816951	-	HPV33	7252	+	173	173	0	173	0
rep3.HPV33	chr10~31383794~HPV33~6322	chr10	31383794	-	HPV33	6322	+	211	211	3	110	110
rep3.HPV33	chr10~75090120~HPV33~0	chr10	75090120	-	HPV33	0	?	1	1	0	1	1
rep3.HPV33	chr20~15080171~HPV33~4521	chr20	15080171	-	HPV33	4521	+	208	208	4	215	2
rep3.HPV33	chr8~93762507~HPV33~0	chr8	93762507	-	HPV33	0	?	1	1	0	1	1
